,NSC,NAME,FDA_STATUS,MOA,PUBCHEM_ID,SMILES,TOTAL_EXPS,TOTAL_EXPS_AFTER_QC
21317,766231,,,,,Cc1ccc(cc1)C(=O)N2C\C(=C\c3ccccc3)\C(=O)\C(=C\c4ccccc4)\C2,2,2
21318,766239,,,,,CCOC(=O)N1C\C(=C\c2ccc(OC)cc2)\C(=O)\C(=C\c3ccc(OC)cc3)\C1,2,2
21319,766240,,,,,CCOC(=O)N1C\C(=C\c2ccc(F)cc2)\C(=O)\C(=C\c3ccc(F)cc3)\C1,1,1
21320,766241,,,,,CCOC(=O)N1C\C(=C\c2ccc(Cl)cc2)\C(=O)\C(=C\c3ccc(Cl)cc3)\C1,1,1
21321,766243,,,,,CCC(=O)N1C\C(=C\c2ccc(Cl)cc2)\C(=O)\C(=C\c3ccc(Cl)cc3)\C1,2,2
21322,766244,,,,,CCC(=O)N1C\C(=C\c2ccc(Br)cc2)\C(=O)\C(=C\c3ccc(Br)cc3)\C1,2,2
21323,766245,,,,,CCC(=O)N1C\C(=C\c2ccc(OC)cc2)\C(=O)\C(=C\c3ccc(OC)cc3)\C1,1,1
21324,766246,,,,,O=C(N1C\C(=C\c2ccccc2)\C(=O)\C(=C\c3ccccc3)\C1)c4ccccc4,1,1
21325,766247,,,,,O=C1\C(=C/c2ccccc2)\CN(CCC#N)C/C/1=C\c3ccccc3,1,1
21326,766255,CT-GSK183,Clinical trial,"PK:IGF1R,ALK",,CNC(=O)c1c(F)cccc1Nc2nc(Nc3cc4N(CCc4cc3OC)C(=O)CN(C)C)nc5[nH]ccc25,2,2
21327,766257,,,,,CC\C(=C(\c1ccc(OCCN(C)C)cc1)/c2ccc(OC(=O)CCC(=O)C3=C(C)\C(=C\c4[nH]c(cc4OC)c5ccc[nH]5)\N=C3C)cc2)\c6ccccc6,2,2
21328,766258,,,,,CC\C(=C(\c1ccc(OCCN(C)C)cc1)/c2ccc(OC(=O)CCCCC(=O)C3=C(C)\C(=C\c4[nH]c(cc4OC)c5ccc[nH]5)\N=C3C)cc2)\c6ccccc6,1,1
21329,766259,,,,,CC\C(=C(\c1ccc(OCCN(C)C)cc1)/c2ccc(OC(=O)CCCCCCCCC(=O)C3=C(C)\C(=C\c4[nH]c(cc4OC)c5ccc[nH]5)\N=C3C)cc2)\c6ccccc6,1,1
21330,766270,ABT-199,FDA approved,BCL2,,CC1(C)CCC(=C(C1)c2ccc(Cl)cc2)CN3CCN(CC3)c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c(c5)[N+](=O)[O-])c(Oc7cnc8[nH]ccc8c7)c4,2,2
21331,766271,PHA-665752,Clinical trial,PK:MET,,Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc4c(Cl)cccc4Cl)c(C)c1C(=O)N5CCC[C@@H]5CN6CCCC6,2,2
21332,766272,,,,,COc1cc(NC(=O)CCSC2=Nc3ccc(C)cc3C(=O)N2Cc4ccccc4)cc(OC)c1OC,1,1
21333,766289,,,,,COc1cc(Nc2ncnc(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,2,2
21334,766292,,,,,CCC(=O)Nc1nonc1c2nc3ccccc3n2Cc4cccc(F)c4,1,1
21335,766294,,,,,COc1cccc(Cn2c(nc3ccccc23)c4nonc4N)c1,2,2
21336,766298,,,,,COc1cc(cc(OC)c1OC)C(=O)n2nc(N)c3c(C)cc(C)nc23,2,2
21337,766314,"(E)-3-(4-ethynylphenyl)-2-(3,4,5-trimethoxystyryl)pyrido...",,,,COc1cc(\C=C\C2=Nc3ncccc3C(=O)N2c4ccc(cc4)C#C)cc(OC)c1OC,1,1
21338,766317,(E)-3-(4-ethynylphenyl)-2-(2-(naphthalen-2-yl)vinyl)pyri...,,,,O=C1N(C(=Nc2ncccc12)\C=C\c3ccc4ccccc4c3)c5ccc(cc5)C#C,1,1
21339,766325,1-(6-fluoro-1H-benzo[d]imidazol-2-yl)-3-(4-methoxyphenyl...,,,,COc1ccc(cc1)c2nc(c3nc4ccc(F)cc4[nH]3)c5ccccn25,1,1
21340,766330,"6-methoxy-2-(3-(4-methoxyphenyl)imidazo[1,5-a]pyridin-1-...",,,,COc1ccc(cc1)c2nc(c3nc4ccc(OC)cc4[nH]3)c5ccccn25,1,1
21341,766331,"2-(3-(4-methoxyphenyl)imidazo[1,5-a]pyridin-1-yl)-6-(tri...",,,,COc1ccc(cc1)c2nc(c3nc4ccc(cc4[nH]3)C(F)(F)F)c5ccccn25,1,1
21342,766332,1-(6-chloro-1H-benzo[d]imidazol-2-yl)-3-(4-methoxyphenyl...,,,,COc1ccc(cc1)c2nc(c3nc4ccc(Cl)cc4[nH]3)c5ccccn25,1,1
21343,766333,"6-chloro-5-fluoro-2-(3-(4-methoxyphenyl)imidazo[1,5-a]py...",,,,COc1ccc(cc1)c2nc(c3nc4cc(F)c(Cl)cc4[nH]3)c5ccccn25,1,1
21344,766334,"(E)-3-(4-ethynylphenyl)-2-(4-hydroxystyryl)pyrido[2,3-d]...",,,,Oc1ccc(\C=C\C2=Nc3ncccc3C(=O)N2c4ccc(cc4)C#C)cc1,1,1
21345,766337,"5,6-dichloro-2-(3-(4-methoxyphenyl)imidazo[1,5-a]pyridin...",,,,COc1ccc(cc1)c2nc(c3nc4cc(Cl)c(Cl)cc4[nH]3)c5ccccn25,1,1
21346,766338,3-(4-methoxyphenyl)-1-(6-methyl-1H-benzo[d]imidazol-2-yl...,,,,COc1ccc(cc1)c2nc(c3nc4ccc(C)cc4[nH]3)c5ccccn25,1,1
21347,766343,,,,,NC(=N)c1ccc(cc1)c2ccc(s2)c3cccs3,2,2
21348,766346,,,,,NC(=N)c1ccc(nc1)c2ccc(s2)c3cccs3,2,2
21349,766347,,,,,NC(=N)c1ccc(s1)c2ccc(s2)c3ccccc3,2,1
21350,766348,,,,,NC(=N)c1ccc(s1)c2ccc(s2)c3cccs3,2,2
21351,766397,,,,,CCN(CCc1ccc(F)cc1)c2ccc(CO)c(Cl)c2,2,2
21352,766399,,,,,OCc1ccc(cc1Cl)N2CCCC2,2,2
21353,766401,,,,,OCc1ccc(cc1Cl)N2CCOCC2,2,2
21354,766402,,,,,OCc1ccc(cc1Cl)N2CCc3cc(F)ccc3C2,2,2
21355,766404,,,,,CCN(Cc1ccc(F)cc1)c2ccc(CO)c(Br)c2,2,2
21356,766407,,,,,OCc1ccc(cc1Cl)N2CCc3ccc(F)cc3C2,2,2
21357,766408,,,,,CC(C)N(Cc1c(F)cccc1F)c2ccc(CO)c(Cl)c2,2,2
21358,766411,mmv malaria box,,,,Cc1ccc(cc1)c2cc3c(SCC(=O)Nc4cc(ccc4Cl)C(F)(F)F)nccn3n2,1,1
21359,766417,mmv malaria box,,,,Cc1cc(\C=C\2/S\C(=N/c3ccccc3)\N(C4CCCC4)C2=O)c(C)n1c5ccc(Cl)cc5,1,1
21360,766426,mmv malaria box,,,,CCCCCC(=O)N1C(C2=C(O)CC(CC2=Nc3ccccc13)c4ccc(OC)c(OC)c4)c5ccc(cc5)C(F)(F)F,1,1
21361,766440,mmv malaria box,,,,CSC1=N\C(=N/c2c(C)cccc2C)\C3(CCC(CC3)C(C)(C)C)N1c4ccc(Cl)cc4,1,1
21362,766467,mmv malaria box,,,,COc1ccc2C(=O)C=C(Oc2c1)C(Cl)(Cl)Cl,1,1
21363,766470,mmv malaria box,,,,COc1ccc(cc1)c2nc3cc(Cc4ccc5[nH]c(nc5c4)c6ccc(OC)cc6)ccc3[nH]2,2,2
21364,766478,mmv malaria box,,,,Cc1ccc(Nc2nc(NCCO)c3ccccc3n2)cc1C,1,1
21365,766494,mmv malaria box,,,,CCCCc1ccc(NS(=O)(=O)c2cc3CCN4C(=O)CCc(c2)c34)cc1,1,1
21366,766497,mmv malaria box,,,,Oc1ccc(Cl)cc1CNc2nc3ccccc3[nH]2,1,1
21367,766511,mmv malaria box,,,,Clc1ccc(cc1)C2(CN3CCC(CC3)NC(=O)CCc4occc4)CCC2,1,1
21368,766523,mmv malaria box,,,,CCN1CCN(CC1)c2cc(C)c3cc(NC(=O)c4ccc(OC)c(OC)c4)ccc3n2,2,2
21369,766527,mmv malaria box,,,,Oc1ccccc1NC(=O)c2ccc(Oc3cccc(c3)C(=O)Nc4ccccc4O)cc2,1,1
21370,766532,mmv malaria box,,,,CC(CCC(=C)C)N1CCC(CC1)N2CCC(CC2)C(=O)NCCc3ccccc3,1,1
21371,766538,mmv malaria box,,,,COc1ccc(CCN2CCC(CN(C)Cc3cnn(c3)c4ccccc4)CC2)cc1,1,1
21372,766544,mmv malaria box,,,,COc1cccc(c1)c2nn(C)c3sc(cc23)C(=O)NCCN4CCN(CC4)c5ccccc5F,1,1
21373,766546,mmv malaria box,,,,CCOc1cc(Cl)c(cc1OCC)C(C)NC(=O)c2cccc(OC)c2,2,2
21374,766547,mmv malaria box,,,,CCOc1c(Cl)cc(CNC(C)C(O)c2ccccc2)cc1OC,1,1
21375,766548,mmv malaria box,,,,Cc1oc(CN2CCC(CC2)C(=O)Nc3ccc(cc3)c4cc5ccccc5[nH]4)cc1,1,1
21376,766556,mmv malaria box,,,,CCOc1cc(Br)c(cc1OCC)C(C)NC(=O)c2cccc(OC)c2,2,2
21377,766563,mmv malaria box,,,,CC(C)OCc1cc(CN2CCN(CC2)c3cccc(Cl)c3)c(O)c4ncccc14,1,1
21378,766564,mmv malaria box,,,,CCCN(CCC)CCCNC(=O)c1cc2c(nn(C)c2s1)c3ccc(OC)c(OC)c3,1,1
21379,766578,mmv malaria box,,,,COc1cc2cc(C(=O)Nc3ccccc3)c(N)nc2cc1OC,1,1
21380,766585,mmv malaria box,,,,Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5ccncc5,2,2
21381,766590,mmv malaria box,,,,CCc1ccc(Nc2cc(C)nc3nc(C)nn23)cc1,1,1
21382,766601,mmv malaria box,,,,CCN1N=C(N=C2C(=O)N(C)C(=O)N=C12)c3ccc(cc3)C(=O)OC,1,1
21383,766613,mmv malaria box,,,,Cc1cc(Nc2cccc(F)c2)nc(NCc3ccccc3)n1,1,1
21384,766615,mmv malaria box,,,,Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5cccnc5,1,1
21385,766626,mmv malaria box,,,,Cc1sc2ncnc(Sc3nc4ccccc4[nH]3)c2c1C,1,1
21386,766634,mmv malaria box,,,,Oc1c(CN2CCN(CC2)c3ccccc3F)cc(Br)c4cccnc14,2,2
21387,766649,mmv malaria box,,,,Oc1c2CCCCc2nc3ccccc13,1,1
21388,766656,mmv malaria box,,,,CCOC(=O)c1cnc2ccc(Cl)cc2c1NCCCN(C)C,1,1
21389,766672,mmv malaria box,,,,Cc1ccc(OCCCCCCNCCO)c(C)c1,2,2
21390,766674,mmv malaria box,,,,COc1ccc(C)c2sc(nc12)N(Cc3cccnc3)C(=O)c4ccc(cc4)C#N,1,1
21391,766681,mmv malaria box,,,,CC1=C(CC(=O)c2cccc(c2)[N+](=O)[O-])C(=O)c3ccccc3C1=O,1,1
21392,766685,mmv malaria box,,,,COc1ccc(cc1)C2=CC(=O)Oc3c4CN(Cc5ccc(F)cc5)COc4ccc23,1,1
21393,766689,mmv malaria box,,,,Clc1ccc2OC(=O)C=C(NC3CCN(CCCc4ccccc4)CC3)c2c1,1,1
21394,766690,mmv malaria box,,,,CCOC(=O)c1cnc2c(C)cccc2c1Nc3ccc(cc3)C(=O)C,1,1
21395,766693,mmv malaria box,,,,CCOc1ccc2OCN(Cc3ccc(Cl)cc3)Cc2c1,1,1
21396,766694,mmv malaria box,,,,CCOC(=O)C1=C(C)N=C2S\C(=C/c3ccccc3O)\C(=O)N2C1c4ccc(OC)c5ccccc45,1,1
21397,766701,mmv malaria box,,,,Nc1ccc(cc1)c2nc3cc(Cc4ccc5[nH]c(nc5c4)c6ccc(N)cc6)ccc3[nH]2,1,1
21398,766704,mmv malaria box,,,,COc1ccc(cc1CN2CCN(CC2)c3ccc(F)cc3)C4NCCc5c4[nH]c6ccccc56,1,1
21399,766707,mmv malaria box,,,,Brc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4cc5ccccc5cc4[nH]3,1,1
21400,766721,mmv malaria box,,,,COc1ccc(CN2CCCC(C2)C(=O)c3ccc(cc3)C(F)(F)F)c(O)c1,1,1
21401,766722,mmv malaria box,,,,CCCCCCc1cc2C=C(\C(=N\c3ccccc3C)\Oc2cc1O)c4nc5ccccc5[nH]4,2,2
21402,766723,mmv malaria box,,,,Brc1ccc(Nc2nc3ccccc3nc2Nc4ccc(Br)cc4)cc1,1,1
21403,766734,mmv malaria box,,,,O=C(NC1CCN(Cc2ccccc2)CC1)c3cc(cc(c3)C(=O)NC4CCN(Cc5ccccc5)CC4)C(=O)NC6CCN(Cc7ccccc7)CC6,1,1
21404,766744,mmv malaria box,,,,CC1=CC(=O)Oc2c1ccc3oc(C(=O)c4ccc(C)cc4)c(C)c23,1,1
21405,766746,mmv malaria box,,,,CCCCCCc1cc2C=C(C(=O)Oc2cc1O)c3csc(\C=C\c4ccccc4)n3,1,1
21406,766747,mmv malaria box,,,,COc1ccc(\C=C\2/SC(=NC2=O)Nc3ccccc3)cc1,1,1
21407,766749,mmv malaria box,,,,CN1C(=O)N(C)c2cc(CNCCNc3ccnc4cc(Cl)ccc34)ccc12,1,1
21408,766751,mmv malaria box,,,,CCOC(=O)C1=CN(C)C=C(C1c2cc(Br)c(OCC)c(OC)c2)C(=O)OCC,1,1
21409,766755,mmv malaria box,,,,Clc1ccc(cc1)C(=O)Nc2ccc(cc2)c3nc4cc(NC(=O)c5ccc(Cl)cc5)ccc4[nH]3,2,2
21410,766757,mmv malaria box,,,,Nc1nc(Nc2cccc(F)c2)nc3ccccc13,1,1
21411,766761,mmv malaria box,,,,FC(F)(F)c1cc(nc2cc(nn12)C(=O)NC3CCN(Cc4ccccc4)CC3)c5ccc(Cl)s5,1,1
21412,766765,mmv malaria box,,,,CC(C)(C)c1ccc(cc1)C2CC(=C3C(N(C(=O)c4ccccc4Cl)c5ccccc5N=C3C2)c6ccc(F)cc6)O,1,1
21413,766767,mmv malaria box,,,,Oc1ccc(Br)cc1CN2CCN(Cc3ccc(Cl)cc3)CC2,1,1
21414,766769,mmv malaria box,,,,COc1cc2CCN(C)C3Cc4ccc(Oc5cc(CC6N(C)CCc7cc(OC)c(OC)c(Oc1cc23)c67)ccc5O)cc4,1,1
21415,766775,mmv malaria box,,,,Cc1ccc(C)c(c1)c2csc(Nc3ccc(C)c(C)c3)n2,1,1
21416,766777,mmv malaria box,,,,COc1cc(cc(OC)c1O)c2nc(c3ccccc3)c([nH]2)c4ccccc4,1,1
21417,766780,mmv malaria box,,,,CCCCNc1nc(NC(C)(C)C)nc(NC(C)(C)C)n1,1,1
21418,766782,mmv malaria box,,,,Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1Cl,1,1
21419,766788,mmv malaria box,,,,OCCCCN1C(=O)c2ccc3C(=O)N(CCCCO)C(=O)c4ccc(C1=O)c2c34,1,1
21420,766790,mmv malaria box,,,,CCOc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,1,1
21421,766807,mmv malaria box,,,,Cn1c(nc2ccccc12)C(=O)c3cccc4ccccc34,1,1
21422,766808,mmv malaria box,,,,CCc1ccc(CNCC(O)c2ccccc2)cc1,1,1
21423,766813,"(1r,4r)-4-(7-benzyl-4-imino-5,6-diphenyl-4,7-dihydro-3H-...",,,,OC1CCC(CC1)N2C=Nc3c(C2=N)c(c4ccccc4)c(c5ccccc5)n3Cc6ccccc6,2,2
21424,766820,LY-2228820,Clinical trial,PK:MAPK14,,CC(C)(C)Cn1c(N)nc2ccc(nc12)c3nc([nH]c3c4ccc(F)cc4)C(C)(C)C,2,2
21425,766821,BMS-911543,Clinical trial,"PK:JAK,JAK1,JAK2,JAK3",,CCn1c(cc2c1nc(Nc3cc(C)n(C)n3)c4ncn(C)c24)C(=O)N(C5CC5)C6CC6,2,2
21426,766824,CEP-14083,Clinical trial,PK:ALK,,CCN1C(=O)CCCc2c(OC)c(Nc3ncc(Cl)c(NC4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)ccc12,2,2
21427,766871,"2-(3-(pyridin-4-yl)-[1,2,4]triazolo[4,3-b]pyridazin-6-yl...",,,,OC(=O)c1ccccc1Nc2ccc3nnc(c4ccncc4)n3n2,1,1
21428,766905,cyclopropane vinorelbine sulfate,,,,CCC1=C[C@@H]2CN(C1)Cc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)[C@@H]9C[C@@H]9CN%10CC[C@]67[C@H]8%10)C(=O)OC,2,2
21429,766906,MLN-2480,Clinical trial,"PK:BRAF,RAF,RAF1",,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c2ncc(s2)C(=O)Nc3cc(c(Cl)cn3)C(F)(F)F,2,2
21430,766907,Ixazomib,FDA approved,PSM,,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,2,2
21431,766908,PD 173074,Clinical trial,"PK:PDGFR,FGFR,SRC,VEGFR,FGFR1,FGFR3",,CCN(CC)CCCCNc1ncc2cc(c(NC(=O)NC(C)(C)C)nc2n1)c3cc(OC)cc(OC)c3,2,2
21432,766920,"(R)-4,11-dihydroxy-3-((pyrrolidin-3-ylamino)methyl)-1H-n...",,,,Oc1c2C(=O)c3ccccc3C(=O)c2c(O)c4c(CN[C@@H]5CCCN5)c[nH]c14,2,2
21433,766921,"(S)-3-(3-aminopyrrolidine-1-carbonyl)-4,11-dihydroxy-2-m...",,,,Cc1oc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c2c1C(=O)N5CC[C@@H](N)C5,1,1
21434,766922,copper-elesclomol,,,,CN(C(=S)c1ccccc1)[N-]2[Cu+2][N-](N(C)C(=S)c3ccccc3)C(=O)CC2=O,2,2
21435,766927,"ethyl 9-(2-methoxybenzyl)-4,5,6,9-tetrahydropyrrolo[2',3...",,,,CCOC(=O)c1cc2CCCc3cnoc3c2n1Cc4ccccc4OC,1,1
21436,766929,"ethyl 9-(3,4,5-dimethoxybenzyl)-4,5,6,9-tetrahydropyrrol...",,,,CCOC(=O)c1cc2CCCc3cnoc3c2n1Cc4cc(OC)c(OC)c(OC)c4,2,2
21437,766937,"ethyl 9-benzyl-7-chloro-4,5,6,9-tetrahydropyrrolo[2',3':...",,,,CCOC(=O)c1c(Cl)c2CCCc3cnoc3c2n1Cc4ccccc4,1,1
21438,766939,"ethyl 7-chloro-9-(3,5-dimethoxybenzyl)-4,5,6,9-tetrahydr...",,,,CCOC(=O)c1c(Cl)c2CCCc3cnoc3c2n1Cc4cc(OC)cc(OC)c4,2,2
21439,766941,"7-benzyl-6,8-dibromo-5,7-dihydro-4H-[1,3]thiazolo[4,5-e]...",,,,Nc1nc2c(CCc3c(Br)n(Cc4ccccc4)c(Br)c23)s1,1,1
21440,766942,"6,8-dibromo-7-(4-methoxybenzyl)-5,7-dihydro-4H-[1,3]thia...",,,,COc1ccc(Cn2c(Br)c3CCc4sc(N)nc4c3c2Br)cc1,1,1
21441,766946,"8-bromo-7-(4-methoxybenzyl)-6-(3,4,5-trimethoxyphenyl)-5...",,,,COc1ccc(Cn2c(Br)c3c(CCc4sc(N)nc34)c2c5cc(OC)c(OC)c(OC)c5)cc1,2,2
21442,766949,"7-(phenylsulfonyl)-6-(3,4,5-trimethoxyphenyl)-5,7-dihydr...",,,,COc1cc(cc(OC)c1OC)c2c3CCc4sc(N)nc4c3cn2S(=O)(=O)c5ccccc5,1,1
21443,766953,"N-(7-benzyl-6,8-dibromo-5,7-dihydro-4H-[1,3]thiazolo[4,5...",,,,Brc1c2CCc3sc(NC(=O)c4ccccc4)nc3c2c(Br)n1Cc5ccccc5,1,1
21444,766962,"N-[8-bromo-7-(4-methoxybenzyl)-6-(3,4,5-trimethoxyphenyl...",,,,COc1ccc(Cn2c(Br)c3c(CCc4sc(NC(=O)C)nc34)c2c5cc(OC)c(OC)c(OC)c5)cc1,1,1
21445,766977,"ethyl 9-(3-methoxybenzyl)-4,5,6,9-tetrahydropyrrolo[2',3...",,,,CCOC(=O)c1cc2CCCc3cnoc3c2n1Cc4cccc(OC)c4,2,2
21446,766978,"ethyl 9-(3,5-dimethoxybenzyl)-4,5,6,9-tetrahydropyrrolo[...",,,,CCOC(=O)c1cc2CCCc3cnoc3c2n1Cc4cc(OC)cc(OC)c4,2,2
21447,766991,GSK-690693,Clinical trial,"PK:AKT,AKT1,AKT2,AKT3",,CCn1c(nc2c(ncc(OC[C@H]3CCCNC3)c12)C#CC(C)(C)O)c4nonc4N,2,2
21448,766992,BAY 61-3606,Clinical trial,PK:SYK,,COc1ccc(cc1OC)c2cc3nccn3c(Nc4ncccc4C(=O)N)n2,2,1
21449,767006,AEW-541,Clinical trial,"PK:YK,IGF1R",,Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CCC4)C3)c5cccc(OCc6ccccc6)c5,2,2
21450,767019,Silver Bis(NHC) Bromide,,,,CN1C=CN(Cc2ccccc2)C1=[Ag+]=C3N(C)C=CN3Cc4ccccc4,1,1
21451,767048,BMS-387032,Clinical trial,"PK:CDK,CDK2,CDK7,CDK9",,CC(C)(C)c1oc(CSc2cnc(NC(=O)C3CCNCC3)s2)nc1,2,2
21452,767063,"3-(1-(3,4-dichlorophenyl)-2,5-dimethyl-1H-pyrrol-3-yl)-6...",,,,Cc1cc(c(C)n1c2ccc(Cl)c(Cl)c2)c3nnc4CCCCCn34,1,1
21453,767067,ltbr agonist mab,,,,,2,2
21454,767074,"(E)-6-chloro-3-((2-methyl-6-phenylimidazo[2,1-b][1,3,4]t...",,,,Cc1nn2c(\C=C/3\C(=O)Nc4cc(Cl)ccc34)c(nc2s1)c5ccccc5,1,1
21455,767081,"5-(5,6-dichloro-1H-benzo[d]imidazol-2-yl)-6-(4-fluorophe...",,,,Cc1nn2c(c3nc4cc(Cl)c(Cl)cc4[nH]3)c(nc2s1)c5ccc(F)cc5,2,2
21456,767123,Saridegib,Clinical trial,SMO,,C[C@@H]1CN[C@@H]2[C@@H](C1)O[C@]3(CC[C@H]4[C@@H]5CC[C@@H]6CC(CC[C@]6(C)[C@H]5CC4=C(C)C3)NS(=O)(=O)C)[C@@H]2C,2,1
21457,767124,Enzastaurin,Clinical trial,"PK:PRKCA,STK,PIK3,AKT",,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17,2,2
21458,767125,BMN-673,FDA approved,PARP1|PARP2,,Cn1ncnc1[C@@H]2[C@H](Nc3cc(F)cc4C(=O)NN=C2c34)c5ccc(F)cc5,3,3
21459,767128,Birinapant,Clinical trial,IAP,,CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc2c([nH]c3cc(F)ccc23)c4[nH]c5cc(F)ccc5c4C[C@@H]6C[C@H](O)CN6C(=O)[C@H](CC)NC(=O)[C@H](C)NC,2,2
21460,767160,,,,,COC(=O)[C@@H]1CCCN1C(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc3c[nH]c4ccccc34)NC(=S)Nc5cc(cc(c5)C(F)(F)F)C(F)(F)F,1,1
21461,767161,,,,,COC(=O)[C@H]1CCCN1C(=O)[C@H]2CCCN2C(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=S)Nc5cc(cc(c5)C(F)(F)F)C(F)(F)F,1,1
21462,767162,ncgc00241410-01,,,,Clc1ccc2ncc(c3cccc(NC4CNC4)n3)n2c1,1,1
21463,767163,ncgc00262376-01,,,,C1C[C@H](CN1)Nc2cccc(n2)c3cnc4ccc(cn34)c5cn[nH]c5,2,2
21464,767188,stk440742,,,,CCOC(=O)Nc1nc2ccc(OCC)cc2s1,2,2
21465,767189,AZD-2014,Clinical trial,PK:MTOR,,CNC(=O)c1cccc(c1)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C,2,2
21466,767191,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34)c5ccccc15,2,2
21467,767193,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3ccc4ccccc4c3)c5ccccc15,2,2
21468,767194,,,PK:Not Available,,COc1ccc(cc1)C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34,2,1
21469,767195,,,PK:Not Available,,COc1ccc2c(cn(C)c2c1)C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45,2,2
21470,767196,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3ccsc3)c4ccccc14,2,2
21471,767197,,,PK:Not Available,,CSc1c(C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34)c5ccccc5n1C,2,2
21472,767199,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4ccc(N)cc34)c5ccccc15,2,2
21473,767200,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3ccc(N)cc3)c4ccccc14,2,2
21474,767202,,,PK:Not Available,,CS(=O)c1c(C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34)c5ccccc5n1C,2,1
21475,767203,,,PK:Not Available,,CC(=O)Nc1ccc2c(c1)c(cn2C)C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45,2,2
21476,767206,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3cccc(N)c3)c4ccccc14,2,2
21477,767207,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3cccc(c3)[N+](=O)[O-])c4ccccc14,2,2
21478,767211,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4c(N)cccc34)c5ccccc15,2,2
21479,767213,,,PK:Not Available,,Cc1ccc2c(c1)c(cn2C)C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45,2,2
21480,767214,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4cc(N)ccc34)c5ccccc15,2,2
21481,767215,,,PK:Not Available,,Cc1cccc2c(cn(C)c12)C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45,2,2
21482,767217,,,PK:Not Available,,CC(=O)Nc1ccc2c(cn(C)c2c1)C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45,2,2
21483,767218,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4cc(Cl)ccc34)c5ccccc15,2,2
21484,767219,,,PK:Not Available,,Cc1ccccc1C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34,2,2
21485,767220,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4ccc(Cl)cc34)c5ccccc15,2,1
21486,767221,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3cccc(Br)c3)c4ccccc14,2,2
21487,767222,,,PK:Not Available,,Cc1ccc(C)c(c1)C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34,2,2
21488,767224,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3ccccc3[N+](=O)[O-])c4ccccc14,2,2
21489,767225,,,PK:Not Available,,Cc1c(C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34)c5ccccc5n1C,2,2
21490,767226,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCCCN)c4ccccc34)c5ccccc15,2,2
21491,767227,,,PK:Not Available,,Cn1cc(C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)c5ccccc15,2,2
