Drug Name,DrugBank ID,PubChem CID,PubChem SID,SMILES,Gene,NSC
Nocodazole,DB08313,4122.0,99444784.0,COC(=O)NC1=NC2=CC(=CC=C2N1)C(=O)C1=CC=CS1,HPGDS,759882.0
"(2-AMINO-1,3-OXAZOL-5-YL)-(3-BROMOPHENYL)METHANONE",DB08314,25271554.0,99444785.0,NC1=NC=C(O1)C(=O)C1=CC(Br)=CC=C1,accC,
"2-AMINO-N,N-BIS(PHENYLMETHYL)-1,3-OXAZOLE-5-CARBOXAMIDE",DB08315,25271555.0,99444786.0,NC1=NC=C(O1)C(=O)N(CC1=CC=CC=C1)CC1=CC=CC=C1,accC,
"4-amino-7,7-dimethyl-7,8-dihydroquinazolin-5(6H)-one",DB08316,3137930.0,99444787.0,CC1(C)CC(=O)C2=C(N)N=CN=C2C1,accC,
"5-methyl-6-phenylquinazoline-2,4-diamine",DB08317,25271556.0,99444788.0,CC1=C(C=CC2=NC(N)=NC(N)=C12)C1=CC=CC=C1,accC,
"6-(2-phenoxyethoxy)-1,3,5-triazine-2,4-diamine",DB08318,25271557.0,99444789.0,NC1=NC(OCCOC2=CC=CC=C2)=NC(N)=N1,accC,
"2'-HYDROXY-1,1'-BIPHENYL-2-SULFINIC ACID",DB08319,441161.0,99444790.0,OC1=CC=CC=C1C1=CC=CC=C1[S@@](O)=O,dszB,
"DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE",DB08320,24752837.0,99444791.0,[H][C@]12O[C@]([H])(C(=C1C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)[C@]([H])(C(=O)OCC)[C@]2([H])C(=O)OCC,ESR1,
"DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE",DB08320,24752837.0,99444791.0,[H][C@]12O[C@]([H])(C(=C1C1=CC=C(O)C=C1)C1=CC=C(O)C=C1)[C@]([H])(C(=O)OCC)[C@]2([H])C(=O)OCC,NCOA2,
"(1S,2S,3R,6R)-4-(hydroxymethyl)-6-(octylamino)cyclohex-4-ene-1,2,3-triol",DB08321,9817381.0,99444792.0,[H][C@@]1(O)C(CO)=C[C@@]([H])(NCCCCCCCC)[C@]([H])(O)[C@@]1([H])O,MAN2A1,
"2-DEOXY-3,4-BIS-O-[3-(4-HYDROXYPHENYL)PROPANOYL]-L-THREO-PENTARIC ACID",DB08322,11669698.0,99444793.0,[H][C@@](CC(O)=O)(OC(=O)\C=C\C1=CC=C(O)C=C1)[C@@]([H])(OC(=O)\C=C\C1=CC=C(O)C=C1)C(O)=O,PYGM,
3-OXO-N-[(3S)-2-OXOPYRROLIDIN-3-YL]DODECANAMIDE,DB08323,16122585.0,99444794.0,[H][C@@]1(CCNC1=O)NC(=O)CC(=O)CCCCCCCCC,IGHG2,
N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE,DB08324,3246941.0,99444795.0,[H][C@@]1(CCOC1=O)NC(=O)CC(=O)CCCCCCCCC,lasR,
2-({6-[(3-Chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)ethanol,DB08325,2856.0,99444796.0,[H]N(CCO)C1=NC(N([H])C2=CC(Cl)=CC=C2)=C2N=CN(C(C)C)C2=N1,CSNK1G1,
2-({6-[(3-Chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)ethanol,DB08325,2856.0,99444796.0,[H]N(CCO)C1=NC(N([H])C2=CC(Cl)=CC=C2)=C2N=CN(C(C)C)C2=N1,MERTK,
"2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE",DB08326,6420152.0,99444797.0,OC1=CC2=C(C=C1)N=C(S2)C1=NC(=O)CS1,ACSBG1,
Homogentisic acid,DB08327,780.0,99444798.0,OC(=O)CC1=CC(O)=CC=C1O,pac,
PANTOTHENYL-AMINOETHANOL-11-PIVALIC ACID,DB08328,25011726.0,99444799.0,[H][C@](O)(C(=O)NCCC(=O)NCCO)C(C)(C)COC(=O)C(C)(C)C,phaA,
Sulthiame,DB08329,5356.0,99444800.0,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O,CA2,
METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,DB08330,5289085.0,99444801.0,CO\C=C(\C(=O)OC)C1=C(\C=C\C2=CC=CC=C2)C=CC=C1,CYC1,
METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,DB08330,5289085.0,99444801.0,CO\C=C(\C(=O)OC)C1=C(\C=C\C2=CC=CC=C2)C=CC=C1,MT-CYB,
METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,DB08330,5289085.0,99444801.0,CO\C=C(\C(=O)OC)C1=C(\C=C\C2=CC=CC=C2)C=CC=C1,UQCRC1,
METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,DB08330,5289085.0,99444801.0,CO\C=C(\C(=O)OC)C1=C(\C=C\C2=CC=CC=C2)C=CC=C1,UQCRC2,
METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,DB08330,5289085.0,99444801.0,CO\C=C(\C(=O)OC)C1=C(\C=C\C2=CC=CC=C2)C=CC=C1,UQCRH,
METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,DB08330,5289085.0,99444801.0,CO\C=C(\C(=O)OC)C1=C(\C=C\C2=CC=CC=C2)C=CC=C1,UQCRQ,
METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,DB08330,5289085.0,99444801.0,CO\C=C(\C(=O)OC)C1=C(\C=C\C2=CC=CC=C2)C=CC=C1,UQCRFS1,
METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,DB08330,5289085.0,99444801.0,CO\C=C(\C(=O)OC)C1=C(\C=C\C2=CC=CC=C2)C=CC=C1,UQCR11,
METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,DB08330,5289085.0,99444801.0,CO\C=C(\C(=O)OC)C1=C(\C=C\C2=CC=CC=C2)C=CC=C1,UQCRB,
METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE,DB08330,5289085.0,99444801.0,CO\C=C(\C(=O)OC)C1=C(\C=C\C2=CC=CC=C2)C=CC=C1,UQCR10,
"N-1H-imidazol-2-yl-N'-[4-(1H-imidazol-2-ylamino)phenyl]benzene-1,4-diamine",DB08331,11370952.0,99444802.0,N(C1=NC=CN1)C1=CC=C(NC2=CC=C(NC3=NC=CN3)C=C2)C=C1,gag-pol,
9-(2-carboxyethyl)-10-methylanthracene endoperoxide,DB08332,446966.0,99444803.0,C[C@@]12OO[C@@](CCC(O)=O)(C3=C1C=CC=C3)C1=C2C=CC=C1,IGHG1,
4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,DB08333,16122594.0,99444804.0,OC1=CC=C(\C=N\OC(=O)C2CCCCC2)C=C1,MIF,
3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,DB08334,23655000.0,99444805.0,OC1=CC=C(\C=N\OC(=O)C2CCCCC2)C=C1F,MIF,
"4-HYDROXYBENZALDEHYDE O-(3,3-DIMETHYLBUTANOYL)OXIME",DB08335,44602427.0,99444806.0,CC(C)(C)CC(=O)O\N=C\C1=CC=C(O)C=C1,MIF,
"2-Methyl-2-propanyl [(1R)-2-methyl-1-(1,3,4-oxadiazol-2-yl)propyl]carbamate",DB08336,46937140.0,99444807.0,[H]N(C(=O)OC(C)(C)C)[C@]([H])(C(C)C)C1=NN=CO1,ampC,
"2-Methyl-2-propanyl [(1S)-2-methyl-1-(1,3,4-oxadiazol-2-yl)propyl]carbamate",DB08337,46937141.0,99444808.0,[H]N(C(=O)OC(C)(C)C)[C@@]([H])(C(C)C)C1=NN=CO1,ampC,
"19-(cyclopropylamino)-4,6,7,15-tetrahydro-5H-16,1-(azenometheno)-10,14-(metheno)pyrazolo[4,3-o][1,3,9]triazacyclohexadecin-8(9H)-one",DB08338,24756824.0,99444809.0,O=C1CCCCC2=C3N=C(NC4=CC(N1)=CC=C4)N=C(NC1CC1)N3N=C2,CSNK2A1,
PD-166326,DB08339,447700.0,99444810.0,CN1C(=O)C(=CC2=CN=C(NC3=CC=CC(CO)=C3)N=C12)C1=C(Cl)C=CC=C1Cl,ABL1,735424.0
"N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE",DB08340,24779674.0,99444811.0,N(C1=CC=CC=C1)C1=NC2=CC=NN2C(NC2=CC=CC=C2)=N1,CSNK2A1,
"4-{[4-{[(1R,2R)-2-(dimethylamino)cyclopentyl]amino}-5-(trifluoromethyl)pyrimidin-2-yl]amino}-N-methylbenzenesulfonamide",DB08341,25920890.0,99444812.0,[H][C@]1(CCC[C@@]1([H])N(C)C)NC1=NC(NC2=CC=C(C=C2)S(=O)(=O)NC)=NC=C1C(F)(F)F,PTK2B,
S-palmitoyl-L-cysteine,DB08342,46937142.0,99444813.0,CCCCCCCCCCCCCCCC(=O)SC[C@H](N)C(O)=O,TRAPPC6A,
S-palmitoyl-L-cysteine,DB08342,46937142.0,99444813.0,CCCCCCCCCCCCCCCC(=O)SC[C@H](N)C(O)=O,TRAPPC3,
S-palmitoyl-L-cysteine,DB08342,46937142.0,99444813.0,CCCCCCCCCCCCCCCC(=O)SC[C@H](N)C(O)=O,TRAPPC6B,
S-palmitoyl-L-cysteine,DB08342,46937142.0,99444813.0,CCCCCCCCCCCCCCCC(=O)SC[C@H](N)C(O)=O,TRAPPC5,
S-palmitoyl-L-cysteine,DB08342,46937142.0,99444813.0,CCCCCCCCCCCCCCCC(=O)SC[C@H](N)C(O)=O,TRAPPC4,
S-palmitoyl-L-cysteine,DB08342,46937142.0,99444813.0,CCCCCCCCCCCCCCCC(=O)SC[C@H](N)C(O)=O,TRAPPC1,
4-chloro-N-(3-methoxypropyl)-N-[(3S)-1-(2-phenylethyl)piperidin-3-yl]benzamide,DB08344,23644580.0,99444815.0,[H][C@@]1(CCCN(CCC2=CC=CC=C2)C1)N(CCCOC)C(=O)C1=CC=C(Cl)C=C1,glmU,
"4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",DB08345,24779678.0,99444816.0,N#CC1=C2N=C(NC3=CC=CC=C3)N=C(NCCC3=CN=CN3)N2N=C1,CSNK2A1,
"(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE",DB08346,24916788.0,99444817.0,OC1=CC(O)=C2C(CC(=O)CCCC\C=C\CCOC2=O)=C1Cl,HSP90AB1,
4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile,DB08347,46937143.0,99444818.0,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CC(=N2)C#N,ADRB1,
"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",DB08348,4858.0,99444819.0,CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=CC=CC=C23)C=C1,eta,
"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",DB08348,4858.0,99444819.0,CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=CC=CC=C23)C=C1,EEF2,
"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",DB08348,4858.0,99444819.0,CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=CC=CC=C23)C=C1,chxA,
"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",DB08348,4858.0,99444819.0,CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=CC=CC=C23)C=C1,PARP3,
"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",DB08348,4858.0,99444819.0,CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=CC=CC=C23)C=C1,PARP15,
"N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide",DB08349,42647297.0,99444820.0,CN1C2=C(C=NN2C2=C(F)C=C(F)C=C2)C(NC2=C(C)C=CC(=C2)C(=O)NC2CC2)=CC1=O,MAPK14,
"5-[3-(2-METHOXYPHENYL)-1H-PYRROLO[2,3-B]PYRIDIN-5-YL]-N,N-DIMETHYLPYRIDINE-3-CARBOXAMIDE",DB08350,16750094.0,99444821.0,COC1=CC=CC=C1C1=CNC2=C1C=C(C=N2)C1=CC(=CN=C1)C(=O)N(C)C,ABL1,
N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide,DB08351,24963046.0,99444822.0,CC1=CC=C(C=C1C1=CC2=C(C=C1)N=C(NCCN1CCOCC1)N=C2)C(=O)NC1CC1,MAPK14,
"6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-N-(1-methylethyl)-1,3-benzothiazol-2-amine",DB08352,24755476.0,99444823.0,CC(C)NC1=NC2=C(S1)C=C(C=C2)C1=C(N=CO1)C1=CC=CC=C1F,MAPK14,
"2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",DB08353,24779675.0,99444824.0,N#CC1=C2N=C(NCC3CCCCC3)N=C(NC3=CC=CC=C3)N2N=C1,CSNK2A1,
"2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",DB08354,24779676.0,99444825.0,ClC1=CC=C(CNC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)C=C1,CSNK2A1,
"1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid",DB08355,44129603.0,99444826.0,CN1N=C(C(O)=O)C2=C1C1=NC(NC3=CC=CC=C3)=NC=C1CC2,CCNA2,
"1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid",DB08355,44129603.0,99444826.0,CN1N=C(C(O)=O)C2=C1C1=NC(NC3=CC=CC=C3)=NC=C1CC2,CDK2,
"4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol",DB08356,5403427.0,99444827.0,COC1=CC=C(C=C1)C1=C(C)NN=C1C1=C(O)C=C(O)C=C1,PDK4,
Diethylene glycol diethyl ether,DB08357,8179.0,99444828.0,CCOCCOCCOCC,ACHE,
Diethylene glycol diethyl ether,DB08357,8179.0,99444828.0,CCOCCOCCOCC,nagZ,
Diethylene glycol diethyl ether,DB08357,8179.0,99444828.0,CCOCCOCCOCC,ptsP,
"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",DB08358,10389239.0,99444829.0,O=C1NCCC2=C1C=C(N2)C1=CC(=NC=C1)C1=CC2=C(C=CC=C2)N=C1,MAPKAPK2,
"2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",DB08358,10389239.0,99444829.0,O=C1NCCC2=C1C=C(N2)C1=CC(=NC=C1)C1=CC2=C(C=CC=C2)N=C1,MAPKAPK3,
2-PHENYLAMINO-4-METHYL-5-ACETYL THIAZOLE,DB08359,735838.0,99444830.0,CC(=O)C1=C(C)N=C(NC2=CC=CC=C2)S1,fabB,
"2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",DB08360,24779677.0,99444831.0,CCN1CCN(CC1)C1=NC2=C(C=NN2C(NC2=CC=CC=C2)=N1)C#N,CSNK2A1,
"2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide",DB08361,11493841.0,99444832.0,[H][C@]1(N)CCCC[C@@]1([H])NC1=NC(NC2=CC=CC(C)=C2)=C(C=N1)C(N)=O,SYK,
"N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE",DB08362,23656870.0,99444833.0,CC(=O)NC1=CC=CC(NC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)=C1,CSNK2A1,
1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine,DB08363,4722579.0,99444834.0,CCN1C2=CC=C(CNC)C=C2C2=C1C=CC=C2,TP53,
1-{[(1E)-(3-HYDROXY-2-METHYL-5-{[(TRIHYDROXY-LAMBDA^5^-PHOSPHANYL)OXY]METHYL}PYRIDIN-4-YL)METHYLIDENE]AMINO}UNDECAN-2-ONE,DB08364,46937144.0,99444835.0,CCCCCCCCCC(=O)C\N=C\C1=C(COP(O)(O)O)C=NC(C)=C1O,cqsA,
"8-bromo-4-(2-chlorophenyl)-N-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide",DB08365,11691442.0,99444836.0,CN1C2=C(C(Br)=C1C(=O)NCCO)C1=C(C(=O)NC1=O)C(=C2)C1=C(Cl)C=CC=C1,WEE1,
"3-({3-[(1S,4aS,6S,7S,9S,9aR)-1,6-dimethyl-2-oxodecahydro-6,9-epoxy-4a,7-methanobenzo[7]annulen-1-yl]propanoyl}amino)-2,4-dihydroxybenzoic acid",DB08366,16086836.0,99444837.0,[H][C@]12C[C@]3([H])O[C@@]1(C)C[C@@]1(C2)CCC(=O)[C@@](C)(CCC(=O)NC2=C(O)C=CC(C(O)=O)=C2O)[C@]31[H],fabF,
(R)-2-(FORMYLOXY)-3-(PHOSPHONOOXY)PROPYL PENTANOATE,DB08367,11963565.0,99444838.0,[H][C@@](COC(=O)CCCC)(COP(O)(O)=O)OC=O,glpG,
"OCTANE-1,3,5,7-TETRACARBOXYLIC ACID",DB08368,24832027.0,99444839.0,[H][C@](C)(C[C@]([H])(C[C@@]([H])(CCC(O)=O)C(O)=O)C(O)=O)C(O)=O,CPA1,
1-(biphenyl-4-ylmethyl)-1H-imidazole,DB08369,12229396.0,99444840.0,C(N1C=CN=C1)C1=CC=C(C=C1)C1=CC=CC=C1,CYP2B6,
S-(4-BROMOBENZYL)CYSTEINE,DB08370,5289112.0,99444841.0,[H][C@](N)(CSCC1=CC=C(Br)C=C1)C(O)=O,GSTP1,
p-Benzoyl-L-phenylalanine,DB08371,7020128.0,99444842.0,N[C@@H](CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1)C(O)=O,PTPN1,
p-Benzoyl-L-phenylalanine,DB08371,7020128.0,99444842.0,N[C@@H](CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1)C(O)=O,YARS1,
1-[2-(4-ETHOXY-3-FLUOROPYRIDIN-2-YL)ETHYL]-3-(5-METHYLPYRIDIN-2-YL)THIOUREA,DB08372,9547984.0,99444843.0,CCOC1=C(F)C(CCNC(=S)NC2=CC=C(C)C=N2)=NC=C1,gag-pol,
"4,4'-BIS([H]METHYLSULFONYL)-2,2',5,5'-TETRACHLOROBIPHENYL",DB08373,115069.0,99444844.0,CS(=O)(=O)C1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C=C(C(Cl)=C1)S(C)(=O)=O,SCGB1A1,
Phenylalanylmethylchloride,DB08374,4369560.0,99444845.0,[H][C@](N)(CC1=CC=CC=C1)C(=O)CCl,CTRB1,
"(2R)-2-[(1R)-1-[[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-oxoethyl]-5-methylidene-2H-1,3-thiazine-4-carboxylic acid",DB08375,131704308.0,99444846.0,[H][C@@]1(SCC(=C)C(=N1)C(O)=O)[C@H](NC(=O)C(=N/OC)\C1=CSC(N)=N1)C=O,pbpA,
"(2R)-2-[(1R)-1-[[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-oxoethyl]-5-methylidene-2H-1,3-thiazine-4-carboxylic acid",DB08375,131704308.0,99444846.0,[H][C@@]1(SCC(=C)C(=N1)C(O)=O)[C@H](NC(=O)C(=N/OC)\C1=CSC(N)=N1)C=O,bla,
"(2R)-2-[(1R)-1-[[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-oxoethyl]-5-methylidene-2H-1,3-thiazine-4-carboxylic acid",DB08375,131704308.0,99444846.0,[H][C@@]1(SCC(=C)C(=N1)C(O)=O)[C@H](NC(=O)C(=N/OC)\C1=CSC(N)=N1)C=O,ampC,
N-[4-(4-nitrophenylphospho)butanoyl]-D-alanine,DB08377,446756.0,99444848.0,C[C@@H](NC(=O)CCCP(O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O,IGHG1,
"4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID",DB08378,46937145.0,99444849.0,[H][C@](O)(CCC(O)=O)NC1=CC=C(C=C1)N1C(=O)CCC1=O,MYL6B,
"4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID",DB08378,46937145.0,99444849.0,[H][C@](O)(CCC(O)=O)NC1=CC=C(C=C1)N1C(=O)CCC1=O,MYL12A,
"4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID",DB08378,46937145.0,99444849.0,[H][C@](O)(CCC(O)=O)NC1=CC=C(C=C1)N1C(=O)CCC1=O,MYH7,
6-(4-chloro-2-fluoro-3-phenoxybenzyl)pyridazin-3(2H)-one,DB08379,24875319.0,99444850.0,FC1=C(CC2=NNC(=O)C=C2)C=CC(Cl)=C1OC1=CC=CC=C1,gag-pol,
Gosogliptin,DB08382,11516136.0,99444853.0,[H][C@]1(CN[C@@]([H])(C1)C(=O)N1CCC(F)(F)C1)N1CCN(CC1)C1=NC=CC=N1,DPP4,
"4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole",DB08383,1122713.0,99444854.0,COC1=CC=C(C=C1)C1=C(N=C(N1)C1=CC=CS1)C1=CC=C(OC)C=C1,PDE10A,
2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline,DB08384,44141871.0,99444855.0,C(OC1=CC=C(C=C1)C1=NNC=C1CC1=CC=NC=C1)C1=NC2=CC=CC=C2C=C1,PDE10A,
4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid,DB08385,24892821.0,99444856.0,OC(=O)N1CCC(CC2=CN=C3C=CC=CC3=C2)CC1,FAAH,
2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,DB08386,11610553.0,99444857.0,C(OC1=CC=C(C=C1)C1=NNC=C1C1=CC=NC=C1)C1=CC=C2C=CC=CC2=N1,PDE10A,
Mardepodect,DB08387,11581936.0,99444858.0,CN1C=C(C(=N1)C1=CC=C(OCC2=NC3=CC=CC=C3C=C2)C=C1)C1=CC=NC=C1,PDE10A,
"5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE",DB08388,657061.0,99444859.0,CCOCCC1(OC2=CC=C(OC3=CC=C(F)C=C3)C=C2)C(=O)NC(=O)NC1=O,MMP13,
"6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE",DB08389,15991588.0,99444860.0,[H][C@]1(CCN(C1)C1=NC=NC2=CC(OC)=C(OC)C=C12)OC1=CC2=CC=CC=C2C=C1,PDE10A,
PQ-10,DB08391,11955614.0,99444862.0,COC1=CC2=NC=NC(N3CC[C@H](C3)OC3=NC4=CC=CC=C4N=C3)=C2C=C1OC,PDE10A,
"2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL",DB08392,2059510.0,99444863.0,COC1=CC=C(C=C1)C1=C(C2=C(NCCO)N=CN=C2O1)C1=CC=C(OC)C=C1,CHEK1,
"2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL",DB08393,1587957.0,99444864.0,OCCNC1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1,CHEK1,
PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE,DB08394,449244.0,99444865.0,OC(=O)CNC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O,IGHG1,
2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE,DB08395,4369443.0,99444866.0,CCOCN1OC(=O)C(=C1C1=CC=NC(OC2=CC=CC=C2O)=N1)C1=CC=C(F)C=C1,MAPK14,
"4-{[(Z)-(5-oxo-2-phenyl-1,3-oxazol-4(5H)-ylidene)methyl]amino}butanoic acid",DB08396,11967789.0,99444867.0,OC(=O)CCCNC=C1N=C(OC1=O)C1=CC=CC=C1,IGHV3-30,
6-(DIFLUORO-PHOSPHONO-METHYL)-NAPHTHALENE-2-CARBOXYLIC ACID,DB08397,1854.0,99444868.0,OC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(F)(F)P(O)(O)=O,PTPN1,
"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",DB08398,1530.0,99444869.0,CN1C(N)=NC2=NC=C(C=C12)C1=CC=CC=C1,ESR1,
"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",DB08398,1530.0,99444869.0,CN1C(N)=NC2=NC=C(C=C12)C1=CC=CC=C1,NCOA2,
Piceatannol,DB08399,667639.0,99444870.0,OC1=CC(\C=C\C2=CC=C(O)C(O)=C2)=CC(O)=C1,ATP5F1A,365798.0
Piceatannol,DB08399,667639.0,99444870.0,OC1=CC(\C=C\C2=CC=C(O)C(O)=C2)=CC(O)=C1,ATP5F1B,365798.0
Piceatannol,DB08399,667639.0,99444870.0,OC1=CC(\C=C\C2=CC=C(O)C(O)=C2)=CC(O)=C1,ATP5F1C,365798.0
4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid,DB08400,25243828.0,99444871.0,OC(=O)N1CCC(CC2=CC(OC3=NC=C(C=C3)C(F)(F)F)=CC=C2)CC1,FAAH,
