Drug,Cell
hyperforin,VCaP
BRD-K34485477,MEL-HO
epigallocatechin-3-monogallate,HOS
BRD-K24690302,SUP-B15
PHA-793887,SF126
sildenafil,COV434
canertinib,SNU-489
UNC0321,U-251 MG
BRD-K48334597,NCI-H1734
OSI-930,RMG-I
CI-976,OV56
UNC0321,RT4
BRD-K17060750,TE-1
semagacestat,NCI-H2342
hyperforin,NCI-H2009
ML239,A2058
pandacostat,SU-DHL-6
VU0155056,Hs 729
ML050,SUP-B15
BRD-K11533227,NCI-H1581
IU1,SNU-182
BRD-K86535717,HuH28
salermide,SK-N-FI
BMS-754807,HCT 116
BMS-754807,DND-41
pluripotin,NCI-H2196
lomeguatrib,HCC202
ML029,U-2 OS
BRD-K50799972,BxPC-3
BRD-K51490254,RT4
OSI-930,EPLC-272H
RG-108,MHH-CALL-3
dacarbazine,NCI-H358
BRD-K80183349,TCCSUP
CHIR-99021,KYSE-70
PI-103,BCP-1
BRD-K52037352,MHH-NB-11
BRD-K09587429,ONS-76
cyanoquinoline 11,NCI-H2286
epigallocatechin-3-monogallate,Calu-3
UNC0321,HPAF-II
BRD-K51490254,42-MG-BA
thalidomide,SNU-601
MK-2206,SK-MEL-3
lomeguatrib,FTC-133
BRD-K44224150,NUGC-4
FSC231,RPMI-8402
tamatinib,HT-29
UNC0321,BxPC-3
NVP-231,NCI-H2405
IU1,LN-229
pifithrin-mu,COLO-800
nutlin-3,NCI-H1435
lomeguatrib,SCC-4
MGCD-265,THP-1
erismodegib,NCI-H1693
BRD-K66532283,KCL-22
etoposide,HCC-95
palmostatin B,GOS-3
SKI-II,SW 1990
linsitinib,NCI-H2052
elocalcitol,DND-41
SJ-172550,HEC-151
brivanib,B-CPAP
fumonisin B1,DMS 273
ABT-737,SCC-9
myricetin,SNU-449
BRD-K11533227,ESS-1
pyrazolanthrone,IMR-32
palmostatin B,SW1116
CI-976,COLO-320
tivozanib,HuCCT1
TW-37,SNU-175
CAL-101,SCC-9
XL765,HPAF-II
O-6-benzylguanine,HuT 78
BCL-LZH-4,SUP-B15
ML203,NCI-H1651
bendamustine,KYM-1
SMER-3,JL-1
tacrolimus,WM1799
KU-55933,DMS 273
BRD-K66532283,EB1
BRD-K80183349,HCC1954
myricetin,SNU-387
lapatinib,LK-2
neopeltolide,SNU-182
BRD-K33199242,FaDu
fumonisin B1,KE-39
pifithrin-alpha,LU99
gossypol,HuH28
VU0155056,SNU-489
BRD-K09587429,BC-3C
CD-437,PA-TU-8902
GSK4112,NCI-H2228
cabozantinib,LN-229
IC-87114,U-87 MG
vandetanib,JURKAT
CHIR-99021,TE-8
epigallocatechin-3-monogallate,NCI-H1339
silmitasertib,QGP-1
BRD-K80183349,LN-18
RITA,OUMS-23
BRD-K11533227,KCL-22
NSC30930,CAL-62
niclosamide,SNU-387
BRD-K80183349,OCI-AML5
MK-2206,GOS-3
staurosporine,ONCO-DG-1
NSC30930,BICR 16
RITA,NCI-H2444
AT13387,SK-MEL-2
MGCD-265,NCI-H1915
BRD-K96431673,GSS
HBX-41108,RMG-I
TGX-221,J82
GW-405833,J82
pifithrin-alpha,WM1799
BRD-K11533227,A-375
BRD-K48334597,RL95-2
canertinib,SNU-1272
etoposide,HEC-1-B
KH-CB19,BL-70
PDMP,A172
ML203,NCI-H446
AM-580,PA-TU-8902
lapatinib,HPAF-II
VU0155056,SNU-719
staurosporine,OVTOKO
MK-2206,Panc 10.05
ABT-737,SHP-77
BRD-K24690302,NCI-H1703
bexarotene,DV-90
SR1001,NCI-H1734
Compound 23 citrate,EN
KW-2449,OVTOKO
epigallocatechin-3-monogallate,SNU-423
pyrazolanthrone,TE-5
saracatinib,SNU-1272
phloretin,LC-1/sq-SF
sildenafil,IMR-32
KU-60019,Calu-1
nilotinib,DK-MG
L-685458,U-2 OS
BRD-K24690302,DMS 79
Repligen 136,JHH-5
bexarotene,RPMI-8402
UNC0321,LCLC-103H
NSC632839,G-361
cabozantinib,NCI-H1734
sildenafil,RPMI-8402
BRD-K41597374,TM-31
barasertib,OPM-2
PF-4800567 hydrochloride,ACHN
XL765,NCI-H1299
simvastatin,SU-DHL-6
ML029,SNU-5
A-804598,NCI-H1792
KU-0063794,MC116
brivanib,DMS 79
semagacestat,KYSE-180
linsitinib,NCI-H1694
myricetin,HCC-1438
ML203,NCI-H1915
KHS101,NCI-H2444
VER-155008,SNU-410
silmitasertib,NCI-H1734
necrostatin-7,NCI-H1703
valdecoxib,B-CPAP
phloretin,LN-229
BEC,HuCCT1
KU-60019,SNU-886
BRD-K27986637,HCC827
ETP-46464,GMS-10
BEC,HCC-78
RITA,MDA-MB-231
NSC 74859,HCC827
palmostatin B,KYSE-30
CI-976,LS 180
VER-155008,HT-1376
Ch-55,U-87 MG
GSK4112,TE-1
STF-31,NCI-H1755
PDMP,NCI-H526
UNC0638,HCC-1438
PRIMA-1,COLO-800
NSC30930,SK-LMS-1
ML029,RL
NSC23766,HEC-151
KU-60019,HCC-56
lomeguatrib,SNU-423
SKI-II,HCC2218
EX-527,P12-ICHIKAWA
IU1,KP-2
valdecoxib,AU565
ML203,FTC-133
TGX-221,NCI-H1734
IC-87114,SCC-25
erismodegib,SNU-719
bendamustine,RI-1
nilotinib,SCC-9
pandacostat,KYSE-70
pifithrin-mu,LN-229
CHIR-99021,NCI-H2081
COL-3,Hs 895.T
GANT-61,SNU-489
hyperforin,HCC-1438
IPR-456,SKM-1
VU0155056,LU99
methylstat,KASUMI-1
PD 153035,BT-20
BRD-K48334597,YD-38
linsitinib,LU99
VER-155008,P31/FUJ
ABT-737,BT-20
KU-55933,GP2d
MGCD-265,Hs 611.T
BCL-LZH-4,GOS-3
isoevodiamine,SNU-466
RG-108,BICR 16
SR1001,MOR/CPR
N9-isopropylolomoucine,Calu-3
MK-2206,HT-1376
BRD-K48477130,SNU-387
ABT-737,BICR 16
RAF265,NCI-H2196
O-6-benzylguanine,ST486
saracatinib,NCI-H2228
ML050,SCC-9
EX-527,Hs 895.T
SR1001,Panc 10.05
BRD-K66532283,DBTRG-05MG
NSC30930,Hs 895.T
erismodegib,U-87 MG
lapatinib,KLE
ML203,TOV-112D
fumonisin B1,HCC827
elocalcitol,MHH-ES-1
tigecycline,PEER
KH-CB19,PE/CA-PJ49
BRD-K33199242,OS-RC-2
BRD-K49290616,VM-CUB1
ML239,MDA-MB-157
Ko-143,NCI-H2286
tacrolimus,A-204
BRD-K41597374,BC-3C
BRD1835,A172
BRD-K50799972,CML-T1
BRD1835,Hs 578T
SJ-172550,NCI-H1694
valdecoxib,HCC-78
SRT-1720,BxPC-3
L-685458,TOV-21G
BRD-K48477130,OCI-LY3
ML239,NCI-H358
brivanib,JURKAT
O-6-benzylguanine,RCC10RGB
ifosfamide,HUP-T4
tamoxifen,SUP-B15
Compound 23 citrate,SK-N-AS
BRD-K66532283,A-204
bendamustine,Hs 729
NSC632839,LXF-289
BRD-K24690302,SNU-886
cytarabine hydrochloride,AsPC-1
BRD-K51490254,NCI-H2052
necrostatin-7,ACC-MESO-1
KW-2449,NCI-H1373
pandacostat,"G-292, clone A141B1"
BRD-K44224150,NCI-H1581
methylstat,SU-DHL-4
O-6-benzylguanine,KMBC-2
fingolimod,OCI-AML5
myricetin,NCI-H322
myricetin,42-MG-BA
STF-31,RT4
simvastatin,SJSA-1
UNC0321,KYM-1
PDMP,SK-MM-2
BRD-K09587429,CAL-120
canertinib,MDST8
tamoxifen,VCaP
tivozanib,NCI-H2342
etomoxir,LN-229
PDMP,PA-TU-8902
BRD-K41597374,ONCO-DG-1
epigallocatechin-3-monogallate,SK-CO-1
MGCD-265,MOTN-1
ML239,BL-70
N9-isopropylolomoucine,TCCSUP
IC-87114,HEL
Ko-143,SNU-478
SR1001,OCI-AML2
importazole,RH-30
etomoxir,NCI-H2122
BRD-K30019337,LS411N
UNC0321,Set-2
manumycin A,NCI-H2126
nintedanib,MC116
Repligen 136,A-498
BRD-K09587429,HEL
tamoxifen,PL-21
N9-isopropylolomoucine,SW1417
linsitinib,COR-L88
barasertib,BICR 31
hyperforin,KMS-27
alisertib,A2058
LY-2157299,HCC-1833
IU1,OS-RC-2
JW-74,KYSE-30
tacrolimus,NCI-H1694
indisulam,U-87 MG
erismodegib,MFE-296
BRD-K09587429,HCC-1833
PF-184,BL-70
EX-527,GOS-3
IU1,TE-8
DNMDP,SU-DHL-6
decitabine,DEL
abiraterone,RS4;11
PF-184,MDST8
tamoxifen,GAMG
ZSTK474,KCL-22
N9-isopropylolomoucine,HEC-251
B02,SK-BR-3
linsitinib,QGP-1
semagacestat,IGR-39
ML239,ACC-MESO-1
tivozanib,PE/CA-PJ49
pifithrin-alpha,8305C
TW-37,ACHN
trifluoperazine,MDA-MB-157
valdecoxib,YD-38
fumonisin B1,BICR 22
imatinib,SCC-9
COL-3,MDST8
ML029,SNU-466
ABT-737,RMG-I
cyanoquinoline 11,IPC-298
Ko-143,KP-N-SI9s
SKI-II,RL
BRD-K45681478,LN-18
Ko-143,HT-1376
mitomycin,NCI-H1435
tacrolimus,SNU-719
GSK4112,OS-RC-2
VER-155008,Ishikawa (Heraklio) 02 ER-
BRD1835,MOR/CPR
COL-3,COLO-800
myricetin,DAN-G
XL765,SCC-4
spautin-1,JHUEM-2
PYR-41,KMS-34
BRD-K50799972,HUP-T4
lomeguatrib,WM1799
Repligen 136,NUGC-4
ML239,FTC-133
ML203,GSS
BRD-A02303741,KP-N-SI9s
Ch-55,Ishikawa (Heraklio) 02 ER-
lomeguatrib,SNU-182
pandacostat,RS4;11
Ko-143,MOR/CPR
phloretin,MDA-MB-231
BRD-K17060750,Hs 895.T
PF-4800567 hydrochloride,KP-2
PD 153035,COLO 829
BRD-K45681478,U266B1
GANT-61,OCI-LY-19
pyrazolanthrone,SUP-T11
PRIMA-1-Met,JURKAT
manumycin A,WM1799
ML239,42-MG-BA
thalidomide,OV-90
KU-60019,BT-20
semagacestat,WM-793
tamoxifen,LS 180
thalidomide,TC-71
ML203,KALS-1
ML203,LN-18
ML050,VM-CUB1
bendamustine,DMS 454
ABT-737,SNU-1079
epigallocatechin-3-monogallate,HEC-151
LRRK2-IN-1,JK-1
BRD-K66532283,SNU-840
BRD-A94377914,NCI-H1299
cerulenin,HPAF-II
GANT-61,NH-6
triptolide,JK-1
BRD-K85133207,BICR 16
ML029,GOS-3
myricetin,AMO-1
NSC23766,OVTOKO
pyrazolanthrone,KNS-81
BRD-K33199242,SNU-489
myricetin,8505C
BRD-K85133207,SU-DHL-4
SJ-172550,BT-20
PYR-41,TE-8
pifithrin-mu,QGP-1
COL-3,BICR 16
KU-60019,TE-5
necrostatin-7,VM-CUB1
SKI-II,NCI-H2196
erismodegib,KYSE-70
erismodegib,BT-20
SR1001,SW1116
XL765,23132/87
semagacestat,Becker
lapatinib,SNU-46
phloretin,TUHR4TKB
CHIR-99021,LS1034
valdecoxib,LU99
NSC 74859,HH
GSK4112,JHUEM-2
austocystin D,SNU-5
BRD-K17060750,DMS 273
decitabine,NCI-H526
NSC30930,THP-1
BRD-K33199242,SHP-77
CHIR-99021,NCI-H1915
BRD-K44224150,U-87 MG
XL765,BxPC-3
RG-108,RCC10RGB
necrostatin-7,IA-LM
sildenafil,OV-90
tubastatin A,RL95-2
decitabine,NCI-H1373
pifithrin-mu,TC-71
IU1,EN
bexarotene,NUGC-4
ML203,COR-L105
lomeguatrib,SK-N-DZ
necrostatin-7,U-251 MG
BRD-K30019337,HEC-251
TGX-221,NCI-H322
BEC,KLE
dacarbazine,COR-L105
SKI-II,SCC-4
KU-0063794,NCI-H1915
EX-527,SNU-869
BRD-K48477130,FaDu
necrostatin-7,RI-1
pifithrin-alpha,HH
fulvestrant,HCC-366
BRD-K50799972,GMS-10
DNMDP,TE-8
tamatinib,HCT 116
bendamustine,RMG-I
nutlin-3,U-251 MG
blebbistatin,RL95-2
indisulam,OV56
Repligen 136,TOV-21G
IU1,RVH-421
valdecoxib,COLO 684
BRD-K24690302,HCC-1833
BRD1835,IA-LM
trifluoperazine,JL-1
bendamustine,RT4
LRRK2-IN-1,SK-LMS-1
fluvastatin,DAN-G
NSC23766,TOV-112D
L-685458,MHH-ES-1
Repligen 136,HCC-1438
AM-580,FU97
KU-55933,HuH-6
SR1001,NCI-H1666
BRD-K85133207,KALS-1
BRD-A02303741,LS411N
DNMDP,NCI-H1435
CHIR-99021,NCI-H1581
Compound 7d-cis,Calu-6
Compound 23 citrate,NCI-H2342
darinaparsin,MHH-CALL-3
BRD-K78574327,Calu-3
hyperforin,TOV-112D
B02,SK-OV-3
XL765,GMS-10
importazole,YD-38
sitagliptin,KMS-27
SR1001,SW 1990
PRIMA-1,FTC-238
BRD-K85133207,MDA-MB-231
pifithrin-mu,HEC-251
pandacostat,PEER
myricetin,ACC-MESO-1
nintedanib,HCC1954
tacrolimus,SU-DHL-1
axitinib,CAL-62
phloretin,NCI-H1299
alisertib,Set-2
BRD-K51490254,ACC-MESO-1
SR1001,RCM-1
BRD-K52037352,SNU-685
CD-1530,A101D
BRD-K52037352,JK-1
O-6-benzylguanine,SK-N-DZ
ML203,MHH-ES-1
brivanib,KASUMI-1
NSC 74859,NCI-H526
PDMP,HPB-ALL
BRD-K85133207,SK-N-BE(2)
ZSTK474,HOS
tacrolimus,JHUEM-2
BRD-K80183349,JL-1
BRD-A94377914,OS-RC-2
HBX-41108,AMO-1
IC-87114,GAMG
isoevodiamine,HCC1419
tivozanib,LU99
GW-405833,NCI-H2081
NSC30930,GOS-3
SMER-3,MDA-MB-231
canertinib,A101D
phloretin,NCI-H716
BRD-A94377914,U-2 OS
etomoxir,NCI-H1155
XL765,COR-L105
PF-4800567 hydrochloride,RCC10RGB
sunitinib,HCC1419
fumonisin B1,TT
myricetin,HUP-T4
BRD-K11533227,HH
PRIMA-1-Met,FU97
RITA,SNU-387
EX-527,SW48
EX-527,HCC1569
nilotinib,NCI-H716
UNC0321,RERF-LC-MS
KU-55933,TE-11
BRD-K33199242,SCaBER
ML239,NCI-H1703
PIK-93,PSN1
silmitasertib,A-375
EX-527,IGR-39
pifithrin-mu,Capan-1
BRD-K45681478,KYSE-70
tubastatin A,HEC-50B
tamatinib,DK-MG
BEC,JURKAT
chlorambucil,SK-LMS-1
PDMP,NCI-H1734
KU-60019,SCaBER
sorafenib,COLO-800
etoposide,ACC-MESO-1
pifithrin-mu,HCC202
tigecycline,NCI-H1299
CD-1530,RERF-LC-MS
BRD-K11533227,NCI-H2009
BRD-K78574327,SNU-489
cyanoquinoline 11,SNU-1272
triazolothiadiazine,RH-18
elocalcitol,TCCSUP
VER-155008,CAL-62
PDMP,TOV-21G
spautin-1,EOL-1
barasertib,LS123
CI-976,MOR/CPR
palmostatin B,Set-2
BRD-K80183349,Hs 895.T
fluvastatin,COLO-800
GW-405833,VM-CUB1
BEC,8505C
PRIMA-1-Met,SNU-719
fluvastatin,EPLC-272H
bexarotene,IGR-39
GANT-61,SK-MM-2
Compound 7d-cis,RH-18
O-6-benzylguanine,697
tubastatin A,ZR-75-1
ML239,IA-LM
cyanoquinoline 11,LXF-289
hyperforin,COR-L105
EX-527,LN-229
BRD-K17060750,VM-CUB1
A-804598,A2058
elocalcitol,SNU-475
RITA,SK-N-BE(2)
Compound 23 citrate,MOLM-6
SR1001,SNU-C5
PRIMA-1-Met,HCC1954
BRD-K33199242,HCT 116
CI-976,HL-60
KU-55933,NCI-H1373
KU-60019,COV362
manumycin A,GI-1
fumonisin B1,MG-63
decitabine,ONCO-DG-1
vorapaxar,KNS-60
sildenafil,NCI-H1703
sildenafil,HT-1376
semagacestat,MDA-MB-415
ML029,OCI-AML5
KU-55933,MONO-MAC-1
TPCA-1,OUMS-23
lomeguatrib,UACC-257
ML029,Set-2
trifluoperazine,SNU-5
BMS-754807,SNU-869
RG-108,NUGC-4
BRD-K33199242,OUMS-23
Repligen 136,NCI-H2196
Compound 7d-cis,SCaBER
phloretin,PE/CA-PJ49
Ch-55,PF-382
triptolide,SK-LMS-1
KH-CB19,KMS-34
IU1,U-87 MG
necrosulfonamide,HCC-1438
PRIMA-1-Met,P31/FUJ
NSC 74859,LS1034
Ch-55,KYM-1
SJ-172550,HEC-50B
CI-976,LXF-289
CAL-101,HCC-78
PD 153035,PA-TU-8902
SR1001,COV362
BRD-K80183349,NCI-H2126
neratinib,U-251 MG
indisulam,MEL-HO
RG-108,RH-30
DBeQ,ZR-75-1
pyrazolanthrone,SCC-4
BRD-A94377914,SW620
Ko-143,NCI-H1651
KW-2449,WM1799
tamatinib,LCLC-103H
BRD-K34485477,SNU-1041
methylstat,RS4;11
DNMDP,SK-MEL-24
fluvastatin,MONO-MAC-1
GSK4112,Calu-3
ML029,KYSE-180
GANT-61,LN-229
manumycin A,HCC-95
ML239,VCaP
nilotinib,HL-60
KU-55933,WM-793
manumycin A,SNU-1272
KU-55933,BICR 31
IPR-456,DND-41
BRD-K24690302,KYM-1
phloretin,U-BLC1
bendamustine,PK-1
BRD-K66532283,HUP-T4
phloretin,SK-MEL-3
chlorambucil,PE/CA-PJ49
necrostatin-7,GSS
LE-135,NCI-H2452
BRD1835,PF-382
fulvestrant,SF126
saracatinib,NCI-H1694
pyrazolanthrone,COLO 684
SRT-1720,SNU-C5
MGCD-265,WM1799
PDMP,LUDLU-1
myricetin,U-BLC1
PYR-41,RCC10RGB
ML050,NCI-H2405
marinopyrrole A,NCI-H1650
Repligen 136,HCC-366
BRD-K48477130,GMS-10
KH-CB19,SK-MEL-3
BRD-K96970199,SNU-46
pluripotin,RD-ES
phloretin,RPMI-8402
necrostatin-7,MM1-S
A-804598,SNU-387
PF-4800567 hydrochloride,KYSE-30
RAF265,WM-793
NSC632839,NCI-H2126
pandacostat,RPMI-8402
KW-2449,SK-MM-2
BRD-K09587429,RL
semagacestat,MV-4-11
lomeguatrib,VMRC-RCZ
etomoxir,A172
etomoxir,NCI-H2228
BRD1835,SNU-869
importazole,PL-21
UNC0638,COLO-800
GANT-61,SF126
NSC632839,ZR-75-1
imatinib,SNU-C2A
CI-976,RMG-I
etoposide,WM1799
imatinib,Calu-1
QS-11,CAL-62
BRD-K34485477,KYSE-180
PD 153035,GI-1
RG-108,PA-TU-8902
triptolide,NCI-H526
thalidomide,ESS-1
JW-74,Hs 611.T
KU-55933,TCCSUP
BRD-K17060750,PL-21
phloretin,SUP-T11
salermide,FTC-133
tivozanib,JHH-6
BRD1835,U-251 MG
tacrolimus,JHH-6
necrostatin-7,PL-21
NSC30930,DMS 273
IPR-456,LXF-289
fumonisin B1,KNS-60
IC-87114,NCI-H1435
salermide,NCI-H1792
KU-60019,SK-MEL-24
elocalcitol,ONS-76
IPR-456,JHH-5
thalidomide,HUP-T3
KW-2449,SK-MEL-24
bendamustine,HCC-1438
CHIR-99021,BICR 22
importazole,BICR 22
GANT-61,SK-OV-3
PYR-41,NCI-H1373
gossypol,P3HR-1
BRD-A02303741,EB1
L-685458,THP-1
pifithrin-alpha,BICR 22
pyrazolanthrone,TE-6
tacrolimus,LN-18
NSC30930,MDA-MB-361
SR1001,RVH-421
cabozantinib,KASUMI-2
KHS101,HUP-T3
IPR-456,TM-31
BRD-K85133207,BT-20
PI-103,BEN
austocystin D,NCI-H1581
BRD-K85133207,MOLM-6
parbendazole,TE-1
XL765,MHH-ES-1
CI-976,42-MG-BA
pifithrin-alpha,BEN
BRD-A94377914,SNU-5
L-685458,NCI-H2444
BRD-A02303741,SW 1783
BRD-K66532283,ACC-MESO-1
VER-155008,JURKAT
UNC0321,SNU-410
NVP-231,JHH-6
FQI-2,OV-90
GSK4112,HPB-ALL
KU-0063794,DEL
EX-527,DAN-G
GANT-61,HCC827
BRD-K50799972,EPLC-272H
BRD-K30019337,SF126
spautin-1,SNU-719
IPR-456,HCC-95
PYR-41,SNU-886
spautin-1,SK-N-FI
BRD-K41597374,SNU-423
barasertib,RH-30
canertinib,HCC-1833
MK-2206,EFO-27
fumonisin B1,TC-71
O-6-benzylguanine,IGR-39
pifithrin-mu,KALS-1
BRD-K85133207,NCI-H1734
BRD-K49290616,SNU-5
myricetin,TUHR4TKB
NSC 74859,MOTN-1
BRD-K86535717,NUGC-4
nintedanib,HCC-366
fumonisin B1,P12-ICHIKAWA
NVP-231,Calu-1
BRD-K17060750,HUP-T4
BRD-K41597374,8505C
BRD-K52037352,G-361
dasatinib,NCI-H1385
BRD-K80183349,Hs 729
VER-155008,JeKo-1
SJ-172550,HT-1376
chlorambucil,DND-41
BRD-K80183349,NCI-H358
pyrazolanthrone,COR-L51
BRD-K09587429,8505C
BRD-K85133207,JL-1
manumycin A,SNU-46
CI-976,HuH-6
silmitasertib,OPM-2
ML050,LN-229
Compound 23 citrate,EB1
BRD-K45681478,NUGC-4
MGCD-265,NCI-H441
DNMDP,FU97
linsitinib,HEC-1-B
BRD-K66532283,JHUEM-2
ABT-737,MDA-MB-468
brivanib,COLO-320
daporinad,HUP-T4
lomeguatrib,RCC10RGB
cerulenin,SK-MEL-24
EX-527,RVH-421
decitabine,SNU-C5
NSC23766,TCCSUP
JW-74,NCI-H1694
SR1001,JURKAT
simvastatin,UACC-257
saracatinib,KLE
IC-87114,HCC-366
tamoxifen,OVK18
myricetin,KCL-22
chlorambucil,HEC-251
BRD-K44224150,LS411N
epigallocatechin-3-monogallate,BC-3C
fumonisin B1,A2058
LY-2157299,OVTOKO
BRD-K24690302,SNU-840
BRD1835,TE-6
methylstat,NCI-H322
trifluoperazine,TE-1
UNC0321,COR-L88
indisulam,SNU-475
imatinib,SNU-46
NSC 74859,NCI-H2122
Ko-143,JVM-2
Ch-55,AU565
VU0155056,AU565
imatinib,HGC-27
PRIMA-1-Met,LS411N
triptolide,KNS-81
KU-0063794,LCLC-103H
IC-87114,THP-1
BRD-K24690302,KNS-60
BRD-K80183349,NCI-H1435
PDMP,HUP-T4
imatinib,LK-2
lapatinib,SU-DHL-4
BRD-A02303741,LN-18
BRD-K85133207,KYM-1
PYR-41,HEC-1-B
chlorambucil,HCC4006
COL-3,GAMG
BRD-K41597374,EFE-184
BRD-K85133207,UACC-62
GANT-61,GSS
SR1001,LS1034
hyperforin,SK-BR-3
bendamustine,SNU-182
IU1,KYSE-30
myricetin,PK-1
myricetin,SNU-719
dasatinib,DMS 273
vorapaxar,SHP-77
bendamustine,QGP-1
CI-976,SCaBER
OSI-930,U-87 MG
PD 153035,SK-MEL-24
nutlin-3,8305C
nintedanib,KLE
JW-55,KP-N-SI9s
BRD-K66532283,RT4
BRD-K45681478,HT-29
etoposide,COV362
RG-108,HT-1376
SMER-3,TT
GANT-61,NCI-H209
bexarotene,WM-793
gossypol,NCI-H2141
silmitasertib,HT-29
BRD-A02303741,HCC-366
BRD-K80183349,OUMS-23
IC-87114,LXF-289
BRD-K45681478,8505C
ML050,MDST8
chlorambucil,NCI-H1299
XL765,SJSA-1
myricetin,OPM-2
valdecoxib,SK-CO-1
MGCD-265,NCI-H1299
pandacostat,SW 1783
BRD-K24690302,Capan-1
MGCD-265,JL-1
valdecoxib,A101D
etomoxir,SNU-61
neratinib,NCI-H226
importazole,LC-1/sq-SF
NSC632839,SNU-886
PD 153035,DMS 273
NSC30930,EHEB
GANT-61,697
N9-isopropylolomoucine,SUP-B15
ML203,RH-30
ML239,KALS-1
myricetin,NCI-H2009
vorapaxar,GOS-3
QS-11,NCI-H1734
brivanib,SK-MEL-2
KH-CB19,SNU-475
gossypol,SUP-B15
nilotinib,BxPC-3
BRD-K80183349,A2058
pandacostat,SK-MM-2
BMS-754807,JIMT-1
manumycin A,J82
elocalcitol,8505C
BRD-A05715709,MDA-MB-468
CHIR-99021,U-87 MG
gemcitabine,SW 1783
VER-155008,MFE-319
nilotinib,KYSE-30
ML203,DBTRG-05MG
nutlin-3,PK-1
spautin-1,NCI-H2444
sildenafil,P31/FUJ
pifithrin-alpha,VCaP
imatinib,HEC-251
methylstat,HOS
BRD-A02303741,8305C
ML050,HCC1419
XL765,NCI-H2342
ETP-46464,HCC2218
BRD-K17060750,NCI-H1915
BRD-K51490254,SNU-182
BRD-K51490254,HuH-6
PRIMA-1-Met,NUGC-4
CI-976,PEER
B02,QGP-1
erismodegib,RCC10RGB
PD 153035,EFE-184
tamoxifen,KYM-1
PF-4800567 hydrochloride,U-BLC1
BRD-K96970199,HPAF-II
DNMDP,EN
austocystin D,KG-1-C
N9-isopropylolomoucine,KMBC-2
Ko-143,CHP-126
pandacostat,TE-5
UNC0638,EB1
MGCD-265,DMS 79
VER-155008,LK-2
ML203,VM-CUB1
Compound 7d-cis,KMS-27
cyanoquinoline 11,JK-1
CAL-101,COLO 829
staurosporine,HuCCT1
OSI-930,HT-29
semagacestat,SU-DHL-6
BRD-K30019337,8505C
indisulam,HuH-6
bendamustine,A549
BRD-K78574327,TT
BRD-K30019337,BEN
semagacestat,SNU-719
pyrazolanthrone,DND-41
AM-580,HT-144
indisulam,HEC-151
XL765,HUP-T4
pyrazolanthrone,MFE-296
blebbistatin,HCC-78
pandacostat,SNU-719
tacrolimus,HT115
ML239,U-87 MG
Compound 7d-cis,SKM-1
VER-155008,YD-38
DNMDP,ONS-76
KU-55933,Hs 729
necrostatin-7,NCI-H1693
trifluoperazine,KMBC-2
ABT-737,SNU-475
fumonisin B1,MFE-319
axitinib,NCI-H2444
paclitaxel,LXF-289
myricetin,HUP-T3
BRD-K11533227,HCC827
dacarbazine,EB1
HBX-41108,VCaP
L-685458,NCI-H1666
alisertib,IPC-298
OSI-027,MFE-319
XL765,SNU-C5
myricetin,NCI-H226
tamatinib,OVK18
RG-108,FTC-238
tubastatin A,DBTRG-05MG
BRD-K34485477,OUMS-23
Repligen 136,HPB-ALL
TPCA-1,SHP-77
BRD-A05715709,A-204
blebbistatin,DEL
tacrolimus,ST486
lomeguatrib,MOR/CPR
vorapaxar,HEL
N9-isopropylolomoucine,SNU-719
sildenafil,SK-MM-2
ifosfamide,ZR-75-1
spautin-1,NUGC-4
MGCD-265,LS1034
nintedanib,HGC-27
TGX-221,MHH-CALL-3
BRD-K66532283,SNU-61
bleomycin A2,COR-L105
linsitinib,TT
hyperforin,TE-1
L-685458,SNU-719
tamatinib,U-251 MG
ML029,KP-N-SI9s
ML050,RL
lapatinib,HGC-27
Compound 7d-cis,HEL
JW-55,NCI-H1373
NSC30930,SNU-601
EX-527,OV-90
BRD-K85133207,FU97
VU0155056,HT115
isoevodiamine,NCI-H2444
PYR-41,NCI-H2452
Repligen 136,JHUEM-2
LRRK2-IN-1,HOS
HBX-41108,MDA-MB-231
CD-1530,IGR-39
KW-2449,NCI-H1693
AZD6482,OCI-AML2
abiraterone,NCI-H1373
trifluoperazine,KALS-1
Compound 7d-cis,RT4
etoposide,NCI-H446
saracatinib,KMS-27
DNMDP,DAN-G
NSC 74859,SNU-685
KU-55933,SK-N-BE(2)
BRD-K41597374,NCI-H2405
ZSTK474,HEC-50B
GANT-61,TE-11
necrostatin-7,SKM-1
axitinib,HEC-50B
BRD-K85133207,P31/FUJ
O-6-benzylguanine,"G-292, clone A141B1"
tamoxifen,SU-DHL-6
BRD-K41597374,A549
MK-2206,NCI-H2444
importazole,MM1-S
BRD-A94377914,MHH-ES-1
CD-437,GAMG
GSK4112,SK-MEL-24
salermide,TE-1
TGX-221,Becker
SKI-II,EN
nintedanib,KG-1-C
KU-55933,HCC-1438
ML203,DEL
SR1001,SNU-5
Compound 7d-cis,8505C
barasertib,SNU-5
BRD-K33199242,HEL
ABT-737,BC-3C
O-6-benzylguanine,MFE-319
indisulam,SNU-1041
spautin-1,NH-6
Compound 7d-cis,HCC-56
BRD-K09587429,NCI-H322
SKI-II,GMS-10
BEC,LS 180
IC-87114,SNU-C2A
SRT-1720,HOS
neratinib,COR-L88
KU-60019,HCC-1833
sunitinib,COLO 684
Ch-55,NCI-H2196
cabozantinib,HUP-T4
