DRUG_NAME,CELL_LINE_NAME
Tanespimycin,JHU-011
Ribociclib,EW-16
Pictilisib,MKN45
Motesanib,EW-7
Pictilisib,GI-1
Docetaxel,JHU-029
Osimertinib,HCC2218
Lapatinib,UWB1.289
Afatinib,Ca9-22
Ribociclib,BC-1
Tretinoin,MEL-HO
Taselisib,DOV13
Bosutinib,EW-12
Refametinib,WM35
Talazoparib,DOV13
Ipatasertib,KON
Irinotecan,NCI-H209
Trametinib,LS-513
Taselisib,OACM5-1
Methotrexate,TK10
Lapatinib,GR-ST
Vinorelbine,MHH-CALL-2
Talazoparib,CAPAN-1
Selumetinib,NALM-6
Refametinib,NCI-H2405
Palbociclib,NCI-H209
Ibrutinib,IGROV-1
Trametinib,C32
Cediranib,42-MG-BA
Lapatinib,JHU-029
Ribociclib,ES8
Docetaxel,IST-SL1
Sinularin,NB(TU)1-10
Tanespimycin,MPP-89
Sapitinib,OACp4C
Paclitaxel,NCI-H3122
Sinularin,RPMI-8866
Docetaxel,SK-MG-1
Irinotecan,NCI-H2196
Selumetinib,KON
Bromosporine,L-363
Savolitinib,KE-37
Selumetinib,KMOE-2
Docetaxel,Detroit562
Motesanib,LCLC-97TM1
Refametinib,HSC-4
Dihydrorotenone,SKM-1
Motesanib,SIMA
Pictilisib,A375
Methotrexate,HOS
Dabrafenib,WSU-NHL
Lapatinib,MEL-HO
Palbociclib,MEL-HO
Sinularin,NCI-H1781
Refametinib,BxPC-3
Taselisib,RS4-11
Teniposide,SISO
Buparlisib,PA-TU-8988T
Tanespimycin,ES8
Irinotecan,MS-1
Selumetinib,HT55
Cediranib,EW-7
Savolitinib,A3-KAW
Tanespimycin,CAPAN-1
Buparlisib,786-0
Buparlisib,H9
Motesanib,JEKO-1
Bromosporine,JHH-6
Lapatinib,A4-Fuk
Irinotecan,UACC-62
Buparlisib,JHH-2
Dasatinib,CRO-AP2
Bortezomib,M14
Docetaxel,SU-DHL-1
Savolitinib,CHP-134
Trametinib,KASUMI-1
Vinorelbine,KON
Bortezomib,JHH-2
Venetoclax,HuH-7
Dabrafenib,SK-MEL-5
Teniposide,ST486
Irinotecan,L-428
Bromosporine,ML-2
Docetaxel,A4-Fuk
Venetoclax,LB996-RCC
Buparlisib,NCI-H2023
Docetaxel,LS-513
Bortezomib,JiyoyeP-2003
Pictilisib,EPLC-272H
MK-2206,MDST8
Docetaxel,KYSE-450
Dihydrorotenone,DSH1
Sapitinib,TT
Cediranib,NCI-H1963
Palbociclib,FLO-1
Osimertinib,JEKO-1
Lapatinib,TE-12
Ibrutinib,SU-DHL-4
MK-2206,IGROV-1
Ibrutinib,CAL-27
Motesanib,H9
Lapatinib,EVSA-T
Bortezomib,KM-H2
Taselisib,TC-71
Vinorelbine,EoL-1-cell
Teniposide,CAL-62
Dihydrorotenone,SCC90
Lapatinib,SU-DHL-16
Trametinib,HCC2998
Refametinib,PC-14
Selumetinib,OVCAR-5
Ribociclib,HAL-01
Venetoclax,VAL
Tanespimycin,SBC-5
Vorinostat,BC-1
Ribociclib,NCI-H1435
Bromosporine,KY821
Motesanib,NCI-H64
Lapatinib,PC-14
Taselisib,SK-N-FI
Afatinib,ES8
Dabrafenib,WM-115
Ribociclib,SUP-T1
Talazoparib,A2058
Savolitinib,REH
Ibrutinib,ChaGo-K-1
Methotrexate,DBTRG-05MG
Selumetinib,ST486
Tanespimycin,MZ2-MEL
Bortezomib,VAL
Pictilisib,Jurkat
Lapatinib,A704
Palbociclib,G-MEL
Taselisib,MHH-NB-11
Vinorelbine,JVM-3
Refametinib,DSH1
Selumetinib,TYK-nu
Teniposide,MS-1
Ipatasertib,DMS-79
Bosutinib,Hey
Buparlisib,COR-L105
Irinotecan,NAMALWA
Irinotecan,HSC-4
Palbociclib,LB996-RCC
Motesanib,A253
Venetoclax,SK-MM-2
Cediranib,WSU-NHL
Sinularin,NCI-H1876
Selumetinib,IGROV-1
Buparlisib,P12-ICHIKAWA
Vinorelbine,RPMI-7951
Selumetinib,TE-10
Irinotecan,KON
Tanespimycin,TE-12
Bosutinib,SK-CO-1
Ibrutinib,RPMI-8226
Motesanib,23132-87
Ipatasertib,EW-12
MK-2206,GI-1
Ribociclib,DK-MG
Afatinib,G-MEL
Bosutinib,NCI-H292
Methotrexate,PA-TU-8988T
Docetaxel,CHP-134
Methotrexate,NOMO-1
Afatinib,MOLM-13
Bosutinib,ESO51
Methotrexate,WM793B
Ibrutinib,MEG-01
Docetaxel,DEL
Refametinib,TT
Buparlisib,8-MG-BA
Buparlisib,EW-22
Lapatinib,PANC-03-27
Taselisib,NUGC-3
Lapatinib,SW13
Buparlisib,LOUCY
Ibrutinib,EVSA-T
Afatinib,SK-OV-3
Venetoclax,G-MEL
Osimertinib,FADU
Paclitaxel,OCI-LY-19
Palbociclib,JSC-1
Taselisib,EW-7
Vinorelbine,Hey
Vinorelbine,FLO-1
Ribociclib,EW-12
Buparlisib,NCI-H1648
Bortezomib,SJSA-1
Osimertinib,KYSE-140
Sapitinib,SCC90
Selumetinib,HCC2998
Paclitaxel,HCC-15
Sapitinib,JVM-3
Docetaxel,EoL-1-cell
Docetaxel,KP-N-YN
Refametinib,PANC-04-03
Dasatinib,MPP-89
Lapatinib,KMRC-20
Dihydrorotenone,HCC70
Refametinib,SU8686
Lapatinib,JVM-3
Vinorelbine,HCT-15
Bortezomib,SU-DHL-16
Bortezomib,ES1
Vinorelbine,Ca9-22
Selumetinib,HuCCT1
Teniposide,MDA-MB-231
Buparlisib,SCC-15
Teniposide,RH-1
Sapitinib,DoTc2-4510
Bromosporine,A375
Dihydrorotenone,TK
Bosutinib,SK-MEL-1
Selumetinib,Ca9-22
Palbociclib,REH
Selumetinib,JHH-1
Ipatasertib,H3255
Motesanib,JiyoyeP-2003
Dasatinib,KMRC-1
Vinorelbine,RCC-JF
Ribociclib,MS-1
Trametinib,WM793B
Tanespimycin,WM793B
Dihydrorotenone,IST-SL2
Buparlisib,TE-6
Vorinostat,A673
Dihydrorotenone,RH-1
Afatinib,HCT-15
Bortezomib,SIMA
Lapatinib,SU-DHL-4
Taselisib,SBC-3
Taselisib,NCC021
Savolitinib,NOMO-1
Trametinib,PANC-10-05
Tanespimycin,Ca-Ski
Dabrafenib,L-363
Ribociclib,HT55
Talazoparib,A4-Fuk
Dihydrorotenone,Jurkat
Bosutinib,A3-KAW
Afatinib,CRO-AP2
Dasatinib,SK-OV-3
Teniposide,SBC-3
Lapatinib,NCI-H211
Lapatinib,DoTc2-4510
Savolitinib,KY821
Ipatasertib,JHU-011
Ibrutinib,SU-DHL-16
Ipatasertib,HCC1395
Afatinib,PANC-03-27
Buparlisib,FADU
Afatinib,MHH-CALL-2
Selumetinib,DSH1
Pictilisib,EoL-1-cell
Savolitinib,ECC10
Trametinib,NCC021
Selumetinib,JHH-1
Venetoclax,NB14
Savolitinib,NB10
Vinorelbine,ChaGo-K-1
Talazoparib,PSN1
Buparlisib,HLE
Cediranib,KP-3
Teniposide,KYSE-180
Cediranib,KYSE-450
Docetaxel,ChaGo-K-1
Bortezomib,SK-MEL-5
Dasatinib,ASH-3
Trametinib,LXF-289
Refametinib,LOXIMVI
Palbociclib,VAL
Ribociclib,A3-KAW
Ipatasertib,SK-OV-3
Venetoclax,RH-1
Dihydrorotenone,JHH-2
Ipatasertib,BONNA-12
Paclitaxel,LOUCY
Cediranib,KMRC-20
Sinularin,EoL-1-cell
Savolitinib,BONNA-12
Lapatinib,REH
Tanespimycin,FADU
Irinotecan,NB5
Bromosporine,EJM
Ribociclib,EW-7
Selumetinib,RCM-1
Afatinib,SK-CO-1
Docetaxel,ATN-1
Palbociclib,HTC-C3
Trametinib,SW962
Bromosporine,Detroit562
Tanespimycin,CFPAC-1
Pictilisib,HuCCT1
Sinularin,GAK_cell
Teniposide,KE-37
Dihydrorotenone,SNU-398
Paclitaxel,A4-Fuk
Dasatinib,TE-12
Taselisib,EN
Tanespimycin,MFH-ino
Afatinib,NOMO-1
Taselisib,SK-MEL-3
Cediranib,ES8
Trametinib,SIMA
Vinorelbine,PA-TU-8988T
Sinularin,DoTc2-4510
Trametinib,NCI-H2291
Bortezomib,NCI-H292
Methotrexate,NCI-H2228
Vinorelbine,MOLM-13
Docetaxel,A375
Vorinostat,CTB-1
Motesanib,A2058
Dihydrorotenone,SW1417
Bortezomib,LOUCY
Vinorelbine,8-MG-BA
Trametinib,A2058
Cediranib,RPMI-6666
Selumetinib,EW-7
Selumetinib,JHH-2
Methotrexate,DEL
Tanespimycin,SW962
Selumetinib,CHSA0011
Sinularin,CAL-51
Venetoclax,SU-DHL-4
Palbociclib,MOLM-13
Methotrexate,MOLM-13
MK-2206,EW-22
MK-2206,GR-ST
Dabrafenib,NAMALWA
Buparlisib,EPLC-272H
Paclitaxel,WM793B
Lapatinib,KON
Buparlisib,L-540
Osimertinib,EFM-192A
Afatinib,SUP-M2
Dabrafenib,TE-12
Docetaxel,PEO1
Irinotecan,DMS-79
Talazoparib,BB49-HNC
Selumetinib,C32
Docetaxel,WSU-DLCL2
Bosutinib,SKM-1
Motesanib,SKM-1
Dihydrorotenone,639-V
Palbociclib,YH-13
Palbociclib,NKM-1
Dasatinib,KON
Buparlisib,ES1
Docetaxel,RF-48
Bosutinib,PA-TU-8988T
Palbociclib,SW620
Pictilisib,CAS-1
Paclitaxel,ALL-SIL
Buparlisib,NCI-H1944
Methotrexate,MKN45
Buparlisib,BT-20
Teniposide,KARPAS-1106P
Selumetinib,NCI-H1876
Dasatinib,CAS-1
Palbociclib,HCC2218
Ibrutinib,KYAE-1
Bromosporine,DK-MG
Dihydrorotenone,CADO-ES1
Paclitaxel,HCC-44
Buparlisib,RF-48
Lapatinib,SIMA
Ibrutinib,LXF-289
Irinotecan,MZ2-MEL
Sapitinib,OSC-20
MK-2206,HCC-44
Dihydrorotenone,CaR-1
Dasatinib,ML-1
Teniposide,JiyoyeP-2003
Motesanib,OACM5-1
Docetaxel,NCI-H2023
Bosutinib,CRO-AP2
Docetaxel,JiyoyeP-2003
Cediranib,NCI-H1869
Dabrafenib,NCI-H526
Talazoparib,JEKO-1
Lapatinib,IPC-298
Osimertinib,BICR78
Bromosporine,NAMALWA
Ibrutinib,BICR31
Pictilisib,A673
Talazoparib,TC-71
Dasatinib,ALL-SIL
Cediranib,639-V
Buparlisib,MKN1
Pictilisib,MKN1
Sinularin,RPMI-6666
Savolitinib,SIG-M5
Buparlisib,MHH-NB-11
Trametinib,KU-19-19
Docetaxel,BB65-RCC
Sapitinib,IST-SL1
Dihydrorotenone,SW620
Docetaxel,A673
Dabrafenib,MZ2-MEL
Sinularin,DAN-G
Selumetinib,CP50-MEL-B
Motesanib,SU-DHL-10
Docetaxel,ES8
Ipatasertib,NCI-H1563
Taselisib,A101D
Irinotecan,MHH-CALL-4
Taselisib,T84
Methotrexate,ESO26
Dihydrorotenone,SBC-5
Bortezomib,RH-1
Docetaxel,CAL-78
Sinularin,KMOE-2
Sinularin,SISO
Palbociclib,FADU
Ribociclib,H9
Buparlisib,HTC-C3
Teniposide,SUP-M2
Refametinib,RCC-JF
Afatinib,ESO26
Buparlisib,SIMA
Palbociclib,M14
Selumetinib,LCLC-97TM1
Dasatinib,SK-CO-1
Sinularin,TC-71
Selumetinib,HT-144
Dihydrorotenone,EoL-1-cell
Ribociclib,EW-3
Osimertinib,NKM-1
Selumetinib,HCT-15
Palbociclib,L-540
Vorinostat,PCI-6A
Buparlisib,OVCA420
Ibrutinib,TOV-112D
Savolitinib,KYSE-180
Vorinostat,RL
Tanespimycin,TOV-21G
Motesanib,BEN
Bosutinib,KE-37
Motesanib,IGR-37
Taselisib,UWB1.289
Bosutinib,DOV13
Refametinib,JVM-3
Paclitaxel,DAN-G
Teniposide,SKM-1
Palbociclib,NCI-H1703
Docetaxel,JSC-1
Irinotecan,C32
Afatinib,MOLT-16
Venetoclax,KE-37
Lapatinib,CAS-1
Lapatinib,IST-SL1
Bosutinib,EVSA-T
Dihydrorotenone,NCI-H810
MK-2206,MLMA
Pictilisib,RERF-LC-KJ
Selumetinib,CCK-81
Dabrafenib,8-MG-BA
Ribociclib,MZ2-MEL
Buparlisib,KASUMI-1
Afatinib,ST486
Osimertinib,LOUCY
Selumetinib,SCC-15
Refametinib,SW13
Selumetinib,EPLC-272H
Refametinib,MDST8
Paclitaxel,no-10
Palbociclib,NCI-H660
Sapitinib,EW-16
Ipatasertib,ES1
Cediranib,MLMA
Talazoparib,TK
Tanespimycin,OE19
Dabrafenib,KARPAS-1106P
Buparlisib,SIG-M5
Cediranib,HT55
Bortezomib,Ca-Ski
Dasatinib,GAMG
Tanespimycin,SU-DHL-10
Pictilisib,DEL
Docetaxel,TOV-112D
Afatinib,EW-16
Buparlisib,IST-SL1
Vorinostat,EW-3
Pictilisib,NCI-H1944
Afatinib,H4
Refametinib,G-MEL
Paclitaxel,H4
Dasatinib,GI-1
Vinorelbine,EW-22
Palbociclib,NCI-H1581
Docetaxel,BC-1
Docetaxel,PCI-6A
Sapitinib,MHH-CALL-4
Cediranib,JVM-3
Palbociclib,EVSA-T
Ribociclib,HSC-2
Paclitaxel,ECC10
Ribociclib,KMOE-2
Selumetinib,CP66-MEL
Paclitaxel,ST486
Ribociclib,A431
Pictilisib,RPMI-8866
Refametinib,HSC-2
Palbociclib,ES8
Docetaxel,JVM-3
Paclitaxel,L-540
Selumetinib,KASUMI-1
Dabrafenib,OCI-LY-19
Savolitinib,IGROV-1
Dasatinib,U031
Afatinib,LOUCY
Buparlisib,EW-3
Methotrexate,EW-13
Trametinib,RPMI-8226
Sinularin,L-363
Cediranib,DMS-114
Paclitaxel,42-MG-BA
Refametinib,SNU-449
Sinularin,HTC-C3
Bosutinib,NCI-H1435
Docetaxel,HT55
Ibrutinib,769-P
Palbociclib,SAT
Trametinib,RCC-JF
Savolitinib,NCI-H1944
Ribociclib,ATN-1
Vinorelbine,NCI-H23
Sapitinib,RCM-1
Savolitinib,RH-1
Motesanib,BV-173
Ibrutinib,NB6
Savolitinib,KCL-22
Refametinib,KYSE-140
Palbociclib,786-0
Afatinib,CAL-27
Selumetinib,SW13
Vorinostat,GI-1
Dabrafenib,KON
Docetaxel,NCI-H23
Ibrutinib,NCC010
Selumetinib,SAT
Ipatasertib,SNU-387
Ipatasertib,IGROV-1
Venetoclax,SNU-398
Tanespimycin,MHH-CALL-4
Savolitinib,CADO-ES1
Ipatasertib,IST-SL1
Refametinib,H9
Motesanib,NAMALWA
Talazoparib,SIMA
Vinorelbine,CAPAN-1
MK-2206,Detroit562
Osimertinib,CHSA0011
Sapitinib,TK10
Paclitaxel,OVCAR-3
Ibrutinib,LC-1-sq
Selumetinib,IHH-4
Docetaxel,HOS
MK-2206,NCI-H1688
Lapatinib,TE-4
Selumetinib,GAK_cell
Teniposide,42-MG-BA
Osimertinib,SK-CO-1
Sinularin,OAW-28
Bosutinib,NCI-H1648
Motesanib,KELLY
MK-2206,RL
Cediranib,DK-MG
Irinotecan,SCC-15
Trametinib,A101D
Docetaxel,SBC-3
Dasatinib,TE-8
Ibrutinib,LB996-RCC
Selumetinib,BT-20
Dasatinib,WSU-DLCL2
Sinularin,SIMA
Paclitaxel,SU-DHL-10
Cediranib,GR-ST
Venetoclax,RCC-JF
Docetaxel,REH
Tanespimycin,HCC-15
Methotrexate,ESO51
Ipatasertib,A2058
Taselisib,EPLC-272H
Refametinib,TOV-21G
Osimertinib,COR-L105
Osimertinib,PC-14
Afatinib,TE-10
MK-2206,SIG-M5
Bromosporine,SBC-3
Teniposide,DOV13
Bortezomib,DAN-G
Sapitinib,CTB-1
Trametinib,IPC-298
Selumetinib,JVM-3
Bosutinib,SAT
Selumetinib,OVCA420
Sapitinib,PANC-03-27
Motesanib,ATN-1
Osimertinib,MHH-CALL-4
Buparlisib,KELLY
Docetaxel,LCLC-97TM1
Sapitinib,KYSE-410
Docetaxel,MEG-01
Pictilisib,TE-5
Bromosporine,Jurkat
Sinularin,LOUCY
Selumetinib,NCI-H358
Sinularin,A3-KAW
Taselisib,KON
Irinotecan,MDST8
Tretinoin,EW-12
Osimertinib,U-698-M
Palbociclib,NB14
Cediranib,RH-1
Afatinib,NCI-H211
Lapatinib,JiyoyeP-2003
Teniposide,A2058
Afatinib,VAL
Osimertinib,DoTc2-4510
Dabrafenib,CaR-1
Irinotecan,NCI-H1963
Bosutinib,KELLY
Vorinostat,JiyoyeP-2003
Taselisib,SU-DHL-16
Docetaxel,L-363
Venetoclax,OCI-LY-19
Paclitaxel,KYSE-450
Buparlisib,SISO
Afatinib,NCI-H209
Dabrafenib,NCC021
Sinularin,OVCAR-4
Vinorelbine,L-540
Selumetinib,A101D
Talazoparib,JSC-1
Taselisib,NCI-H835
Sapitinib,SW156
Tanespimycin,EW-7
Selumetinib,TYK-nu
Osimertinib,JHU-011
Bosutinib,786-0
Palbociclib,SBC-3
Lapatinib,NALM-6
Ribociclib,LS-513
Vorinostat,OE19
Sinularin,KP-3
Vorinostat,DSH1
Pictilisib,HCC70
Selumetinib,RPMI-8226
Cediranib,SU-DHL-4
Bosutinib,HCC-827
Sapitinib,TE-8
Motesanib,ALL-SIL
Taselisib,NKM-1
Vorinostat,P12-ICHIKAWA
Talazoparib,YH-13
Selumetinib,CAL-33
Palbociclib,L-428
Buparlisib,ATN-1
Cediranib,BB65-RCC
Buparlisib,U-87-MG
Bromosporine,GR-ST
MK-2206,PC-14
Selumetinib,NUGC-3
Vorinostat,TE-4
Savolitinib,JSC-1
Sapitinib,OCI-LY-19
Bosutinib,ALL-SIL
Savolitinib,JEKO-1
Docetaxel,OE19
MK-2206,A431
Selumetinib,SK-MEL-1
Osimertinib,RCM-1
Cediranib,KMOE-2
Tanespimycin,HLE
Docetaxel,EW-22
Selumetinib,MDST8
Bromosporine,JSC-1
Selumetinib,SNU-398
Tanespimycin,NKM-1
Osimertinib,NB5
Selumetinib,WM793B
Irinotecan,UWB1.289
Venetoclax,NB5
Methotrexate,LOUCY
Bosutinib,CaR-1
Dihydrorotenone,BT-20
Ibrutinib,TK10
Irinotecan,PCI-6A
Savolitinib,PANC-08-13
Sinularin,SW620
Irinotecan,ES4
Bromosporine,HLE
Sapitinib,KASUMI-1
Ipatasertib,CP50-MEL-B
Talazoparib,no-10
Cediranib,IHH-4
Bortezomib,C32
Docetaxel,RPMI-7951
Motesanib,EJM
Vinorelbine,YH-13
Bosutinib,NB6
Dasatinib,CAL-33
Sinularin,OV-56
Osimertinib,NOMO-1
Ipatasertib,MFM-223
MK-2206,EW-7
Ipatasertib,RCC-JF
Teniposide,ES8
Vinorelbine,CHSA0011
Teniposide,SK-LU-1
Sapitinib,SU-DHL-10
Cediranib,CAMA-1
Cediranib,JHH-1
Bosutinib,KARPAS-1106P
Palbociclib,KARPAS-45
Taselisib,MKN1
Vorinostat,RH-1
Savolitinib,SK-MG-1
Bosutinib,WM793B
Vinorelbine,KMOE-2
Sapitinib,FU-OV-1
Vinorelbine,A431
Cediranib,H3255
Vinorelbine,SISO
Teniposide,SW13
Bromosporine,NB(TU)1-10
Afatinib,SIG-M5
Dihydrorotenone,MHH-CALL-2
Osimertinib,EW-11
Lapatinib,HCC-827
Venetoclax,L-540
Selumetinib,WM-115
Sinularin,KCL-22
Afatinib,Mo-T
Dabrafenib,H4
Afatinib,NCI-H835
Methotrexate,Ca-Ski
Dabrafenib,BONNA-12
Bromosporine,KE-37
Cediranib,WM793B
Teniposide,U-87-MG
Lapatinib,BEN
Buparlisib,TE-4
Dasatinib,HOS
Buparlisib,639-V
Sapitinib,BONNA-12
Methotrexate,OVCAR-3
MK-2206,IST-SL1
Vinorelbine,NCI-H292
Vinorelbine,SK-CO-1
Bosutinib,SNU-C1
Ribociclib,SJSA-1
Refametinib,CAPAN-1
Dabrafenib,U-698-M
Palbociclib,IHH-4
Vinorelbine,MG-63
Lapatinib,SU-DHL-1
Paclitaxel,PA-TU-8988T
Paclitaxel,HSC-4
Palbociclib,HSC-2
Bortezomib,H9
Selumetinib,FU97
Taselisib,JVM-3
Sapitinib,HSC-2
Refametinib,C32
Vorinostat,KYSE-50
Talazoparib,NCI-H23
Selumetinib,769-P
Savolitinib,HAL-01
Palbociclib,EW-7
Bromosporine,LCLC-97TM1
Methotrexate,BxPC-3
Irinotecan,MOLM-13
Irinotecan,LS-513
Talazoparib,UWB1.289
Dabrafenib,NCI-H1792
Selumetinib,NB5
Vorinostat,CHP-212
Selumetinib,FADU
Bromosporine,U-266
Paclitaxel,NCI-H835
Docetaxel,NCI-H1648
Dabrafenib,MOLM-13
Venetoclax,NCI-H211
Dasatinib,NCI-H1755
Palbociclib,H4
Selumetinib,HTC-C3
Tanespimycin,YKG-1
Docetaxel,MOLM-13
Tanespimycin,H4
Pictilisib,OVCAR-5
Lapatinib,BV-173
Teniposide,639-V
Lapatinib,DSH1
Cediranib,HCC1806
Bortezomib,no-10
Refametinib,NCI-H1944
Vinorelbine,BB49-HNC
MK-2206,VAL
Irinotecan,CRO-AP2
Tanespimycin,NUGC-3
Ibrutinib,HT55
Venetoclax,OACp4C
Cediranib,8-MG-BA
Paclitaxel,MG-63
Buparlisib,NB6
Selumetinib,HCC-44
MK-2206,ALL-SIL
Vorinostat,JHU-029
Methotrexate,EW-22
Sinularin,GI-1
Sapitinib,NCI-N87
Talazoparib,CHP-212
Docetaxel,NUGC-3
Docetaxel,LB996-RCC
Afatinib,DAN-G
Dabrafenib,NCI-H28
Dabrafenib,LOU-NH91
Buparlisib,42-MG-BA
Afatinib,NB6
Osimertinib,TE-4
Dabrafenib,OV-7
Pictilisib,L-363
Vorinostat,CAMA-1
Cediranib,MS751
Venetoclax,A673
Bortezomib,SU-DHL-1
Bromosporine,CCK-81
Teniposide,NCI-H3122
Ribociclib,LOUCY
Selumetinib,FADU
Methotrexate,KP-3
Palbociclib,PL-21
Savolitinib,HCT-15
Osimertinib,NALM-6
Dabrafenib,UWB1.289
Dabrafenib,WM793B
Dasatinib,LXF-289
Savolitinib,EVSA-T
Cediranib,ATN-1
Sapitinib,LS-513
Taselisib,ESO26
Ibrutinib,FADU
Buparlisib,MLMA
Tanespimycin,NCI-H1781
Savolitinib,SK-MEL-1
Afatinib,EB-3
Cediranib,NOMO-1
Osimertinib,NCC010
Teniposide,BC-1
Bosutinib,HT-144
Selumetinib,NB(TU)1-10
Paclitaxel,WSU-NHL
Osimertinib,WSU-NHL
Bosutinib,TE-10
Vorinostat,EW-22
Docetaxel,SU-DHL-10
MK-2206,MEL-HO
Pictilisib,GAMG
Talazoparib,RS4-11
Bromosporine,VA-ES-BJ
Bosutinib,RPMI-6666
Vorinostat,SU-DHL-4
Teniposide,786-0
Ribociclib,CP50-MEL-B
Pictilisib,IST-SL2
Docetaxel,G-MEL
Osimertinib,HT55
Cediranib,REH
Teniposide,LOXIMVI
Bosutinib,IPC-298
Afatinib,HCC1806
Venetoclax,T84
Bromosporine,CAL-78
Irinotecan,TYK-nu
Palbociclib,SW13
Paclitaxel,A3-KAW
Trametinib,BT-20
Vinorelbine,SUP-T1
Ribociclib,OCI-LY-19
Talazoparib,SU-DHL-4
Buparlisib,TC-YIK
Buparlisib,Detroit562
Sinularin,CHP-212
Pictilisib,TC-YIK
Pictilisib,CHP-212
Vorinostat,T84
Afatinib,MEG-01
Dihydrorotenone,MOLM-13
Paclitaxel,MHH-CALL-4
Palbociclib,EW-12
Sinularin,NCI-H250
Irinotecan,Ca9-22
Palbociclib,CHP-134
Savolitinib,SU-DHL-16
Pictilisib,CAMA-1
Osimertinib,TE-6
Cediranib,P12-ICHIKAWA
Bosutinib,PC-14
Trametinib,JHH-2
Sinularin,NCC010
Selumetinib,HCC2218
Osimertinib,H9
Venetoclax,WSU-DLCL2
Methotrexate,TE-4
Pictilisib,ECC10
Savolitinib,JHH-4
Motesanib,NCI-H1703
Docetaxel,SIMA
Bromosporine,U-87-MG
Palbociclib,ML-2
Tanespimycin,NCI-H1792
Motesanib,IHH-4
Savolitinib,NCI-H661
Vorinostat,SW620
Irinotecan,IPC-298
Docetaxel,OACM5-1
MK-2206,NCI-N87
Ipatasertib,SK-CO-1
Osimertinib,IST-SL1
Paclitaxel,8-MG-BA
Motesanib,NCI-H526
Savolitinib,HCC1806
Dihydrorotenone,NCI-H1944
Bromosporine,BC-1
Bosutinib,FADU
Bortezomib,TE-10
Vorinostat,SU-DHL-1
Tanespimycin,SKG-IIIa
Vinorelbine,T98G
Trametinib,DK-MG
Osimertinib,ECC10
Bortezomib,HSC-2
Taselisib,NCI-H2196
Talazoparib,T84
Ribociclib,NALM-6
Vinorelbine,BC-1
Paclitaxel,FADU
Irinotecan,KASUMI-1
Buparlisib,RCC-JF
Osimertinib,YH-13
Dabrafenib,NKM-1
Ribociclib,GAK_cell
Venetoclax,SUP-M2
Paclitaxel,SIG-M5
Buparlisib,SBC-3
Sinularin,42-MG-BA
Tanespimycin,KY821
Bromosporine,LOXIMVI
Pictilisib,A431
Dasatinib,ST486
Pictilisib,JiyoyeP-2003
Cediranib,LB996-RCC
Methotrexate,NCI-H209
Tanespimycin,NCI-H2228
Palbociclib,TOV-112D
Ibrutinib,RCC-AB
Afatinib,RPMI-8226
Selumetinib,KYSE-520
Refametinib,HuCCT1
Tanespimycin,GAK_cell
Lapatinib,A253
Palbociclib,CP50-MEL-B
Buparlisib,HCC70
Paclitaxel,SK-MEL-30
Trametinib,HPAC
Tanespimycin,HCT-15
Selumetinib,SW948
Selumetinib,GI-1
Vinorelbine,CHP-134
Methotrexate,SW1463
Paclitaxel,BV-173
Selumetinib,HAL-01
Teniposide,P12-ICHIKAWA
Paclitaxel,EPLC-272H
Pictilisib,UWB1.289
Bortezomib,EJM
Venetoclax,NCI-H209
Lapatinib,RPMI-8866
Afatinib,GR-ST
Teniposide,SW620
Dasatinib,OACM5-1
Ribociclib,KELLY
Osimertinib,ES1
Vorinostat,NCI-H345
Bromosporine,769-P
Motesanib,REH
Sapitinib,HCC1806
Methotrexate,SU8686
Buparlisib,GI-1
Cediranib,BICR31
Dasatinib,CaR-1
Docetaxel,EPLC-272H
Pictilisib,SW948
MK-2206,NCI-H1755
Refametinib,KMOE-2
Teniposide,NCI-H211
Irinotecan,GB-1
Afatinib,NCI-H1963
Buparlisib,SKM-1
Dasatinib,CTB-1
Sapitinib,P12-ICHIKAWA
Selumetinib,PL-21
Vorinostat,IST-SL1
Taselisib,CAL-51
Taselisib,Ca9-22
Afatinib,CW-2
Sapitinib,YKG-1
Methotrexate,KE-37
Bromosporine,HOS
Dabrafenib,CCRF-CEM
Cediranib,LXF-289
Paclitaxel,EoL-1-cell
Motesanib,ESO51
Cediranib,RPMI-7951
Selumetinib,MEG-01
Vorinostat,MFE-319
Bromosporine,RPMI-8866
Savolitinib,NB14
Vinorelbine,NCI-H1944
Savolitinib,COR-L321
Ribociclib,SU-DHL-1
Trametinib,HCC-44
Venetoclax,ES1
Bortezomib,BONNA-12
Cediranib,CFPAC-1
Paclitaxel,Ca9-22
Docetaxel,769-P
Docetaxel,M14
Lapatinib,RCC-JF
Lapatinib,L-363
Savolitinib,NCI-H1876
Refametinib,COR-L105
Selumetinib,KNS-62
Talazoparib,NALM-6
Sinularin,NCI-H2085
Taselisib,CAL-33
Irinotecan,no-10
Sapitinib,NCI-H292
Lapatinib,SAT
Selumetinib,MHH-CALL-4
Docetaxel,LXF-289
Selumetinib,COR-L32
Vorinostat,Mo-T
Vorinostat,MSTO-211H
Sinularin,JVM-3
Vinorelbine,OV-7
Vinorelbine,SBC-5
Dihydrorotenone,SIMA
Refametinib,NB(TU)1-10
Sinularin,L-540
Selumetinib,NB10
Refametinib,NCI-H2291
Docetaxel,CCK-81
Selumetinib,LOXIMVI
Methotrexate,KP-1N
Osimertinib,JHH-1
Taselisib,NCI-H3122
