NSC #,Drug name,FDA status,Mechanism of action,PubChem SID
750148,3-(2-Hydroxy-5-chloro-4-methylphenyl)-5-(2-phenylethene)...,-,-,135968248
750153,Salarin A,-,-,24766296
750154,salarin C,-,-,24867082
750180,"(3S,3As,6aS,7S,9S,9aR,9bS)-7-(2-cyano-2-methylpropyl)-3,9-dimethyl-6-methylidene-2,3,4,5,6a,7,8,9,9a,9b-decahydro-1H-phenalene-3a-carbonitrile",-,-,54613706
750182,e-endoxifen,-,-,3035980
750210,"2-(2-Hydroxyethyl)-8-(3,4,5-trimethoxyphenyl)-5,12,14-trioxa-2-azatetracyclo[7.7.0.03,7.011,15]hexadeca-1(16),3(7),9,11(15)-tetraen-6-one",-,-,15516367
750211,"5-(2-hydroxyethyl)-9-phenyl-6,9-dihydro-[1,3]dioxolo[4,5...",-,-,50900736
750213,"4-(2-hydroxyethyl)-10-phenyl-3,4,6,7,8,10-hexahydro-1H-c...",-,-,50900824
750227,"N-(4-Methoxyphenyl)-3-(3-methyl-1,4-dioxonaphthalen-2-yl)sulfanyl-N-[2-oxo-2-(3-phenyltellanylpropylamino)ethyl]propanamide",-,-,44226544
750233,"(Z)-5-(4-(diethylamino)benzylidene)imidazolidine-2,4-dione",-,-,6376972
750255,"[6-(4-Fluorophenyl)-4-hydroxy-4,5-diphenyloxan-2-yl]methyl thiocyanate",-,-,54613759
750285,DP1,-,-,-
750289,[6-(4-Chlorophenyl)-4-hydroxy-4-phenyloxan-2-yl]methyl thiocyanate,-,-,54613214
750324,"9-Hydroxy-5a,5b,8,8,11a-pentamethyl-1-(3-oxoprop-1-en-2-yl)-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",-,-,22149181
750325,"9-(Benzylcarbamoyloxy)-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",-,-,54613426
750330,"4-phenyl-1-3-[(E)-3-(3,4,5-trimethoxyphenyl)-2-propenoyl...",-,-,49862043
750331,"4-(3,4,5-trimethoxyphenyl)-1-3-[(E)-3-(3,4,5-trimethoxyp...",-,-,49862041
750332,"4-(4-chlorophenyl)-1-3-[(E)-3-(3,4,5-trimethoxyphenyl)-2...",-,-,49862040
750334,"4-(4-methoxyphenyl)-1-3-[(E)-3-(3,4,5-trimethoxyphenyl)-...",-,-,49862042
750335,"(E)-3-(2-(4-methoxyphenyl)imidazo[1,2-a]pyridin-3-yl)-1-...",-,-,54613570
750340,"(E)-3-(2-(3,4-dimethoxyphenyl)imidazo[1,2-a]pyridin-3-yl...",-,-,54613357
750341,"7,8-dihydroxyflavone",-,-,1880
750343,"2-Amino-7-[(2,4-dimethoxyphenyl)methyl]-4-phenylsulfanyl-5,6-dihydropyrido[3,4-d]pyrimidin-8-one",-,-,54613057
750393,z-endoxifen hydrochloride,-,-,54613017
750395,"Methyl 5-(4-methoxyphenyl)-1H-pyrrolo[2,3-b]pyridine-2-carboxylate",-,-,54613075
750399,"6-(4-Chlorophenyl)-3-(2-piperazin-1-ylpyridin-4-yl)pyrazolo[1,5-a]pyrimidine",-,-,54613079
750421,GPP78,-,-,44819697
750423,10-(2-Carbamothioylhydrazinyl)-10-demethoxycolchicine mo...,-,-,54613618
750424,pu-h71.2hcl,-,-,-
750440,"(13R,17R)-13-Methyl-17-[(2R)-6-methylheptan-2-yl]-5,6,9,10,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-1,4-dione",-,-,54613423
750441,"(14R,15R)-15-Methyl-14-[(2R)-6-methylheptan-2-yl]-2,7-diazatetracyclo[8.7.0.02,7.011,15]heptadeca-4,9-diene-3,6-dione",-,-,54613624
750485,[(1H-benzimidazole-2-yl)dithio]-9H-purine,-,-,54613148
750491,Nakiterpiosin,-,-,54613361
750493,"2-(2-hydroxyphenyl)-3-[5-(1H-imidazol-1-ylmethyl)-1,3,4-...",-,-,54613708
750501,"1,5-bis[4-(N-butylamidino)phenoxy]-3-tiapentane dihydroc...",-,-,54613223
750510,"(3Z)-1-(2,6-Dichlorophenyl)-3-[(4-oxochromen-3-yl)methylidene]indol-2-one",-,-,49844091
750634,Tert-butyl-[3-[tert-butyl(methyl)phosphaniumyl]quinoxalin-2-yl]-methylphosphanium;gold(1+);chloride,-,-,54613360
750685,"6-Methylsulfanyl-10-phenyl-2,5,7,9-tetrazatetracyclo[9.8.0.03,8.014,19]nonadeca-1,3,5,7,14,16,18-heptaen-4-amine",-,-,54612800
750690,Sunitinib,FDA approved,"PK:YK,PDGFR,KIT,VEGFR,Multikinase",5329102
750691,Afatinib,FDA approved,"PK:YK,EGFR",10184653
750717,"5-(2-hydroxyethyl)-9-(3-methoxyphenyl)-6,9-dihydro-[1,3]...",-,-,50900735
750718,"9-(4-hydroxy-3,5-dimethoxyphenyl)-5-(2-hydroxyethyl)-6,9...",-,-,50900821
750720,"6-(2-hydroxyethyl)-10-(3,4,5-trimethoxyphenyl)-2,3,7,10-...",-,-,50900825
750721,"10-(3,4-dimethoxyphenyl)-6-(2-hydroxyethyl)-2,3,7,10-tet...",-,-,50900826
750722,"6-(2-hydroxyethyl)-10-(3-methoxyphenyl)-2,3,7,10-tetrahy...",-,-,50900910
750723,"6-(2-hydroxyethyl)-10-phenyl-2,3,7,10-tetrahydro-[1,4]di...",-,-,50900911
750742,"(E)-3-(6-(4-methoxyphenyl)-2-methylimidazo [2,1-b] thiaz...",-,-,51353353
750743,"(E)-3-(6-(thiophen-2-yl)imidazo[2,1-b]thiazol-5-yl)-1-(3...",-,-,50908742
750744,"(E)-3-(2-methyl-6-(thiophen-2-yl)imidazo[2,1-b]thiazol-5...",-,-,54613218
750746,"(E)-1-(3,4-dimethoxyphenyl)-3-(2-(trifluoromethyl)imidaz...",-,-,54599698
750759,"7-(4-chlorophenyl)-1-methyl-3-(phenylsulfonyl)-1,5,6,7-t...",-,-,54613020
750762,"2-methoxy-7-benzyl-3-(phenylsulfonyl)-6,7-dihydro-5H-pyr...",-,-,54613023
750774,"4-[N-Sulfamoyl-3,5-bis(trifluoromethyl)anilino]-1-[[4-(trifluoromethyl)phenyl]methyl]piperidine",-,-,54613153
750802,"N-[4-(1,3-Benzothiazol-2-yl)-2-methoxyphenyl]-2-(4-chlorophenoxy)acetamide",-,-,54613630
750838,"N-[4-(1,3-Benzothiazol-2-yl)-3-chlorophenyl]-2-(4-chlorophenyl)sulfanylacetamide",-,-,22781840
750842,"2-(1H-Benzimidazol-2-ylsulfanyl)-N-[4-(1,3-benzothiazol-2-yl)-3-chlorophenyl]acetamide",-,-,54613168
750859,"[6-(4-chlorophenyl)imidazo[2,1-b]thiazol-3-yl]acetic aci...",-,-,135968290
750870,"2,5-anhydro-1-(3,4,5-trimethoxyphenyl)-1-(2-naphtyl)-1-d...",-,-,54613227
750873,"2,5-anhydro-1-(3,4,5-trimethoxyphenyl)-1-(3-hydroxy-4-me...",-,-,54576091
750892,"2,7-Bis-[2-(2-methoxy-benzylamino)-ethyl]-benzo[lmn][3,8...",-,-,54613234
750908,3-Hydroxy-N'-[(E)-3-(5-nitrofuran-2-yl)prop-2-enoyl]naphthalene-2-carbohydrazide,-,-,53241629
750912,2-Oxo-2-(3-phenyltellanyl)propylamino)ethyl 3-(3-methyl-...,-,-,44226543
750915,"(E)-N-[(E)-Benzylideneamino]-3-(2,5-dimethoxyphenyl)prop-2-enamide",-,-,54613059
750916,"(E)-N-[(E)-(4-Chlorophenyl)methylideneamino]-3-(2,5-dimethoxyphenyl)prop-2-enamide",-,-,54613060
750937,WZB117,-,-,46830365
750970,3-[(E)-1-(3-1-[(4-fluorophenyl)sulfonyl]-4-piperidylimid...,-,-,54613720
751042,Methyl 1-(5-tert-butyl-1H-pyrazol-3-yl)-2-(2-oxo-1H-quinolin-3-yl)benzimidazole-5-carboxylate,-,-,135968230
751109,(Z)-5-((E)-3-(4-(diethylamino)phenyl)allylidene)imidazol...,-,-,53495015
751131,Tert-butyl N-[2-(4-methoxy-N-[2-oxo-2-(3-phenyltellanylpropylamino)ethyl]anilino)-2-oxoethyl]carbamate,-,-,54613363
751132,N-(4-Methoxyphenyl)-N-[2-oxo-2-(3-phenyltellanylpropylamino)ethyl]benzamide,-,-,54613364
751151,"N-{(7S)-10-[[(E)-2-s-trans]-2-Carbamothioyldiazenyl]-5,6...",-,-,54613368
751152,"3-(6/7-trifluoro-3-methyl-1,4-dioxy-quinoxaline-2-yl)-1-...",-,-,54613307
751165,KGEJYSFIEAQAKU-UHFFFAOYSA-N,-,-,54613496
751166,N-Hydroxy-4-[[1-(2-methoxyethyl)benzimidazol-2-yl]amino]benzamide,-,-,49831244
751266,"2-(1-Anilino-4,5-dimethylimidazol-2-yl)sulfanyl-N-[4-(4-chlorophenyl)-1,3-thiazol-2-yl]acetamide",-,-,54613367
751269,"2-[4,5-Dimethyl-1-(4-methylanilino)imidazol-2-yl]sulfanyl-N-(4-phenyl-1,3-thiazol-2-yl)acetamide",-,-,54613544
751271,"N-[4-(4-Chlorophenyl)-1,3-thiazol-2-yl]-2-[1-(4-methoxyanilino)-4,5-dimethylimidazol-2-yl]sulfanylacetamide",-,-,54613443
751275,STK219798,-,-,6485117
751277,2-(3-Chlorophenyl)-5-methyl-4-[(E)-(3-oxonaphthalen-2-ylidene)methyl]-1H-pyrazol-3-one,-,-,54613497
751278,"(3Z)-1-(2,6-Dichlorophenyl)-3-(pyridin-2-ylmethylidene)indol-2-one",-,-,49845169
751281,desmethyleleutherobin,-,-,54613300
751286,wa007-00,-,-,54613170
751295,diaporthein B,-,-,54612739
751297,Y-27632,Clinical trial,RHO,-
751298,N-(4-chlorophenyl)-3-hydroxy-2-naphthamide,-,-,-
751300,2-[3-(3-Aminopropoxy)-2-naphthamido)-5-chlorophenyl-3-(3...,-,-,54613723
751342,"12H-Benzo[g]pyrido[2,1-b]quinazoline-4-carboxamide, N-[2...",-,-,3508054
751382,"N-(3-((2,5-dimethylbenzyl)oxy)-4-(N-methylmethylsulfonam...",-,-,56967399
751393,"2-(4,5-dibenzoyl-1,3-dithiol-2-ylidene)-1-ethyl-6-(pheny...",-,-,60147505
751418,coc1ccc(cc1)c2nc(\c=c\3/sc(=nc3=o)ncc4ccccc4)c5ccccn25,-,-,136040088
751465,Go-Y032,-,-,1714173
751494,"(4R)-4-[(1R,4Z,8E,10Z,12S,15R,17R)-5,12-Dimethyl-3-oxo-17-(2-phenylethoxy)-2,16-dioxabicyclo[13.3.1]nonadeca-4,8,10-trien-17-yl]-1,3-thiazolidin-2-one",-,-,46239554
751500,"8-(3,4-Dimethoxyphenyl)-2-(2-hydroxyethyl)-5-oxa-2-azatetracyclo[7.7.0.03,7.011,15]hexadeca-1(9),3(7),10,15-tetraen-6-one",-,-,54579427
751501,"8-(4-Hydroxy-3,5-dimethoxyphenyl)-2-(2-hydroxyethyl)-5-oxa-2-azatetracyclo[7.7.0.03,7.011,15]hexadeca-1(9),3(7),10,15-tetraen-6-one",-,-,54579200
751502,"2-(2-Hydroxyethyl)-8-(4-methoxyphenyl)-5-oxa-2-azatetracyclo[7.7.0.03,7.011,15]hexadeca-1(9),3(7),10,15-tetraen-6-one",-,-,54579201
751503,"17-(4-Hydroxy-3,5-dimethoxyphenyl)-11-(2-hydroxyethyl)-4,7,14-trioxa-11-azatetracyclo[8.7.0.03,8.012,16]heptadeca-1,3(8),9,12(16)-tetraen-15-one",-,-,54579202
751516,"6,7-dimethoxy-methoxy-4-(3,4-dimethoxyphenyl)-3-hydroxym...",-,-,60147549
751548,salinomycin,FDA approved,Apo|Ab|CD133,60147550
751600,"Acridine, 2-methoxy-6-nitro-9-(2-phenylhydrazino)-, hydr...",-,-,60147553
751605,(E)-N-[4-(1-benzoylpiperidine-4-yl)butyl]-3-(pyridin-3-y...,-,-,18425712
751619,"2-[3-(4-Chlorophenyl)-4,5-dihydro-1H-pyrazol-5-yl]-4-[[3-[3-(4-chlorophenyl)-4,5-dihydro-1H-pyrazol-5-yl]-4-hydroxyphenyl]methyl]phenol",-,-,53306274
751620,"4-[[4-Hydroxy-3-[3-(4-methoxyphenyl)-4,5-dihydro-1H-pyrazol-5-yl]phenyl]methyl]-2-[3-(4-methoxyphenyl)-4,5-dihydro-1H-pyrazol-5-yl]phenol",-,-,53306275
751623,"(9E)-9-Benzylidene-3-methyl-2-methylsulfanyl-5-phenyl-6,7,8,10-tetrahydro-5H-pyrimido[4,5-b]quinolin-4-one",-,-,60147558
751642,"Triptolide N,N-dimethylacetate, (3bS,4aS,5aR,6R,6aS,7aS,...",-,-,15867606
751644,LDN-211904,-,-,46175113
751829,2-(4-hydroxypiperidin-1-yl)-4-(3-(trifluoromethyl)phenyl...,-,-,58494270
751830,2-(4-hydroxypiperidin-1-yl)-4-(4-morpholinophenylamino)p...,-,-,58494192
751833,"2-((1R,2R)-2-aminocyclohexylamino)-4-(4-(methylsulfonyl)...",-,-,60147618
751836,"2-((1R,2S)-2-aminocyclohexylamino)-4-(3,5-dimethoxypheny...",-,-,60147620
751858,"N-[4-(2-pyridinyl)-1,3-thiazol-2-yl]-2-pyridinamine",-,HDAC,772885
751860,"6-[{5-(Pyridine-4-yl)-1,3,4-oxidazol-2-yl} dithio]-9H-pu...",-,-,60147622
751864,"(3Z)-3-[[1-(2,6-Dichlorobenzoyl)indol-3-yl]methylidene]-1H-indol-2-one",-,-,49844546
751896,"3-(E)-1-[3-(2-fluorophenyl)imidazo[1,5-a]pyridin-1-yl]me...",-,-,53248929
751898,"2-fluoro-5-1-[4-(6-fluoro-1,3-benzothiazol-2-yl)phenyl]-...",-,-,60147633
751899,"5,7-dimethoxy-2-4-[5-(3,4,5-trimethoxyphenyl)-1H-1-imida...",-,-,60147634
751902,"2-4-[5-(3,4-dimethoxyphenyl)-1H-1-imidazolyl]phenyl-5,7-...",-,-,60147635
751955,"2,2',4,6,6'-Pentamethoxychalcone",-,-,16655018
751956,"(E)-1-(2,4-Dimethoxyphenyl)-3-(2,4,6-trimethoxyphenyl)prop-2-en-1-one",-,-,16753966
751957,"(E)-1-(2-Amino-4,6-dimethoxyphenyl)-3-(2,4,6-trimethoxyphenyl)prop-2-en-1-one",-,-,60147636
751958,(2E)-2-(all-trans retinylidene)-N-{[(2E)-2-(all-trans re...,-,-,-
751959,(2E)-2-(all-trans retinylidene)-N-{[(2E)-2-(all-trans re...,-,-,-
752178,N-{4-[3-(4-Chloro-phenyl)-acryloyl]-phenyl}-2-nitrooxy-a...,-,-,57392326
752193,"3,3'-((1E,4E)-3-Oxopenta-1,4-diene-1,5-diyl)diquinolin-2...",-,-,60147682
752200,"4-Amino-2-(1H-benzimidazol-2-ylamino)-6-(3,4,5-trimethoxyphenyl)pyrimidine-5-carbonitrile",-,-,60147685
752203,GTPL8141,-,-,44478401
752245,Derivative of Dibenzothiazepine,-,-,60147696
752270,"2,7-Bis-[3-(2-chloro-benzylamino)-propyl]-benzo[lmn][3,8...",-,-,60147715
752271,"2,7-Bis-[3-(2-fluoro-benzylamino)-propyl]-benzo[lmn][3,8...",-,-,60147717
752272,"2,7-Bis-(3-benzylamino-propyl)-benzo[lmn][3,8]phenanthro...",-,-,60147719
752273,"2,7-Bis-[3-(2,3,4-trimethoxy-benzylamino)-propyl]-benzo[...",-,-,60147721
752274,"2,7-Bis-[3-(2-methoxy-benzylamino)-propyl]-benzo[lmn][3,...",-,-,60147723
752275,"2,7-Bis-[2-(3-methoxy-benzylamino)-ethyl]-benzo[lmn][3,8...",-,-,60147724
752278,"2,7-Bis-[2-(2,3,4-trimethoxy-benzylamino)-ethyl]-benzo[l...",-,-,60147730
752307,"6-Amino-4-(4-chlorophenyl)-5-(5,6-dimethyl-1H-benzimidazol-2-yl)pyridine-3-carbonitrile",-,-,54576527
752308,"6-Amino-5-(5,6-dimethyl-1H-benzimidazol-2-yl)-4-(4-methoxyphenyl)pyridine-3-carbonitrile",-,-,54576528
752329,(Z)-6-(2-(pyridin-2-ylmethylene)hydrazinyl)-9H-purine,-,-,60147744
752330,6-(2-(propan-2-ylidene)hydrazinyl)-9H-purine-9-beta-D-ri...,-,-,60147745
752331,(Z)-6-(2-(pyridin-2-ylmethylene)hydrazinyl)-9H-purine-9-...,-,-,60147746
752338,Cresyl violet acetate,-,-,135445693
752339,"Phenol, 4-[(6-chloro-2-quinoxalinyl)oxy]-",-,-,10989408
752343,N-[3-[6-Amino-4-(2-chlorophenyl)-5-cyanopyridin-2-yl]phenyl]methanesulfonamide,-,-,60147748
752344,N-[3-[6-Amino-5-cyano-4-(4-methoxyphenyl)pyridin-2-yl]phenyl]methanesulfonamide,-,-,60147749
752345,N-[3-[6-Amino-5-cyano-4-[4-(dimethylamino)phenyl]pyridin-2-yl]phenyl]methanesulfonamide,-,-,60147750
752346,N-[3-[6-Amino-5-cyano-4-(2-hydroxy-3-methoxyphenyl)pyridin-2-yl]phenyl]methanesulfonamide,-,-,136040123
752361,"N-[2-(2,6-Dichlorophenyl)-5-methyl-4-oxo-1,3-thiazolidin-3-yl]-5-fluoro-3-phenyl-1H-indole-2-carboxamide",-,-,60147755
752362,"2,7-bis(2-(benzylamino)ethyl)benzo[lmn][3,8]phenanthroli...",-,-,60147756
752365,2-[6-(4-Hydroxy-3-methoxy-benzylamino)-hexyl]-benzo[de]i...,-,-,60147760
752384,"N-(4-Chlorophenyl)-5-[(E)-2-(2,5-dimethoxyphenyl)ethenyl]-1,3,4-oxadiazol-2-amine",-,-,60147767
752385,"2-(4-Chlorophenyl)-5-[(E)-2-(2,5-dimethoxyphenyl)ethenyl]-1H-1,2,4-triazole-3-thione",-,-,60147768
752389,Shogaol,-,-,5281794
752397,"[3-(3,4-Dimethoxyphenyl)-5-(4-methoxyphenyl)-4,5-dihydro...",-,-,60147773
752398,"4-[5-(3,4-Dimethoxyphenyl)-2-(3,4,5-trimethoxybenzoyl)-3...",-,-,60147774
752432,"4-1-[4-(5,6,7-trimethoxy-1,3-benzothiazol-2-yl)phenyl]-1...",-,-,60147789
752442,"2-methoxy-5-1-[4-(5,6,7-trimethoxy-1,3-benzothiazol-2-yl...",-,-,60147797
752461,"3-(3-Fluorophenyl)-N-pyridin-3-yl-2H-pyrazolo[3,4-d][1,3]thiazol-5-amine",-,-,60147811
752463,"(4Z)-3a,4-dihydro-4-((E)-1-hydroxy-3-phenylallylidene)be...",-,-,10379026
752464,"methyl 2-((S,3Z)-6-((E)-1-hydroxy-3-phenylallylidene)-5-...",-,-,60147813
752476,(5Z)-5-[(4-Chlorophenyl)methylidene]-2-phenyl-3-(2-thiophen-2-ylethyl)imidazol-4-one,-,-,60147820
752480,"2-N-(4-Chlorophenyl)-4-N-[4-[5-(4-chlorophenyl)-1,2-oxazol-3-yl]phenyl]-6-N-phenyl-1,3,5-triazine-2,4,6-triamine",-,-,60147824
752493,Iniparib,Clinical trial,PARP|PARP1|PARP2,-
752503,"2,7-Bis-[2-(3,4,5-trimethoxy-benzylamino)-ethyl]-benzo[l...",-,-,60147825
752504,"2,7-Bis-[3-(3,4,5-trimethoxy-benzylamino)-propyl]-benzo[...",-,-,60147827
752505,"2,7-Bis-[12-(2-methoxy-benzylamino)-dodecyl]-benzo[lmn][...",-,-,60147829
752506,5-nitro-N-((pyridin-3-yl)methyl)furan-2-carboxamide,-,-,693996
752631,"1-(5-phenyl-2,3-dihydro-1,3,4-thiadiazol-2-yl)-2-naphthol",-,HDAC,3136570
752641,"2-Chloro-3-(2-methoxyethoxy)-[1,4]naphthoquinone, 2-chlo...",-,-,25113707
752642,"2,3-Bis-(2-phenoxyethoxy)-[1,4]naphthoquinone, 2,3-Bis-(...",-,-,60147839
752702,STL553882,-,-,2437106
752703,"(3Z)-1-(2,6-Dichlorophenyl)-3-[(4-hydroxy-3,5-dimethoxyphenyl)methylidene]indol-2-one",-,-,60147866
752707,"9-[(E)-2,3-Dibromo-4-chlorobut-2-enyl]-6-methoxypurine",-,-,60147870
752761,"N-[4-(1,3-Benzothiazol-2-yl)phenyl]-2-(1,5-diphenylimidazol-2-yl)sulfanylacetamide",-,-,60147874
752779,LLW15,-,-,45256728
752782,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR",10113978
752811,"3,14,19-tripropionylandrographolide",-,-,60147888
752837,"4-[2-(1H-Indazol-4-yl)-6-[(4-methylsulfonylpiperazin-1-yl)methyl]thieno[3,2-d]pyrimidin-4-yl]morpholine;methyl sulfite",-,-,60147889
752840,Veliparib,Clinical trial,PARP|PARP1|PARP2,-
752878,3-(3-chloro-5-methoxyphenyl)-N-(2-morpholinoethyl)-4-(py...,-,-,53483547
752879,3-(3-chloro-5-methoxyphenyl)-N-(2-(4-methylpiperazin-1-y...,-,-,51358119
752885,3-(3-chloro-4-methoxyphenyl)-N-(2-(dimethylamino)ethyl)-...,-,-,60147896
752892,"N-[4-(4-Benzoylamino-pyrrolo[3,2-c]pyridin-1-yl)-phenyl]...",-,-,53361478
752893,"N-[3-(4-Benzoylamino-pyrrolo[3,2-c]pyridin-1-yl)-phenyl]...",-,-,46890251
752894,"1-(4-(4-(benzamido)-1H-pyrrolo[3,2-c]pyridin-1-yl)phenyl...",-,-,53361439
753018,"2-[(E)-[[1-(4-Chlorophenyl)-3-methylpyrazolo[3,4-d]pyrimidin-4-yl]hydrazinylidene]methyl]phenol",-,-,136040127
753139,benzimidazol -thiosemicarbazone derivative,-,-,136040128
753140,benzimidazole thiosemicarbazone derivative,-,-,136040129
753151,"4-(4-Chlorophenyl)-6-phenyl-2-thioxo-2,3,4,6-tetrahydrop...",-,-,60147922
753164,"7-O,8-O-Isopropylidene Iriomoteolide 3a",-,-,24808220
753184,N-(4-(3-(4-chloro-3-hydroxyphenyl)-4-(pyridin-4-yl)-1H-p...,-,-,56935458
753185,"3,4-dichloro-N-(4-(3-(4-chloro-3-methoxyphenyl)-4-(pyrid...",-,-,56649611
753186,"3,4-dichloro-N-(4-(3-(4-chloro-3-hydroxyphenyl)-4-(pyrid...",-,-,56649574
753187,4-chloro-N-(4-(3-(4-chloro-3-methoxyphenyl)-4-(pyridin-4...,-,-,56649575
753188,4-chloro-N-(4-(3-(4-chloro-3-hydroxyphenyl)-4-(pyridin-4...,-,-,56649573
753189,"3,5-dichloro-N-(4-(3-(4-chloro-3-methoxyphenyl)-4-(pyrid...",-,-,56935209
753190,"3,5-dichloro-N-(4-(3-(4-chloro-3-hydroxyphenyl)-4-(pyrid...",-,-,56935331
753193,N-(2-(4-acetylpiperazin-1-yl)ethyl)-3-(3-chloro-5-hydrox...,-,-,53483672
753203,"N-(2-(4-(6-(4-fluorophenyl)imidazo[2,1-b]thiazol-5-yl)py...",-,-,60147936
753211,"11-Cyano-2,3-dichloro-7-azaisoindolo[2,1-c]benzo[1,2,4]t...",-,-,60147944
753217,"3-hydroxy-9-methoxyisoindolo[2,1a]quinoxalin-6(5H)one",-,-,60147950
753218,"3-hydroxy-5,6-dihydro-6-imino-9-methoxyisoindolo-[2,1-a]...",-,-,60147951
753219,"3-hydroxy-8-methoxyisoindolo[2,1a]quinoxalin-6-(5H)-one",-,-,60147952
753220,"10-Fluoro-3-hydroxyisoindolo[2,1a]quinoxalin-6-(5H)-one",-,-,60147953
753221,"3-Hydroxy-10-fluoro-5.6-dihydro-6-imino-isoindolo[2,1a]q...",-,-,60147954
753222,"3-Hydroxy-5,6-dihydro-6-imino-8,9-dimethylisoindolo-[2,1...",-,-,60147955
753223,"3-hydroxy-8,9-dimethylisoindolo[2,1a]quinoxalin-6-(5H)-one",-,-,60147956
753224,"3-hydroxy-8,9-dimethoxylisoindolo[2,1a]quinoxalin-6-(5H)...",-,-,60147957
753366,"3-[2-(5-chloro-1-methyl-1H-indol-3-yl)-1,3-thiazol-4-yl]...",-,-,60147969
753369,"3-[3-(5-methoxy-1H-indol-3-yl)-2H-1,4-thiazin-5-yl]-1H-p...",-,-,136040141
753376,"3-[4-(1H-indol-3-yl)-1,3-thiazol-2-yl]-1-methyl-1H-indole",-,-,60147979
753377,"3-[2-(1-methyl-1H-indol-3-yl)-1,3-thiazol-4-yl]-1-methyl...",-,-,60147980
753378,"3-[2-(1H-indol-3-yl)-1,3-thiazol-4-yl]-1-methyl-1H-pyrro...",-,-,136040144
753389,"3-[2-(5-methyl-1H-indol-3-yl)-1,3-thiazol-4-yl]-1H-pyrro...",-,-,136040147
753392,"3-[2-(5-fluoro-1-methyl-1H-indol-3-yl)-1,3-thiazol-4-yl]...",-,-,60147995
753393,"3-[2-(5-fluoro-1-methyl-1H-indol-3-yl)-1,3-thiazol-4-yl]...",-,-,60147996
753394,"3-[2-(5-fluoro-1H-indol-3-yl)-1,3-thiazol-4-yl]-1-methyl...",-,-,136040150
753427,"2.5-anhydro-1-(3,4,5-trimethoxyphenyl)-1-[3-hydroxy-4-me...",-,-,54576090
753435,"5-Benzylsulfanyl-1-(4-chlorophenyl)-3-[(E)-2-(2,5-dimethoxyphenyl)ethenyl]-1,2,4-triazole",-,-,60148003
753456,"2-4-[5-(3,5-dimethoxyphenyl)-1H-1-imidazolyl]phenyl-5,6,...",-,-,60148006
753458,"2-4-[5-(3,5-dimethoxyphenyl)-1H-1-imidazolyl]phenyl-5,7-...",-,-,60148008
753491,3-Chloro-16-[4-[2-(4-methyl-piperazin-1-yl)-2-oxo-ethoxy...,-,-,60148020
753573,14-methoxy-epothilone D,-,-,44225568
753574,"N1-(1,3-benzothiazol-2-yl)-2-{2-methoxy-5-[(Z)-2-(3,4,5-...",-,-,60143342
753575,"N1-(1,3-benzothiazol-2-yl)-2-{2-methoxy-5-[(E)-3-oxo-3-(...",-,-,60148068
753576,"N1-(6-fluoro-1,3-benzothiazol-2-yl)-2-2-methoxy-5-[(Z)-2...",-,-,60148069
753577,"N1-(6-fluoro-1,3-benzothiazol-2-yl)-2-2-methoxy-5-[(E)-3...",-,-,60148070
753578,"N1-(6-methoxy-1,3-benzothiazol-2-yl)-2-2-methoxy-5-[(Z)-...",-,-,60148071
753579,"N1-(6-methoxy-1,3-benzothiazol-2-yl)-2-2-methoxy-5-[(E)-...",-,-,60148072
753581,"N1-[6-(trifluoromethoxy)-1,3-benzothiazol-2-yl]-2-2-meth...",-,-,60148074
753582,"N1-[6-(trifluoromethoxy)-1,3-benzothiazol-2-yl]-2-2-meth...",-,-,60148075
753584,"N1-[6-(trifluoromethyl)-1,3-benzothiazol-2-yl]-2-2-metho...",-,-,60148077
753585,"N1-[6-(trifluoromethyl)-1,3-benzothiazol-2-yl]-2-2-metho...",-,-,60148078
753586,"N1-[6-(trifluoromethyl)-1,3-benzothiazol-2-yl]-2-5-[1-ac...",-,-,60148079
753598,Pyridin-3-yl 2-[[2-(trifluoromethyl)pyridin-4-yl]amino]thiophene-3-carboxylate,-,-,60148085
753600,"6-[4-(Dimethylamino)phenyl]-2-(4-hydroxypiperidin-1-yl)-4-(3,4,5-trimethoxyphenyl)pyridine-3-carbonitrile",-,-,60148087
753601,"4-[4-(Diethylamino)phenyl]-2-(4-hydroxypiperidin-1-yl)-6-(3,4,5-trimethoxyphenyl)pyridine-3-carbonitrile",-,-,60148088
753603,N-(6-Methoxybenzo[d]thiazol-2-yl)-3-(4-methoxyphenyl)-4-...,-,-,60148090
753616,(E)-1-(6-hydroxy-4-methoxybenzofuran-5-yl)-3-(2-methoxyp...,-,-,12211442
753661,methyl ester prodigiosene,-,-,136040158
753662,"Propan-2-yl 5-[(Z)-[3-methoxy-5-(1H-pyrrol-2-yl)pyrrol-2-ylidene]methyl]-2,4-dimethyl-1H-pyrrole-3-carboxylate;hydrochloride",-,-,136040160
