,drug,gene,dti_existed,pubmed_hit,MECHANISM,deeppurpose,binary_deeppurpose
3039,"6-(2,4-Difluorophenoxy)-8-(2-methanesulfonyl-ethyl)-2-(tetrahydro-pyran-4-ylamino)-8H-pyrido[2,3-d]pyrimidin-7-one",SGMS2,0.0,0.0,Kinase,0.9995656609535217,1
3040,"6-(2,4-Difluorophenoxy)-8-(2-methanesulfonyl-ethyl)-2-(tetrahydro-pyran-4-ylamino)-8H-pyrido[2,3-d]pyrimidin-7-one",AJUBA,0.0,0.0,Kinase,0.998863935470581,1
3041,"2-(1-Acetyl-piperidin-4-ylamino)-6-(2,4-difluorophenoxy)-8-methyl-8H-pyrido[2,3-d]pyrimidin-7-one",CD24,0.0,0.0,Kinase,0.9518332481384277,1
3042,"2-(1-Acetyl-piperidin-4-ylamino)-6-(2,4-difluorophenoxy)-8-methyl-8H-pyrido[2,3-d]pyrimidin-7-one",SGMS2,0.0,0.0,Kinase,0.9467222094535828,1
3043,"2-(1-Acetyl-piperidin-4-ylamino)-6-(2,4-difluorophenoxy)-8-methyl-8H-pyrido[2,3-d]pyrimidin-7-one",PCBD1,0.0,0.0,Kinase,0.9431122541427612,1
3044,"2-(1-Acetyl-piperidin-4-ylamino)-6-(2,4-difluorophenoxy)-8-methyl-8H-pyrido[2,3-d]pyrimidin-7-one",ABLIM1,0.0,0.0,Kinase,0.508307695388794,1
3045,"(2S)-2-[(4R)-4-[4-[(2R)-2,3-dihydroxypropoxy]phenyl]-2,5-dioxoimidazolidin-1-yl]-N-(2-fluoro-4-iodophenyl)-3-phenylbutanamide",PRKAG2,0.0,0.0,Kinase,0.1463334709405899,0
3046,"(2S)-2-[(4R)-4-[4-[(2R)-2,3-dihydroxypropoxy]phenyl]-2,5-dioxoimidazolidin-1-yl]-N-(2-fluoro-4-iodophenyl)-3-phenylbutanamide",RBM24,0.0,0.0,Kinase,0.9767076373100281,1
3047,"(2S)-2-[(4R)-4-[4-[(2R)-2,3-dihydroxypropoxy]phenyl]-2,5-dioxoimidazolidin-1-yl]-N-(2-fluoro-4-iodophenyl)-3-phenylbutanamide",MAL2,0.0,0.0,Kinase,0.9516401290893555,1
3048,"(2S)-2-[(4R)-4-[4-[(2R)-2,3-dihydroxypropoxy]phenyl]-2,5-dioxoimidazolidin-1-yl]-N-(2-fluoro-4-iodophenyl)-3-phenylbutanamide",NRP1,0.0,0.0,Kinase,0.97504723072052,1
3049,"2-[[5-[3-(Dimethylamino)propyl]-2-methylpyridin-3-yl]amino]-9-(trifluoromethyl)-5,7-dihydropyrimido[5,4-d][1]benzazepine-6-thione",PRKAG2,0.0,0.0,Kinase,0.28870266675949097,0
3050,Momelotinib,CRACR2A,0.0,0.0,Kinase,0.10900009423494339,0
3051,"2-[[5-[3-(Dimethylamino)propyl]-2-methylpyridin-3-yl]amino]-9-(trifluoromethyl)-5,7-dihydropyrimido[5,4-d][1]benzazepine-6-thione",MIF,0.0,0.0,Kinase,0.9870526194572449,1
3052,"2-[[5-[3-(Dimethylamino)propyl]-2-methylpyridin-3-yl]amino]-9-(trifluoromethyl)-5,7-dihydropyrimido[5,4-d][1]benzazepine-6-thione",NRP1,0.0,0.0,Kinase,0.9242350459098816,1
3053,Momelotinib,BAX,0.0,0.0,Kinase,0.625499427318573,1
3054,Fedratinib,JAK2,1.0,1.0,Kinase,0.9928401708602905,1
3055,"2-[[5-[3-(Dimethylamino)propyl]-2-methylpyridin-3-yl]amino]-9-(trifluoromethyl)-5,7-dihydropyrimido[5,4-d][1]benzazepine-6-thione",COL12A1,0.0,0.0,Kinase,0.1419907510280609,0
3056,Fedratinib,JAK1,1.0,1.0,Kinase,0.7674524188041687,1
3057,"2-[[5-[3-(Dimethylamino)propyl]-2-methylpyridin-3-yl]amino]-9-(trifluoromethyl)-5,7-dihydropyrimido[5,4-d][1]benzazepine-6-thione",ELOVL5,0.0,0.0,Kinase,0.9974278807640076,1
3058,Momelotinib,HMGCR,0.0,0.0,Kinase,0.1652323305606842,0
3059,"7-(3,5-Dimethylisoxazol-4-yl)-8-methoxy-1-((R)-1-(pyridin-2-yl)ethyl)-1H-imidazo[4,5-c]quinolin-2(3H)-one",PRKAG2,0.0,0.0,BRD,0.00999696459621191,0
3060,"7-(3,5-Dimethylisoxazol-4-yl)-8-methoxy-1-((R)-1-(pyridin-2-yl)ethyl)-1H-imidazo[4,5-c]quinolin-2(3H)-one",NRN1,0.0,0.0,BRD,0.46331679821014404,0
3061,Fedratinib,SLC43A3,0.0,0.0,Kinase,0.9103866815567017,1
3062,"7-(3,5-Dimethylisoxazol-4-yl)-8-methoxy-1-((R)-1-(pyridin-2-yl)ethyl)-1H-imidazo[4,5-c]quinolin-2(3H)-one",ZNF608,0.0,0.0,BRD,0.013304400257766247,0
3063,Fedratinib,NRN1,0.0,0.0,Kinase,0.9588876366615295,1
3064,"5-(3-Phenylmethoxyphenyl)-7-[3-(pyrrolidin-1-ylmethyl)cyclobutyl]pyrrolo[2,3-d]pyrimidin-4-amine",BAX,0.0,0.0,Kinase,0.8024020791053772,1
3065,"5-(3-Phenylmethoxyphenyl)-7-[3-(pyrrolidin-1-ylmethyl)cyclobutyl]pyrrolo[2,3-d]pyrimidin-4-amine",APBB1IP,0.0,0.0,Kinase,0.7388988733291626,1
3066,"7-(3,5-Dimethylisoxazol-4-yl)-8-methoxy-1-((R)-1-(pyridin-2-yl)ethyl)-1H-imidazo[4,5-c]quinolin-2(3H)-one",SLC43A3,0.0,0.0,BRD,0.08903834223747253,0
3067,N-[5-[3-(benzenesulfonamido)phenyl]-1H-pyrazol-3-yl]-4-(4-methylpiperazin-1-yl)benzamide,CRACR2A,0.0,0.0,Kinase,0.8020601868629456,1
3068,"5-(3-Phenylmethoxyphenyl)-7-[3-(pyrrolidin-1-ylmethyl)cyclobutyl]pyrrolo[2,3-d]pyrimidin-4-amine",HMGCR,0.0,0.0,Kinase,0.13875125348567963,0
3069,"5-(3-Phenylmethoxyphenyl)-7-[3-(pyrrolidin-1-ylmethyl)cyclobutyl]pyrrolo[2,3-d]pyrimidin-4-amine",TBX18,0.0,0.0,Kinase,0.43514567613601685,0
3070,N-[5-[3-(benzenesulfonamido)phenyl]-1H-pyrazol-3-yl]-4-(4-methylpiperazin-1-yl)benzamide,TMEM47,0.0,0.0,Kinase,0.9794113039970398,1
3071,Ipatasertib,RPL3,0.0,0.0,Kinase,0.9533955454826355,1
3072,N-[5-[3-(benzenesulfonamido)phenyl]-1H-pyrazol-3-yl]-4-(4-methylpiperazin-1-yl)benzamide,ANXA6,0.0,0.0,Kinase,0.9152660965919495,1
3073,Ipatasertib,APP,0.0,0.0,Kinase,0.9863540530204773,1
3074,Ipatasertib,SDC4,0.0,0.0,Kinase,0.9998001456260681,1
3075,Ipatasertib,SGMS2,0.0,0.0,Kinase,0.9997738003730774,1
3076,"N-(2,6-Difluorophenyl)-5-[3-[2-[[5-ethyl-2-(methyloxy)-4-[4-[4-(methylsulfonyl)-1-piperazinyl]-1-piperidinyl]phenyl]amino]-4-pyrimidinyl]imidazo[1,2-a]pyridin-2-yl]-2-(methyloxy)benzamide",CD24,0.0,0.0,Kinase,0.9676576852798462,1
3077,N-[5-[3-(benzenesulfonamido)phenyl]-1H-pyrazol-3-yl]-4-(4-methylpiperazin-1-yl)benzamide,IFI16,0.0,0.0,Kinase,0.6446715593338013,1
3078,"N-(2,6-Difluorophenyl)-5-[3-[2-[[5-ethyl-2-(methyloxy)-4-[4-[4-(methylsulfonyl)-1-piperazinyl]-1-piperidinyl]phenyl]amino]-4-pyrimidinyl]imidazo[1,2-a]pyridin-2-yl]-2-(methyloxy)benzamide",C19orf33,0.0,0.0,Kinase,0.9925939440727234,1
3079,Ricolinostat,RPS4Y1,0.0,0.0,HDAC,0.3103618323802948,0
3080,Ricolinostat,APBB1IP,0.0,0.0,HDAC,0.46468743681907654,0
3081,Ricolinostat,LCP1,0.0,0.0,HDAC,0.08529964834451675,0
3082,Ricolinostat,SPP1,0.0,0.0,HDAC,0.009873658418655396,0
3083,"5-(2-Chlorophenyl)-7-fluoro-1,2-dihydro-8-methoxy-3-methylpyrazolo(3,4-b)(1,4)benzodiazepine",RPS4Y1,0.0,0.0,Kinase,0.976292610168457,1
3084,"5-(2-Chlorophenyl)-7-fluoro-1,2-dihydro-8-methoxy-3-methylpyrazolo(3,4-b)(1,4)benzodiazepine",SLC43A3,0.0,0.0,Kinase,0.6621817946434021,1
3085,"5-(2-Chlorophenyl)-7-fluoro-1,2-dihydro-8-methoxy-3-methylpyrazolo(3,4-b)(1,4)benzodiazepine",APBB1IP,0.0,0.0,Kinase,0.13076624274253845,0
3086,"4-(2-(2-(3-(3-(1-Methyl-1hpyrazol-4-yl)-6-oxo-1,6-dihydropyridazin-1-ylmethyl)-phenyl)-pyrimidin-5-yloxy)-ethyl)-morpholine)",AJUBA,0.0,0.0,Kinase,0.6568238735198975,1
3087,"5-(2-Chlorophenyl)-7-fluoro-1,2-dihydro-8-methoxy-3-methylpyrazolo(3,4-b)(1,4)benzodiazepine",BST2,0.0,0.0,Kinase,0.9795173406600952,1
3088,"4-(2-(2-(3-(3-(1-Methyl-1hpyrazol-4-yl)-6-oxo-1,6-dihydropyridazin-1-ylmethyl)-phenyl)-pyrimidin-5-yloxy)-ethyl)-morpholine)",SGMS2,0.0,0.0,Kinase,0.6074910163879395,1
3089,"4-(2-(2-(3-(3-(1-Methyl-1hpyrazol-4-yl)-6-oxo-1,6-dihydropyridazin-1-ylmethyl)-phenyl)-pyrimidin-5-yloxy)-ethyl)-morpholine)",TJP1,0.0,0.0,Kinase,0.675601601600647,1
3090,"5-(2-Chlorophenyl)-7-fluoro-1,2-dihydro-8-methoxy-3-methylpyrazolo(3,4-b)(1,4)benzodiazepine",HMGCR,0.0,0.0,Kinase,0.9685834646224976,1
3091,"4-(2-(2-(3-(3-(1-Methyl-1hpyrazol-4-yl)-6-oxo-1,6-dihydropyridazin-1-ylmethyl)-phenyl)-pyrimidin-5-yloxy)-ethyl)-morpholine)",APP,0.0,0.0,Kinase,0.6524065136909485,1
3092,"4-(2-(2-(3-(3-(1-Methyl-1hpyrazol-4-yl)-6-oxo-1,6-dihydropyridazin-1-ylmethyl)-phenyl)-pyrimidin-5-yloxy)-ethyl)-morpholine)",PCBD1,0.0,0.0,Kinase,0.3274395167827606,0
3093,Cobimetinib,SLC43A3,0.0,0.0,Kinase,0.9179231524467468,1
3094,"N-{[(3s)-3-Amino-1-(5-Ethyl-7h-Pyrrolo[2,3-D]pyrimidin-4-Yl)pyrrolidin-3-Yl]methyl}-2,4-Difluorobenzamide",HMGCR,0.0,0.0,Kinase,0.9697153568267822,1
3095,"N-{[(3s)-3-Amino-1-(5-Ethyl-7h-Pyrrolo[2,3-D]pyrimidin-4-Yl)pyrrolidin-3-Yl]methyl}-2,4-Difluorobenzamide",SLC43A3,0.0,0.0,Kinase,0.6965196132659912,1
3096,Cobimetinib,DDR2,0.0,0.0,Kinase,0.84040766954422,1
3097,"N-{[(3s)-3-Amino-1-(5-Ethyl-7h-Pyrrolo[2,3-D]pyrimidin-4-Yl)pyrrolidin-3-Yl]methyl}-2,4-Difluorobenzamide",RPS4Y1,0.0,0.0,Kinase,0.9724765419960022,1
3098,"N-{[(3s)-3-Amino-1-(5-Ethyl-7h-Pyrrolo[2,3-D]pyrimidin-4-Yl)pyrrolidin-3-Yl]methyl}-2,4-Difluorobenzamide",BST2,0.0,0.0,Kinase,0.9487718343734741,1
3099,"4-((9-Cyclopentyl-7,7-difluoro-5-methyl-6-oxo-6,7,8,9-tetrahydro-5H-pyrimido[4,5-b][1,4]diazepin-2-yl)amino)-2-fluoro-5-methoxy-N-(1-methylpiperidin-4-yl)benzamide",TMEM47,0.0,0.0,Kinase,0.9604836702346802,1
3100,"4-((9-Cyclopentyl-7,7-difluoro-5-methyl-6-oxo-6,7,8,9-tetrahydro-5H-pyrimido[4,5-b][1,4]diazepin-2-yl)amino)-2-fluoro-5-methoxy-N-(1-methylpiperidin-4-yl)benzamide",ANXA6,0.0,0.0,Kinase,0.10530482232570648,0
3101,"4-((9-Cyclopentyl-7,7-difluoro-5-methyl-6-oxo-6,7,8,9-tetrahydro-5H-pyrimido[4,5-b][1,4]diazepin-2-yl)amino)-2-fluoro-5-methoxy-N-(1-methylpiperidin-4-yl)benzamide",CRACR2A,0.0,0.0,Kinase,0.6573664546012878,1
3102,"4-((9-Cyclopentyl-7,7-difluoro-5-methyl-6-oxo-6,7,8,9-tetrahydro-5H-pyrimido[4,5-b][1,4]diazepin-2-yl)amino)-2-fluoro-5-methoxy-N-(1-methylpiperidin-4-yl)benzamide",HEG1,0.0,0.0,Kinase,0.9450876116752625,1
3103,Abemaciclib,CDK4,1.0,1.0,Kinase,0.0005103313596919179,0
3104,Cobimetinib (R-enantiomer),MAL2,0.0,0.0,Kinase,0.9867349863052368,1
3105,Cobimetinib,NRN1,0.0,0.0,Kinase,0.9946752786636353,1
3106,Cobimetinib (R-enantiomer),PRKAG2,0.0,0.0,Kinase,0.00025511658168397844,0
3107,Abemaciclib,CDK6,1.0,1.0,Kinase,0.00029646995244547725,0
3108,Cobimetinib (R-enantiomer),RBM24,0.0,0.0,Kinase,0.9862874150276184,1
3109,Cobimetinib (R-enantiomer),NRP1,0.0,0.0,Kinase,0.7921506762504578,1
3110,Abemaciclib,SLC43A3,0.0,0.0,Kinase,0.778441309928894,1
3111,"N-{[(3s)-3-Amino-1-(5-Ethyl-7h-Pyrrolo[2,3-D]pyrimidin-4-Yl)pyrrolidin-3-Yl]methyl}-2,4-Difluorobenzamide",APBB1IP,0.0,0.0,Kinase,0.515322208404541,1
3112,"N-[4-({3-[(3,5-dimethoxyphenyl)amino]quinoxalin-2-yl}sulfamoyl)phenyl]-3-methoxy-4-methylbenzamide",MIF,0.0,0.0,Kinase,0.9605796933174133,1
3113,Abemaciclib,HMGCR,0.0,0.0,Kinase,0.4789125323295593,0
3114,Abemaciclib,APBB1IP,0.0,0.0,Kinase,0.8415773510932922,1
3115,"N-[4-({3-[(3,5-dimethoxyphenyl)amino]quinoxalin-2-yl}sulfamoyl)phenyl]-3-methoxy-4-methylbenzamide",ELOVL5,0.0,0.0,Kinase,0.8599145412445068,1
3116,"N-[4-({3-[(3,5-dimethoxyphenyl)amino]quinoxalin-2-yl}sulfamoyl)phenyl]-3-methoxy-4-methylbenzamide",PTBP1,0.0,0.0,Kinase,0.35804715752601624,0
3117,Genz-644282,BAX,0.0,0.0,DNA,0.7998687028884888,1
3118,Genz-644282,APBB1IP,0.0,0.0,DNA,0.8410347700119019,1
3119,Genz-644282,SLC43A3,0.0,0.0,DNA,0.510148823261261,1
3120,Snx-5422,HSP90AA1,1.0,1.0,HSP90,0.008774666115641594,0
3121,2-methyl-1-(2-methyl-3-(trifluoromethyl)benzyl)-6-morpholino-1H-benzo[d]imidazole-4-carboxylic acid,HMGCR,0.0,0.0,Kinase,0.9798154830932617,1
3122,Genz-644282,HMGCR,0.0,0.0,DNA,0.4489438831806183,0
3123,2-methyl-1-(2-methyl-3-(trifluoromethyl)benzyl)-6-morpholino-1H-benzo[d]imidazole-4-carboxylic acid,SLC43A3,0.0,0.0,Kinase,0.733280599117279,1
3124,2-methyl-1-(2-methyl-3-(trifluoromethyl)benzyl)-6-morpholino-1H-benzo[d]imidazole-4-carboxylic acid,BAX,0.0,0.0,Kinase,0.9216074347496033,1
3125,Snx-5422,HSP90AB1,1.0,0.0,HSP90,0.03682422265410423,0
3126,Snx-5422,MCTP1,0.0,0.0,HSP90,0.8047464489936829,1
3127,Snx-5422,EPAS1,0.0,0.0,HSP90,0.6425768136978149,1
3128,"4,5,6,7-Tetrahydro-11-methoxy-2-((4-methyl-1-piperazinyl)methyl)-1H-cyclopenta(a)pyrrolo(3,4-C)carbazole-1,3(2H)-dione",IFI16,0.0,0.0,DNA,0.4120257496833801,0
3129,"4,5,6,7-Tetrahydro-11-methoxy-2-((4-methyl-1-piperazinyl)methyl)-1H-cyclopenta(a)pyrrolo(3,4-C)carbazole-1,3(2H)-dione",TMEM47,0.0,0.0,DNA,0.7102282643318176,1
3130,"4,5,6,7-Tetrahydro-11-methoxy-2-((4-methyl-1-piperazinyl)methyl)-1H-cyclopenta(a)pyrrolo(3,4-C)carbazole-1,3(2H)-dione",PSMB8,0.0,0.0,DNA,0.0002650581591296941,0
3131,(S)-1-(4-(1H-Pyrazol-4-yl)phenyl)-2-amino-1-(4-chlorophenyl)ethanol,SGMS2,0.0,0.0,Kinase,0.6981804370880127,1
3132,"4,5,6,7-Tetrahydro-11-methoxy-2-((4-methyl-1-piperazinyl)methyl)-1H-cyclopenta(a)pyrrolo(3,4-C)carbazole-1,3(2H)-dione",MCTP1,0.0,0.0,DNA,0.6347780227661133,1
3133,"3-N-[4-(4-morpholin-4-ylcyclohexyl)phenyl]-1-pyridin-2-yl-1,2,4-triazole-3,5-diamine",CRACR2A,0.0,0.0,Kinase,0.5142139792442322,1
3134,"3-N-[4-(4-morpholin-4-ylcyclohexyl)phenyl]-1-pyridin-2-yl-1,2,4-triazole-3,5-diamine",TMEM47,0.0,0.0,Kinase,0.8121885061264038,1
3135,"3-N-[4-(4-morpholin-4-ylcyclohexyl)phenyl]-1-pyridin-2-yl-1,2,4-triazole-3,5-diamine",ANXA6,0.0,0.0,Kinase,0.31575456261634827,0
3136,Gdc-0349,HMGCR,0.0,0.0,Kinase,0.19541633129119873,0
3137,Gdc-0349,CRACR2A,0.0,0.0,Kinase,0.049158286303281784,0
3138,Gdc-0349,BAX,0.0,0.0,Kinase,0.8883655667304993,1
3139,(S)-1-(4-(1H-Pyrazol-4-yl)phenyl)-2-amino-1-(4-chlorophenyl)ethanol,CD24,0.0,0.0,Kinase,0.7246343493461609,1
3140,Gdc-0349,ANXA6,0.0,0.0,Kinase,0.0039059417322278023,0
3141,"1H-Pyrazole-1-ethanol, 4-((1E)-2-(5-((1R)-1-(3,5-dichloro-4-pyridinyl)ethoxy)-1H-indazol-3-yl)ethenyl)-",HMGCR,0.0,0.0,Kinase,0.9630483984947205,1
3142,(S)-1-(4-(1H-Pyrazol-4-yl)phenyl)-2-amino-1-(4-chlorophenyl)ethanol,PCBD1,0.0,0.0,Kinase,0.6384137868881226,1
3143,"1H-Pyrazole-1-ethanol, 4-((1E)-2-(5-((1R)-1-(3,5-dichloro-4-pyridinyl)ethoxy)-1H-indazol-3-yl)ethenyl)-",BAX,0.0,0.0,Kinase,0.9784898161888123,1
3144,"1H-Pyrazole-1-ethanol, 4-((1E)-2-(5-((1R)-1-(3,5-dichloro-4-pyridinyl)ethoxy)-1H-indazol-3-yl)ethenyl)-",SPP1,0.0,0.0,Kinase,0.778422474861145,1
3145,"3-N-[4-(4-morpholin-4-ylcyclohexyl)phenyl]-1-pyridin-2-yl-1,2,4-triazole-3,5-diamine",BAX,0.0,0.0,Kinase,0.8613083958625793,1
3146,"1H-Pyrazole-1-ethanol, 4-((1E)-2-(5-((1R)-1-(3,5-dichloro-4-pyridinyl)ethoxy)-1H-indazol-3-yl)ethenyl)-",CRACR2A,0.0,0.0,Kinase,0.9566620588302612,1
3147,Lestaurtinib,BAX,0.0,0.0,Kinase,0.8688247203826904,1
3148,Lestaurtinib,CRACR2A,0.0,0.0,Kinase,0.16920866072177887,0
3149,Lestaurtinib,SPP1,0.0,0.0,Kinase,0.4269804358482361,0
3150,"3-(9-Fluoro-2-(piperidine-1-carbonyl)-1,2,3,4-tetrahydro-[1,4]diazepino[6,7,1-hi]indol-7-yl)-4-(imidazo[1,2-a]pyridin-3-yl)-1H-pyrrole-2,5-dione",BST2,0.0,0.0,Kinase,0.761541485786438,1
3151,"3-(9-Fluoro-2-(piperidine-1-carbonyl)-1,2,3,4-tetrahydro-[1,4]diazepino[6,7,1-hi]indol-7-yl)-4-(imidazo[1,2-a]pyridin-3-yl)-1H-pyrrole-2,5-dione",NRN1,0.0,0.0,Kinase,0.9676950573921204,1
3152,Merestinib,RPL3,0.0,0.0,Kinase,0.021297050639986992,0
3153,"3-(9-Fluoro-2-(piperidine-1-carbonyl)-1,2,3,4-tetrahydro-[1,4]diazepino[6,7,1-hi]indol-7-yl)-4-(imidazo[1,2-a]pyridin-3-yl)-1H-pyrrole-2,5-dione",HMGCR,0.0,0.0,Kinase,0.07358838617801666,0
3154,Duvelisib,TNFRSF12A,0.0,0.0,Kinase,0.9765284657478333,1
3155,Duvelisib,NCKAP1,0.0,0.0,Kinase,0.5586143136024475,1
3156,Duvelisib,GPR39,0.0,0.0,Kinase,0.3386056423187256,0
3157,"2-((2-fluoro-4-iodophenyl)amino)-N-(2-hydroxyethoxy)-1,5-dimethyl-6-oxo-1,6-dihydropyridine-3-carboxamide",APP,0.0,0.0,Kinase,0.00015065429033711553,0
3158,"2-((2-fluoro-4-iodophenyl)amino)-N-(2-hydroxyethoxy)-1,5-dimethyl-6-oxo-1,6-dihydropyridine-3-carboxamide",RPL3,0.0,0.0,Kinase,0.02286737971007824,0
3159,Lestaurtinib,HMGCR,0.0,0.0,Kinase,0.8938450813293457,1
3160,Merestinib,APP,0.0,0.0,Kinase,0.12972505390644073,0
3161,"2-((2-fluoro-4-iodophenyl)amino)-N-(2-hydroxyethoxy)-1,5-dimethyl-6-oxo-1,6-dihydropyridine-3-carboxamide",SDC4,0.0,0.0,Kinase,0.9993182420730591,1
3162,"3-(9-Fluoro-2-(piperidine-1-carbonyl)-1,2,3,4-tetrahydro-[1,4]diazepino[6,7,1-hi]indol-7-yl)-4-(imidazo[1,2-a]pyridin-3-yl)-1H-pyrrole-2,5-dione",APBB1IP,0.0,0.0,Kinase,0.8586169481277466,1
3163,Merestinib,TJP1,0.0,0.0,Kinase,0.3860616981983185,0
3164,Merestinib,SDC4,0.0,0.0,Kinase,0.9345255494117737,1
3165,"2-((2-fluoro-4-iodophenyl)amino)-N-(2-hydroxyethoxy)-1,5-dimethyl-6-oxo-1,6-dihydropyridine-3-carboxamide",PTBP1,0.0,0.0,Kinase,2.85206606349675e-05,0
3166,"3-(9-Fluoro-2-(piperidine-1-carbonyl)-1,2,3,4-tetrahydro-[1,4]diazepino[6,7,1-hi]indol-7-yl)-4-(imidazo[1,2-a]pyridin-3-yl)-1H-pyrrole-2,5-dione",SLC43A3,0.0,0.0,Kinase,0.012125743553042412,0
3167,"(2S)-N-[(1S)-1-cyclohexyl-2-[(2S)-2-[4-(4-fluorobenzoyl)-1,3-thiazol-2-yl]pyrrolidin-1-yl]-2-oxoethyl]-2-(methylamino)propanamide",PCBD1,0.0,0.0,Apoptosis,0.9943053126335144,1
3168,Duvelisib,AJUBA,0.0,0.0,Kinase,0.8326572775840759,1
3169,"(2S)-N-[(1S)-1-cyclohexyl-2-[(2S)-2-[4-(4-fluorobenzoyl)-1,3-thiazol-2-yl]pyrrolidin-1-yl]-2-oxoethyl]-2-(methylamino)propanamide",TJP1,0.0,0.0,Apoptosis,0.5513556003570557,1
3170,"(2S)-N-[(1S)-1-cyclohexyl-2-[(2S)-2-[4-(4-fluorobenzoyl)-1,3-thiazol-2-yl]pyrrolidin-1-yl]-2-oxoethyl]-2-(methylamino)propanamide",SGMS2,0.0,0.0,Apoptosis,0.9978795051574707,1
3171,Duvelisib,PTK2,0.0,0.0,Kinase,3.371044385858113e-06,0
3172,"(2S)-N-[(1S)-1-cyclohexyl-2-[(2S)-2-[4-(4-fluorobenzoyl)-1,3-thiazol-2-yl]pyrrolidin-1-yl]-2-oxoethyl]-2-(methylamino)propanamide",AJUBA,0.0,0.0,Apoptosis,0.9503572583198547,1
3173,"2-Amino-4-(4-chloro-2-(2-(4-fluoro-1H-pyrazol-1-yl)ethoxy)-6-methylphenyl)-N-(2,2-difluoropropyl)-5H-pyrrolo[3,4-d]pyrimidine-6(7H)-carboxamide",ABLIM1,0.0,0.0,HSP90,0.9440595507621765,1
3174,"(2S)-N-[(1S)-1-cyclohexyl-2-[(2S)-2-[4-(4-fluorobenzoyl)-1,3-thiazol-2-yl]pyrrolidin-1-yl]-2-oxoethyl]-2-(methylamino)propanamide",PTK2,0.0,0.0,Apoptosis,0.5318818688392639,1
3175,"2-Amino-4-(4-chloro-2-(2-(4-fluoro-1H-pyrazol-1-yl)ethoxy)-6-methylphenyl)-N-(2,2-difluoropropyl)-5H-pyrrolo[3,4-d]pyrimidine-6(7H)-carboxamide",TNFRSF10D,0.0,0.0,HSP90,0.6255478858947754,1
3176,"2-Amino-4-(4-chloro-2-(2-(4-fluoro-1H-pyrazol-1-yl)ethoxy)-6-methylphenyl)-N-(2,2-difluoropropyl)-5H-pyrrolo[3,4-d]pyrimidine-6(7H)-carboxamide",LSR,0.0,0.0,HSP90,0.9624221324920654,1
3177,"2-Amino-4-(4-chloro-2-(2-(4-fluoro-1H-pyrazol-1-yl)ethoxy)-6-methylphenyl)-N-(2,2-difluoropropyl)-5H-pyrrolo[3,4-d]pyrimidine-6(7H)-carboxamide",RRAS,0.0,0.0,HSP90,0.9928544163703918,1
3178,"2-Amino-4-(4-chloro-2-(2-(4-fluoro-1H-pyrazol-1-yl)ethoxy)-6-methylphenyl)-N-(2,2-difluoropropyl)-5H-pyrrolo[3,4-d]pyrimidine-6(7H)-carboxamide",PCBD1,0.0,0.0,HSP90,0.9964648485183716,1
3179,Pyrrolidine-2-carboxylic acid {4-[2-(4-morpholin-4-yl-phenylamino)-pyrimidin-4-yl]-phenyl}-amide,MIF,0.0,0.0,Kinase,0.9585779905319214,1
3180,Pyrrolidine-2-carboxylic acid {4-[2-(4-morpholin-4-yl-phenylamino)-pyrimidin-4-yl]-phenyl}-amide,ETS1,0.0,0.0,Kinase,0.9858914017677307,1
3181,Pyrrolidine-2-carboxylic acid {4-[2-(4-morpholin-4-yl-phenylamino)-pyrimidin-4-yl]-phenyl}-amide,PTBP1,0.0,0.0,Kinase,0.6761784553527832,1
3182,Pyrrolidine-2-carboxylic acid {4-[2-(4-morpholin-4-yl-phenylamino)-pyrimidin-4-yl]-phenyl}-amide,SLC43A3,0.0,0.0,Kinase,0.9660593271255493,1
3183,Pyrrolidine-2-carboxylic acid {4-[2-(4-morpholin-4-yl-phenylamino)-pyrimidin-4-yl]-phenyl}-amide,ELOVL5,0.0,0.0,Kinase,0.8915262818336487,1
3184,N-[4-[4-(2-methoxyphenyl)piperazine-1-carbonyl]phenyl]quinoline-8-sulfonamide,PTK2,0.0,0.0,Kinase,0.9804110527038574,1
3185,N-[4-[4-(2-methoxyphenyl)piperazine-1-carbonyl]phenyl]quinoline-8-sulfonamide,NCKAP1,0.0,0.0,Kinase,0.9556695222854614,1
3186,N-[4-[4-(2-methoxyphenyl)piperazine-1-carbonyl]phenyl]quinoline-8-sulfonamide,AJUBA,0.0,0.0,Kinase,0.9569576978683472,1
3187,N-[4-[4-(2-methoxyphenyl)piperazine-1-carbonyl]phenyl]quinoline-8-sulfonamide,GPR39,0.0,0.0,Kinase,0.9048113226890564,1
3188,"[6-[[5-Fluoro-2-(3,4,5-trimethoxyanilino)pyrimidin-4-yl]amino]-2,2-dimethyl-3-oxopyrido[3,2-b][1,4]oxazin-4-yl]methyl phosphate",SLC43A3,0.0,0.0,DNA,0.9717027544975281,1
3189,"[6-[[5-Fluoro-2-(3,4,5-trimethoxyanilino)pyrimidin-4-yl]amino]-2,2-dimethyl-3-oxopyrido[3,2-b][1,4]oxazin-4-yl]methyl phosphate",NRN1,0.0,0.0,DNA,0.971427321434021,1
3190,"[6-[[5-Fluoro-2-(3,4,5-trimethoxyanilino)pyrimidin-4-yl]amino]-2,2-dimethyl-3-oxopyrido[3,2-b][1,4]oxazin-4-yl]methyl phosphate",DDR2,0.0,0.0,DNA,0.9936809539794922,1
