Drug,Cell
PFI-1,CHP-212
CCT-018159,NB(TU)1-10
AT7867,COR-L321
XMD8-85,GI-1
PF-562271,OVISE
PHA-793887,HOP-92
CAY10603,KS-1
FR-180204,OV-90
AZD8835,BC-1
Imatinib,SK-MEL-1
FR-180204,EMC-BAC-1
Shikonin,PCI-30
PFI-1,COR-L321
Amuvatinib,YAPC
Wnt-C59,SW1088
Refametinib_1014,SLVL
Rucaparib,HCC202
Piperlongumine,MDA-MB-231
Rucaparib,EPLC-272H
Wee1 Inhibitor,NMC-G1
Dabrafenib,NCI-H2009
ETP-45835,MOG-G-UVW
NU7441,DB
WYE-125132,NCI-H647
AZD8835,HCC1143
Amuvatinib,OVCA420
AT7867,HCC2157
Embelin,HT-144
GSK690693,U-698-M
Tivozanib,SK-MM-2
Bicalutamide_1502,QGP-1
Parthenolide,KS-1
Cabozantinib,PCI-38
RU-SKI 43,CAL-72
Lapatinib,OCI-LY-19
BAY-MPS-combo-1 (paclitaxel 5 uM),MPP-89
WH-4-023,HCC1187
Tipifarnib,NCI-H446
BMS-536924_1091,MDA-MB-468
MK-2206,DJM-1
CD532,KYSE-50
GW441756,EW-16
Zibotentan,ARH-77
Cabozantinib,NB17
AZD8835,NCI-H209
Pevonedistat,SNU-C1
BMS-754807,NCI-H2170
IC-87114,EW-13
AT-7519,SW1710
IOX2,FU-OV-1
AZD6482_1066,GCT
JW-7-24-1,BE2-M17
Tivozanib,RMG-I
XMD13-2,ALL-PO
SL0101,NCI-H1573
XAV939,EFM-192A
Amuvatinib,KYSE-220
Refametinib_1526,SW756
Doxorubicin_1386,FU-OV-1
AGI-6780,KARPAS-299
XAV939,IA-LM
SL0101,CRO-AP2
JW-7-24-1,NCI-H2030
Erlotinib,D-263MG
PI-103,NCI-H720
Sphingosine Kinase 1 Inhibitor II,EN
ETP-45835,LP-1
PF-4708671,IMR-5
CCT-018159,SF539
Piperlongumine,KCL-22
VX-11e,Hs-578-T
Cabozantinib,SJRH30
FH535,SU8686
Ruxolitinib,Ramos-2G6-4C10
AZD8931,BE-13
I-BET-762,Saos-2
VX-702,NUGC-4
AZD6738,KS-1
RU-SKI 43,HCT-15
AZD6482_1066,OV-90
Selisistat,PCI-6A
LFM-A13,CHP-212
Afatinib_1032,CPC-N
5-Fluorouracil,NCI-H82
UNC0642,YH-13
AZD8055,G-MEL
LFM-A13,SNG-M
Motesanib,KM-H2
AZD4547_1135,TGBC11TKB
Talazoparib,MDST8
BMS-345541,A375
Pevonedistat,COLO-680N
UNC1215,NCI-H1048
FMK,LB2241-RCC
XAV939,GA-10
NSC-87877,Mewo
XAV939,NCI-H82
Salubrinal,BL-41
Avagacestat_1072,OCI-LY-19
Tivozanib,RT4
BMS-536924_1091,DND-41
kb NB 142-70,SK-ES-1
Talazoparib,TCCSUP
Sphingosine Kinase 1 Inhibitor II,ZR-75-30
Linifanib,EPLC-272H
Erlotinib,NB17
Ispinesib Mesylate,D-542MG
QL-X-138,HCC70
A-83-01,LB831-BLC
RU-SKI 43,RS4-11
Embelin,BE2-M17
Methotrexate,U-87-MG
QS11,NCI-H1975
AST-1306,JHOS-4
Avagacestat_205,MEL-JUSO
AS605240,RS4-11
FR-180204,MPP-89
CMK,NCI-H720
GSK690693,LU-134-A
AZD6094,KARPAS-299
AT-7519,U031
JQ12,YAPC
AT7867,EBC-1
GNF-2,BE2-M17
AST-1306,Daudi
Ponatinib,ES-2
SU11274,OCI-AML3
Dasatinib,NCI-H1963
Enzastaurin,U031
Apitolisib,NCI-H1944
I-BET-151,KM12
CCT-018159,SW962
T0901317,Hs-578-T
AT-7519,Detroit562
BMS-345541,OCI-AML2
BAY-61-3606,TOV-112D
GSK650394,OAW-28
AZD8931,U-118-MG
Avagacestat_1072,EPLC-272H
IPA-3,PL4
WHI-P97,HCT-116
Tretinoin,CAL-85-1
WHI-P97,JVM-2
UNC0642,HT-144
RO-3306,MS-1
Ruxolitinib,MS-1
FH535,U-698-M
Bosutinib,A3-KAW
Tanespimycin,ES5
Tipifarnib,HT-1197
5-Fluorouracil,DMS-79
Wee1 Inhibitor,TGBC24TKB
AZD6482_156,HT-3
SB216763,SW1417
Bleomycin,K5
Motesanib,SNG-M
BIBF-1120,JEG-3
Sepantronium bromide,TK10
PFI-1,NCI-H650
VX-11e,SW982
FR-180204,SLVL
PI-103,CP50-MEL-B
AZD3514,NKM-1
JQ12,D-542MG
Afatinib_1032,HOP-92
Parthenolide,H9
QS11,Mewo
SL0101,TCCSUP
JW-7-24-1,OVISE
XMD13-2,RL
Refametinib_1014,DK-MG
Cabozantinib,HCC202
HG-5-113-01,NCI-H1781
I-BET-762,SCC-9
PHA-793887,ETK-1
Tipifarnib,SW780
A-770041,NCI-H2135
CD532,Detroit562
UNC0638_245,KYSE-150
PIK-93,KS-1
SB216763,SU-DHL-16
Dabrafenib,MHH-PREB-1
SU11274,ME-180
A-83-01,ES5
RO-3306,DEL
GSK1059615,NCI-H2135
Bicalutamide_1502,SUP-B8
PFI-1,PL4
FR-180204,RO82-W-1
AS605240,SAS
Afatinib_1032,GI-1
XMD11-85h,OVCA420
Wee1 Inhibitor,KCL-22
BMS-754807,HOP-92
SL0101,ALL-PO
Avagacestat_205,EVSA-T
LDN-193189,P30-OHK
FR-180204,GCIY
Enzastaurin,BB65-RCC
5-Fluorouracil,U251
Linifanib,HH
UNC0638_1236,IM-9
Cisplatin_1005,KS-1
UNC0638_1236,SK-LU-1
GW441756,SW780
AS605240,NCI-H2170
PF-4708671,RT4
IMD-0354,SW780
MIM1,RMG-I
AS605240,DSH1
Afatinib_1032,IMR-5
PF-562271,NCI-H196
(5Z)-7-Oxozeaenol,DMS-79
IMD-0354,KP-3
GSK1059615,TK10
Etoposide,NCI-H1975
LFM-A13,Calu-3
Torin 2,SAS
IMD-0354,LU-134-A
WHI-P97,NB(TU)1-10
Selisistat,MDA-MB-436
Enzastaurin,OVISE
Masitinib,KYSE-410
AZD3514,Ramos-2G6-4C10
GW-2580,SCC-25
RO-3306,DAN-G
Piperlongumine,EN
FMK,SK-MEL-24
Cytarabine,SUP-B8
QL-X-138,Detroit562
WHI-P97,PANC-08-13
Piperlongumine,TE-6
Cisplatin_1005,U-87-MG
Ruxolitinib,L-540
Cabozantinib,HCC1395
SL0101,NCI-H2023
LDN-193189,CHP-212
Cytarabine,Farage
I-BET-151,ALL-PO
JW-7-24-1,SK-MEL-2
RO-3306,EN
AZD3514,PCI-38
Ponatinib,SiHa
PF-562271,KELLY
NU7441,PA-1
Wee1 Inhibitor,KP-4
AZD8835,ESS-1
WYE-125132,LU-134-A
Nilotinib,MZ1-PC
GNF-2,EVSA-T
5-Fluorouracil,LU-134-A
Bleomycin,SK-MEL-5
ETP-45835,MDA-MB-453
WHI-P97,HCC202
GSK690693,NCI-H1781
SB216763,D-263MG
CP724714,DK-MG
GSK650394,EM-2
Tretinoin,TE-12
Ruxolitinib,SISO
LDN-193189,KNS-42
Dabrafenib,MDA-MB-330
PFI-3,SW1417
GSK1059615,H4
Cabozantinib,DMS-53
SB216763,CML-T1
Sunitinib,ETK-1
JW-7-24-1,NCI-H1975
AZD6738,ES8
BIBF-1120,Mewo
SL0101,SKN
XAV939,NB10
CP724714,U031
AZD4547_1135,GAK
AZD8835,RCC-ER
Wnt-C59,EM-2
Masitinib,NCI-H716
A-83-01,SW962
STF-62247,NUGC-3
GSK269962A_127,DEL
XMD13-2,TE-441-T
XMD13-2,NCI-H2030
MIM1,AU565
HG-5-88-01,PC-14
EHT-1864,NCI-H929
PF-4708671,HCC2157
UNC0638_245,RCC-ER
I-BET-151,U-118-MG
EHT-1864,SNU-C1
Cytarabine,LP-1
AS605240,HT-3
CD532,PE-CA-PJ15
I-BET-762,MLMA
T0901317,EMC-BAC-1
AZD6482_1066,OVISE
AT7867,ES6
Sphingosine Kinase 1 Inhibitor II,MPP-89
Cisplatin_1005,D-542MG
UNC0642,HCC70
PFI-3,MEL-JUSO
AS605240,NCI-H1793
T0901317,KYSE-50
IPA-3,SISO
Tivozanib,TE-4
PIK-93,EW-16
Zibotentan,SW982
PF-4708671,RMG-I
IOX2,CPC-N
Wnt-C59,KMOE-2
BIX02189,COR-L303
Refametinib_1014,NCI-H1048
A-83-01,KM-H2
Masitinib,DMS-273
CGP-082996,TC-71
WHI-P97,MDA-MB-436
Ponatinib,BT-483
Cabozantinib,SW1990
UNC0642,ES-2
RU-SKI 43,OCI-AML5
Veliparib,KNS-42
Bleomycin,SNU-475
Zibotentan,COR-L303
Entinostat,GI-ME-N
Selisistat,SNG-M
PFI-1,FU-OV-1
A-83-01,NB17
Sphingosine Kinase 1 Inhibitor II,HCC1954
PF-4708671,NCI-H64
A-770041,NB1
JW-7-24-1,A172
TW 37,NUGC-4
HG-5-113-01,A253
CCT-018159,OCUM-1
BIBF-1120,EPLC-272H
PI-103,PEO1
JW-7-24-1,OCUM-1
Entinostat,KELLY
GW441756,HCC2157
STF-62247,JM1
SU11274,PWR-1E
VX-11e,HCC1395
I-BET-151,SK-HEP-1
Linifanib,MZ1-PC
CUDC-101,SNU-C1
Bleomycin (50 uM),KURAMOCHI
Veliparib,D-263MG
STF-62247,769-P
Apitolisib,NCI-N87
Bicalutamide_1502,A172
Cisplatin_1005,LP-1
FH535,5637
(5Z)-7-Oxozeaenol,MS-1
Sphingosine Kinase 1 Inhibitor II,RCC-JW
BMS-536924_1091,SW13
Avagacestat_205,C3A
T0901317,TGW
AZD6482_1066,OCI-AML5
MK-2206,KCL-22
Dabrafenib,MFM-223
SB216763,MFH-ino
WYE-125132,EHEB
UNC0638_245,NCI-H446
AZD6094,LB1047-RCC
NSC319726,D-263MG
AZD8931,ALL-PO
QL-X-138,COLO-205
Talazoparib,CCK-81
Avagacestat_205,HCT-15
PFI-3,UACC-257
T0901317,CP50-MEL-B
FH535,NCI-H64
AST-1306,SK-MEL-24
Embelin,MOLM-13
LDN-193189,DJM-1
IPA-3,LB2241-RCC
kb NB 142-70,OVCAR-5
BMS-754807,SK-MG-1
Dabrafenib,OC-314
Afatinib_1032,RPMI-8226
PIK-93,SK-MM-2
Cabozantinib,Farage
FH535,IGR-37
Piperlongumine,SK-MEL-30
Linifanib,MDA-MB-330
STF-62247,GAK
Masitinib,IGR-37
GW-2580,LP-1
GNF-2,PL-21
MK-2206,MKN28
VX-702,LP-1
RO-3306,VAL
Apitolisib,MDA-MB-231
PI-103,Hep3B2-1-7
XMD8-85,NCI-H211
WHI-P97,SNU-C2B
UNC0638_245,KM12
AZD4547_1135,EMC-BAC-1
GSK690693,NCI-N87
FMK,MZ1-PC
BMS-754807,A172
SB216763,IM-9
JW-7-24-1,MDA-MB-453
Wee1 Inhibitor,EHEB
GW-2580,HT-144
TWS119,EN
AZD8835,DB
FR-180204,NB(TU)1-10
Refametinib_1526,KARPAS-299
BAY-61-3606,NCI-H1770
Wnt-C59,NB5
VX-702,RH-18
LCL161,MDST8
BMS-345541,D-566MG
QS11,SNU-C2B
Avagacestat_1072,SK-MEL-30
AZD6482_1066,JVM-3
LFM-A13,BT-483
BIX02189,UM-UC-3
Imatinib,SW962
GSK1059615,HCC1395
Avagacestat_205,EW-16
UNC0642,Hep3B2-1-7
Cisplatin_1496,AMO-1
CGP-082996,HC-1
IPA-3,C3A
FR-180204,OSC-19
Motesanib,KMOE-2
AZD6094,ALL-PO
FMK,AMO-1
(5Z)-7-Oxozeaenol,NB7
AGI-6780,KS-1
FH535,KMOE-2
VX-11e,RCC-JW
AZD6482_1066,MDA-MB-436
Rucaparib,COLO-680N
BMS-345541,EPLC-272H
Sphingosine Kinase 1 Inhibitor II,P32-ISH
Talazoparib,DMS-273
Omipalisib,Hs-578-T
CCT-018159,Hs-940-T
AZD6094,COR-L321
Nilotinib,D-263MG
PHA-793887,Calu-3
AS605240,A101D
HG-5-113-01,CL-11
CD532,COR-L23
ZM447439,HCT-116
ETP-45835,MFE-319
GSK650394,KYSE-410
BAY-MPS-combo-1 (paclitaxel 5 uM),NCI-H522
Tipifarnib,BHT-101
SB216763,NCI-H727
Motesanib,KELLY
AR-42,NCI-H1963
GSK690693,D-566MG
RO-3306,DJM-1
AZD8931,NB5
Phenformin,MZ2-MEL
Masitinib,CAL-85-1
Dasatinib,HCC2157
Zibotentan,U-118-MG
ZSTK474,KP-4
CCT-018159,FTC-133
Cabozantinib,NCI-H1975
Ispinesib Mesylate,D-263MG
A-83-01,RERF-LC-MS
UNC1215,SK-MEL-28
Dabrafenib,HA7-RCC
Masitinib,MOG-G-UVW
Cabozantinib,HA7-RCC
Amuvatinib,COLO-800
BMS-754807,YH-13
Piperlongumine,LP-1
CGP-60474,SK-MEL-1
AGI-6780,TK10
A-83-01,SK-MES-1
EHT-1864,Hs-940-T
BMS-345541,RH-18
WYE-125132,Saos-2
5-Fluorouracil,GI-1
PFI-1,NCI-H2135
MK-2206,MFE-296
PFI-1,AMO-1
IPA-3,NCI-H727
AST-1306,GCT
Embelin,COLO-800
Tanespimycin,VMRC-LCD
PFI-3,NCI-H82
LCL161,MOLT-13
IMD-0354,BHT-101
Refametinib_1526,LB831-BLC
I-BET-151,COR-L32
PIK-93,NCI-H2170
Linifanib,NCI-H2342
kb NB 142-70,NCI-H661
RU-SKI 43,CAL-33
LFM-A13,OCI-AML3
STF-62247,HSC-3
GSK690693,RT-112
RU-SKI 43,U251
EHT-1864,MOLM-13
Parthenolide,SLVL
UNC0642,GI-1
PFI-1,SW756
ETP-45835,MKN45
AZD4547_1135,SUIT-2
TWS119,SU-DHL-10
Ispinesib Mesylate,RO82-W-1
LCL161,CAL-33
PHA-793887,SCC-9
QS11,NCI-H1838
Tipifarnib,SKN
UNC0638_245,CHP-134
Piperlongumine,JHOS-2
Bosutinib,OAW-28
NU7441,RT-112
I-BET-151,HCC70
Embelin,HC-1
BMS-754807,KYSE-450
ZSTK474,NCI-H23
PFI-3,JVM-3
WH-4-023,RF-48
PFI-3,KP-4
Imatinib,SK-MM-2
PI-103,HT-1197
CCT-018159,DSH1
QL-X-138,JEG-3
Cisplatin_1005,SK-MEL-28
LDN-193189,NB5
TWS119,QIMR-WIL
FR-180204,HA7-RCC
AT7867,PC-14
XMD13-2,AU565
LFM-A13,OV-90
Avagacestat_205,KMRC-1
Enzastaurin,RH-18
FH535,EW-16
IC-87114,MZ2-MEL
JW-7-24-1,YH-13
GSK1059615,KYSE-70
Tanespimycin,MS-1
kb NB 142-70,NCI-H1838
Bleomycin (50 uM),LB831-BLC
AS605240,ES6
GSK650394,CP66-MEL
TWS119,NCI-H23
Wnt-C59,AU565
PHA-793887,OPM-2
UNC0638_1236,CL-11
GSK690693,GI-ME-N
AZD6738,LP-1
Piperlongumine,D-566MG
EHT-1864,Saos-2
Talazoparib,OV-90
GSK650394,LP-1
AZD6094,K5
Sunitinib,OCI-AML3
T0901317,NCI-H1694
TWS119,KMS-11
WHI-P97,EVSA-T
WHI-P97,CHP-134
AZD8931,MDA-MB-453
Bosutinib,NCI-H1944
Bicalutamide_1502,OCI-AML2
RO-3306,DMS-79
Zibotentan,KP-4
SB216763,CGTH-W-1
Erlotinib,KNS-42
PF-4708671,GA-10
SB216763,KARPAS-299
Linifanib,OVCAR-5
Afatinib_1032,Hep3B2-1-7
BMS-509744,CW-2
AT7867,HCC1428
Talazoparib,TE-4
FR-180204,OCUB-M
Enzastaurin,MFM-223
NU7441,MHH-CALL-2
Zibotentan,PA-1
Motesanib,HCC202
VX-11e,SW626
GSK690693,PEO1
BMS-345541,SUIT-2
Avagacestat_1072,YAPC
SU11274,NCI-H196
UNC0638_245,NCI-H647
FH535,SK-HEP-1
SL0101,EVSA-T
AZD4547_1135,MOLT-13
Cisplatin_1005,A172
Tozasertib,ST486
NSC-87877,KYSE-50
Imatinib,OCI-AML5
LFM-A13,SK-MEL-1
TWS119,OSC-19
ETP-45835,COR-L303
Tipifarnib,MDA-MB-436
Avagacestat_1072,RCC-JW
Cisplatin_1005,PANC-08-13
UNC0642,DMS-79
Motesanib,MS-1
GW441756,HAL-01
SL0101,NB17
VX-702,NCI-H1781
HG-5-88-01,FTC-133
I-BET-151,MZ1-PC
VX-702,JEG-3
MIM1,MFE-319
Refametinib_1526,PC-3
BMS-536924_1091,NAMALWA
CD532,HT-1197
GSK690693,NB17
Tipifarnib,ZR-75-30
BAY-MPS-combo-1 (paclitaxel 5 uM),NCI-H23
ETP-45835,DAN-G
Enzastaurin,L-1236
IPA-3,CL-11
GSK269962A_127,EVSA-T
Cisplatin_1005,D-247MG
Piperlongumine,KARPAS-299
FR-180204,EW-13
Refametinib_1526,RO82-W-1
STF-62247,A3-KAW
Belinostat,HA7-RCC
AGI-6780,SKN
GSK650394,DMS-53
Tipifarnib,Farage
GW-2580,HSC-3
PF-4708671,KYSE-70
UNC0642,NCI-H209
Salubrinal,BE2-M17
(5Z)-7-Oxozeaenol,SNU-423
GSK690693,SK-MEL-3
T0901317,TOV-112D
kb NB 142-70,DK-MG
(5Z)-7-Oxozeaenol,CPC-N
Wee1 Inhibitor,WM278
WHI-P97,SW982
AS605240,FU-OV-1
I-BET-762,NKM-1
T0901317,RERF-LC-MS
BMS-754807,SW626
Afatinib_1032,VMRC-LCD
BIX02189,KS-1
HG-5-88-01,CHSA8926
BMS-536924_1091,KYSE-270
ZM447439,NCI-H1944
FMK,SK-MEL-1
Enzastaurin,NUGC-3
Motesanib,SU-DHL-16
NSC-87877,HOP-62
Embelin,EBC-1
FH535,RH-41
UNC1215,SU8686
Linifanib,SU-DHL-16
AZD8055,GAK
Dabrafenib,COR-L23
JQ12,Hs-578-T
Bleomycin,ROS-50
Sorafenib,A253
QL-X-138,OVISE
VX-702,SK-N-FI
VX-11e,JHU-022
XMD11-85h,A388
Zibotentan,TE-6
GSK269962A_127,MFM-223
SL0101,SW756
A-83-01,HT-144
MK-2206,SK-N-AS
CD532,NMC-G1
AZD6482_156,A388
SL0101,SK-MM-2
UNC0638_245,HuP-T3
VX-11e,NCI-H446
VX-11e,NCI-H1781
Bosutinib,LU-134-A
BIX02189,PA-TU-8988T
Zibotentan,A549
JW-7-24-1,Hs-445
Etoposide,GAK
VX-702,SF539
Masitinib,NCI-N87
SL0101,OE19
Linifanib,DMS-79
AZD8835,NCI-H835
AT7867,D-423MG
Rucaparib,L-540
Phenformin,SU8686
XAV939,RT4
RO-3306,HuP-T3
BMS-536924_1091,RKN
AST-1306,NCI-H2009
Phenformin,OVCAR-5
I-BET-151,U-266
Bicalutamide_1502,JHU-022
SB216763,KNS-42
AZD4547_1135,CP66-MEL
Veliparib,PL-21
BAY-MPS-combo-1 (paclitaxel 5 uM),NUGC-4
GSK1059615,SLVL
BMS-509744,U-87-MG
VX-702,COLO-205
Tretinoin,BL-41
kb NB 142-70,SW13
PF-4708671,KMS-11
Sphingosine Kinase 1 Inhibitor II,A101D
CCT-018159,NCI-H835
AS605240,K5
AT7867,OPM-2
PFI-3,OPM-2
NSC-87877,TE-12
GSK690693,SNU-C1
AST-1306,Hs-445
AZD6482_1066,D-263MG
NU7441,LP-1
UNC1215,HA7-RCC
XMD11-85h,HCC2157
PI-103,PE-CA-PJ15
BMS-754807,A549
Dabrafenib,BT-483
JQ12,SW780
Bosutinib,NCI-H650
Avagacestat_1072,MPP-89
kb NB 142-70,A3-KAW
HG-5-88-01,VMRC-LCD
EHT-1864,SBC-1
Pevonedistat,COR-L32
Etoposide,MPP-89
TWS119,D-392MG
AGI-6780,OSC-19
AZD4547_1135,UMC-11
QS11,CHP-212
AZD3514,SK-MES-1
PF-4708671,KYSE-410
Sorafenib,GAK
Enzastaurin,OCI-M1
SU11274,SK-MEL-2
CAY10603,BB65-RCC
JW-7-24-1,JEG-3
JW-7-24-1,SCC-4
PFI-3,C3A
BMS-345541,HSC-2
GW441756,SKN
PI-103,CL-11
AGI-6780,AU565
BAY-61-3606,HEC-1
I-BET-762,UM-UC-3
Nilotinib,Hs-578-T
Cisplatin_1496,UM-UC-3
HG-5-113-01,NCI-H1975
LFM-A13,SW756
SL0101,OVISE
UNC0638_245,H4
Wee1 Inhibitor,KMRC-1
GW441756,OPM-2
CGP-60474,NB10
QS11,NCI-H727
FR-180204,DND-41
HG-5-113-01,SK-MEL-3
CMK,IST-MES1
Cisplatin_1496,OCUM-1
Embelin,MLMA
BMS-754807,SK-MEL-1
AZD4547_1135,TCCSUP
GW441756,NB7
Amuvatinib,TE-15
Avagacestat_1072,KMRC-1
MK-2206,BE-13
Bosutinib,U-698-M
Linifanib,SK-HEP-1
Talazoparib,MZ7-mel
Rucaparib,RCC-JW
Zibotentan,KS-1
QS11,BT-483
FMK,D-247MG
Wee1 Inhibitor,MFM-223
Afatinib_1032,DJM-1
Avagacestat_1072,HT-3
AZD4547_1135,NCI-H1838
SL0101,KNS-62
Belinostat,NCI-H1573
ZM447439,U-87-MG
IPA-3,MKN28
Selisistat,HAL-01
XAV939,NCI-H1648
Tipifarnib,KYSE-450
Phenformin,A101D
LDN-193189,D-566MG
RO-3306,JEG-3
BMS-754807,TE-6
AZD8055,U-266
LCL161,HCC1187
AZD6482_156,SJRH30
Avagacestat_205,ES-2
5-Fluorouracil,UMC-11
Cabozantinib,A375
CP724714,HT-144
SU11274,BT-483
AZD8931,BFTC-905
UNC1215,D-263MG
CUDC-101,SW156
Belinostat,KURAMOCHI
AST-1306,TCCSUP
HG-5-113-01,TE-12
IPA-3,D-263MG
Veliparib,HCT-15
AZD6738,D-263MG
PFI-1,KM12
Phenformin,NCI-H211
Erlotinib,A101D
UNC0642,MFE-296
GW-2580,RMG-I
PFI-3,KARPAS-299
I-BET-151,MOLM-13
(5Z)-7-Oxozeaenol,KARPAS-299
Sorafenib,GCIY
SB216763,TGW
AZD8835,OVCAR-3
UNC0642,QGP-1
CD532,JHU-022
Erlotinib,NCI-H211
PIK-93,SK-MG-1
Cisplatin_1005,SCC-25
WH-4-023,NCI-H446
BMS-536924_1091,SW1088
Enzastaurin,YAPC
AZD8055,MHH-NB-11
VX-11e,GI-1
Phenformin,MOLM-13
PHA-793887,SK-ES-1
WHI-P97,DMS-53
PI-103,QGP-1
QS11,PL-21
LFM-A13,A549
PF-562271,PC-3
AZD3514,SK-MG-1
Afatinib_1032,HOP-62
Pevonedistat,DMS-79
Linifanib,DAN-G
GNF-2,IM-9
IOX2,OE19
IMD-0354,SW156
kb NB 142-70,RF-48
BIX02189,RL
CCT-018159,OC-314
JW-7-24-1,NUGC-3
CP724714,NCI-H1793
Linifanib,CP66-MEL
WHI-P97,BT-483
Cisplatin_1496,PL4
Refametinib_1526,GA-10
Veliparib,MHH-PREB-1
AZD8835,KP-1N
AZD6482_1066,COLO-680N
UNC1215,HCC1187
UNC0638_245,BHY
AZD6482_156,ARH-77
Cytarabine,GAK
HG-5-113-01,OVCA420
UNC0638_1236,JVM-3
AS605240,CHP-134
VX-702,COLO-684
AZD6738,A375
Wee1 Inhibitor,MCF7
Etoposide,SLVL
Ponatinib,RERF-LC-MS
SL0101,JURL-MK1
BAY-MPS-combo 2 (paclitaxel 1 uM),NMC-G1
Amuvatinib,BFTC-905
Bicalutamide_1502,LS-123
Zibotentan,HOP-92
SL0101,ESS-1
BIX02189,RCC-AB
UNC0642,UMC-11
GW-2580,KYSE-150
GNF-2,BB65-RCC
Talazoparib,D-542MG
Avagacestat_205,JIMT-1
PFI-1,KYSE-450
HG-5-88-01,ES5
Talazoparib,NCI-H82
SU11274,NKM-1
RU-SKI 43,SW982
LDN-193189,ES-2
Cytarabine,MHH-CALL-2
Torin 2,KNS-62
MIM1,NCI-H23
Tipifarnib,NCI-H1573
BMS-345541,RCC-ER
PFI-3,U-266
Bleomycin,MHH-NB-11
Motesanib,RH-41
MIM1,P30-OHK
IPA-3,KYSE-270
PFI-1,769-P
GW-2580,UM-UC-3
Tivozanib,PCI-38
Afatinib_1032,EM-2
PI-103,SW1990
Methotrexate,PANC-10-05
SL0101,SUP-B8
NSC-87877,A2058
UNC0638_245,SNU-C1
AST-1306,IM-9
FH535,JM1
UNC0642,COLO-800
Tivozanib,KYSE-150
Imatinib,MZ1-PC
Cisplatin_1005,SK-LU-1
WHI-P97,NCI-H2085
SB216763,PC-3
XMD13-2,MKN45
Tivozanib,EBC-1
XMD11-85h,LB831-BLC
CAY10603,HA7-RCC
Motesanib,SJRH30
NU7441,SNG-M
Erlotinib,HT-144
AGI-6780,MDST8
AT7867,SUIT-2
AZD8835,NCI-H446
Motesanib,U-87-MG
RU-SKI 43,HT-144
HG-5-88-01,RERF-LC-MS
NU7441,MOG-G-UVW
AZD6482_1066,MPP-89
Tretinoin,SK-N-FI
Quizartinib,no-11
BMS-754807,SK-N-AS
AZD6482_156,NUGC-3
AZD6738,SU-DHL-10
Rucaparib,NCI-H661
AT7867,TC-YIK
PFI-3,P32-ISH
Nilotinib,OAW-28
FR-180204,TE-6
XMD11-85h,CGTH-W-1
Wee1 Inhibitor,SK-MEL-24
AZD6482_156,NCI-N87
Refametinib_1526,NAMALWA
SB216763,D-247MG
VX-11e,RKN
Doxorubicin_1386,NCI-H196
TW 37,SUIT-2
ZM447439,D-392MG
XMD13-2,HSC-2
T0901317,LB2518-MEL
QL-X-138,TC-71
Masitinib,OE33
PF-4708671,MOLM-13
Tivozanib,HCC-15
AST-1306,OCI-M1
Quizartinib,ES6
BMS-345541,NCI-H82
ETP-45835,RMG-I
Quizartinib,RCM-1
Enzastaurin,IGR-37
PF-562271,U-266
FMK,P32-ISH
Avagacestat_1072,NCI-H1048
Ponatinib,SW756
I-BET-151,GCT
Rucaparib,A388
IPA-3,NAMALWA
AT7867,KS-1
GW441756,OVISE
Tretinoin,OPM-2
Enzastaurin,TC-71
Embelin,NB10
AZD8835,MZ2-MEL
BAY-MPS-combo 2 (paclitaxel 1 uM),SW156
NU7441,HEC-1
Obatoclax Mesylate,NB5
Masitinib,HCC1395
BMS-754807,RCM-1
AGI-6780,NCI-H650
AZD6094,A388
Zibotentan,FTC-133
RO-3306,PA-1
LCL161,EW-13
AZD3514,A253
UNC1215,COLO-680N
Dabrafenib,L-540
IPA-3,CGTH-W-1
Imatinib,ARH-77
MK-2206,LU-139
Motesanib,MCF7
Embelin,KELLY
HG-5-113-01,SNU-C1
NSC-87877,D-247MG
FR-180204,NCI-H720
Nilotinib,HEC-1
MK-2206,RPMI-8226
Motesanib,ALL-PO
GW-2580,KELLY
Selisistat,SK-LU-1
BIBF-1120,EFM-192A
I-BET-151,Hep3B2-1-7
Wnt-C59,HA7-RCC
ETP-45835,MDA-MB-468
AZD6094,RH-41
FH535,KYSE-150
AGI-6780,MZ2-MEL
GSK650394,MDA-MB-330
ZSTK474,CL-11
BMS-345541,OCI-AML5
STF-62247,COR-L303
BIBF-1120,ES-2
Salubrinal,SK-MEL-2
Sunitinib,GI-1
HG-5-88-01,KM12
SL0101,U-2-OS
AZD4547_1135,Hs-578-T
Apitolisib,RT4
SL0101,NCI-H211
Cisplatin_1005,NCI-H211
UNC1215,KYSE-270
Refametinib_1014,NB7
CMK,RL
LDN-193189,LP-1
TWS119,MOLM-13
ETP-45835,MOLP-8
Methotrexate,TE-15
Pevonedistat,LS-123
AZD6738,SW1990
PHA-793887,NCI-H2342
PHA-793887,HT-1197
AZD6482_1066,MDA-MB-231
PIK-93,MDA-MB-453
I-BET-762,PANC-08-13
Linifanib,KMS-11
MK-2206,HCC1954
AZD6094,SU-DHL-5
BMS-754807,no-11
CCT-018159,EVSA-T
AZD6482_156,HCC70
Sorafenib,JM1
BIX02189,NCI-H1781
GW-2580,BB65-RCC
PF-4708671,OSC-19
AZD6482_156,HCC1187
IC-87114,AU565
QL-XII-47_1155,FADU
AZD8835,SK-HEP-1
Motesanib,OCI-LY-19
Etoposide,SW1990
Pevonedistat,NCI-H446
Talazoparib,SW1710
FH535,OCI-AML2
